"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","24.63707690558314"
"Bell/Cudahy/Maywood Community of Schools","45.835135536432475"
"Boyle Heights Community of Schools","31.603857212231464"
"Canoga Park/Chatsworth Community of Schools","38.316623028290444"
"Carson Community of Schools","39.64739128600953"
"Cleveland Community of Schools","30.815849618653861"
"Downtown Community of Schools","33.379650833326863"
"Eagle Rock/Highland Park Community of Schools","45.959402527767132"
"East Los Angeles Community of Schools","42.620435515281066"
"Fairfax Community of Schools","40.544101846783839"
"Fremont Community of Schools","22.529340946373129"
"Gardena Community of Schools","34.962071449760565"
"Glassell Park/Los Feliz Community of Schools","36.182806672480659"
"H.E.E.T. (C/D) Community of Schools","19.788799539460665"
"H.E.E.T. (W) Community of Schools","20.437359493153483"
"Hamilton Community of Schools","24.471362943682497"
"Harbor City/Lomita Community of Schools","28.382213812677389"
"Historic Central Avenue Community of Schools","37.974683544303794"
"Hollywood Community of Schools","20.384337416377889"
"Huntington Park/Vernon Community of Schools","44.384262393741061"
"Kennedy/NAHS/VAAS Community of Schools","54.001652580693431"
"Kreatwn/PcoUnion Community of Schools","32.19718990081477"
"LA Mid-City Community of Schools","23.34267040149393"
"Lincoln Heights/El Sereno Community of Schools","31.594899833457394"
"MacArthur Park Community of Schools","15.414852210104437"
"Manual Arts/Vermont Square Community of Schools","41.83361377348492"
"Monroe Community of Schools","45.870411916299012"
"North Hollywood/Valley Village Community of Schools","51.989754960051989"
"Panorama City Community of Schools","54.127931365783027"
"Reseda Community of Schools","46.387665941332259"
"Rivera Community of Schools","36.646618810493869"
"San Fernando Valley/Sylmar Community of Schools","42.459881228661004"
"San Pedro Community of Schools","43.856745663974586"
"SO Los Angeles Community of Schools","36.440492675460973"
"South Gate Community of Schools","35.919540229885058"
"South Mid-City Community of Schools","11.942358217669382"
"Sun Valley Community of Schools","63.671286372222333"
"Sunland/Tujunga Community of Schools","48.527984471044974"
"Taft Community of Schools","54.927237954059649"
"Van Nuys/Valley Glen Community of Schools","45.315952893787241"
"Venice Community of Schools","61.127613444254486"
"West LA Community of Schools","41.007354579897481"
"Westchester Community of Schools","28.038693396887705"
"Wilmington Community of Schools","46.117546117546119"
"District Wide","39.104742681420781"
