"School name","Cases among staff and students"
"Unassigned",270
"102ND ST EEC",0
"107TH ST EL",3
"109TH ST EL",1
"10TH ST EL",2
"112TH ST EEC",2
"112TH ST EL",1
"116TH ST EL",0
"118TH ST EL",3
"122ND ST EL",2
"135TH ST EL",2
"153RD ST EL",3
"156TH ST EL",2
"15TH ST EL",0
"186TH ST EL",8
"1ST ST EL",1
"20TH ST EL",2
"232ND PL EL",6
"24TH ST EEC",0
"24TH ST EL",4
"28TH ST EEC",1
"28TH ST EL",2
"2ND ST EL",1
"32ND ST USC PA MAG",17
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",9
"42ND ST EL",0
"49TH ST EL",6
"4TH ST EEC",1
"4TH ST EL",4
"4TH ST PC",0
"52ND ST EL",5
"54TH ST EL",1
"59TH ST EL",3
"61ST ST EL",12
"66TH ST EEC",0
"66TH ST EL",1
"6TH AVE EL",5
"74TH ST EL",2
"75TH ST EEC",0
"75TH ST EL",2
"7TH ST EL AI MAG",1
"92ND ST EL",10
"93RD ST EL",7
"95TH ST EEC",0
"95TH ST EL",1
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",0
"9TH ST EL",4
"ACAD ENRICH SCI MAG",3
"ADAMS MS",3
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",3
"ALEXANDER SCS",4
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",4
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",2
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",1
"AMESTOY EL",8
"ANATOLA AVE EL",0
"ANDASOL AVE EL",2
"ANGELES MESA EL",4
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",3
"ANTON EEC",2
"ANTON EL",3
"APPERSON ST EL",1
"ARAGON AVE EL",0
"ARLETA SH",4
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",6
"ARMSTRONG MS",16
"ARROYO SECO MUS/S MAG",3
"ASCOT AVE EL",6
"ATWATER AVE EL",4
"AUDUBON MS",3
"AURORA EL",1
"AVALON GARDENS EL",4
"BACA ARTS ACAD",0
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",3
"BALDWIN HILLS EL",12
"BANCROFT MS",7
"BANDINI ST EL",2
"BANNEKER CTC",1
"BANNING SH",12
"BARRETT EL",2
"BARTON HILL EL",2
"BASSETT ST EL",2
"BEACHY AVE EL",3
"BECKFORD CES",5
"BEETHOVEN ST EL",1
"BELL SH",23
"BELLINGHAM EL",4
"BELMONT SH",1
"BELVEDERE EL",4
"BELVEDERE MS",2
"BERENDO MS",3
"BERNSTEIN SH",4
"BERNSTEIN SH STEM",7
"BERTRAND AVE EL",3
"BETHUNE MS",6
"BLYTHE ST EL",0
"BONITA ST EL",4
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",1
"BRADDOCK DR EL",14
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",13
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",2
"BRIDGE ST EL",1
"BRIDGES SCHOOL",9
"BRIGHT EL",4
"BROAD AVE EL",12
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",0
"BROADWAY EL",6
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",1
"BROOKLYN AVE EL",4
"BRYSON AVE EL",0
"BUCHANAN ST EL",5
"BUDLONG AVE EL",4
"BURBANK BLVD EL",1
"BURBANK MS A/T/C MAG",7
"BURKE HS",0
"BURROUGHS MS",18
"BURTON ST EL",0
"BUSHNELL WAY EL",2
"BYRD MS",8
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",3
"CAHUENGA EL",9
"CALABASH CA",16
"CALAHAN ST EL",5
"CALVERT CES",1
"CAMELLIA AVE EL",4
"CANFIELD AVE EL",5
"CANOGA PARK EEC",0
"CANOGA PARK EL",4
"CANOGA PRK SH",10
"CANTARA ST EL",1
"CANTERBURY AVE EL",1
"CANYON CEL",10
"CAPISTRANO AVE EL",2
"CARDENAS EL",2
"CARLSON HOSPITAL",0
"CARNEGIE MS",14
"CAROLDALE LC",7
"CARPENTER COMM CHTR",6
"CARSON ACAD ED & EMP",6
"CARSON ACAD MED ARTS",12
"CARSON SH",3
"CARSON ST EL",3
"CARSON-GORE ACADEMY",5
"CARTHAY EL ES MAG",1
"CARVER MS",2
"CASTELAR ST EEC",1
"CASTELAR ST EL",13
"CASTLE HTS EL",7
"CASTLEBAY LN CHTR",5
"CASTRO MS",3
"CATSKILL AVE EL",3
"CDS AGGELER",0
"CDS ALONZO",2
"CDS JOHNSON",1
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",2
"CENTURY PARK EL",5
"CHANDLER EL",2
"CHAPMAN EL",5
"CHARNOCK ROAD EL",3
"CHASE ST EEC",0
"CHASE ST EL",0
"CHATSWORTH CHS",18
"CHATSWORTH UP/CD MAG",3
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",2
"CHAVEZ LA ASE",4
"CHAVEZ LA SJ HUM AC",2
"CHAVEZ LA TECH PREP",5
"CHEREMOYA AVE EL",1
"CHEVIOT HILLS HS",0
"CIENEGA EL",2
"CIMARRON AVE EL",4
"CITY OF ANGELS",3
"CITY TERRACE EL",5
"CLEVELAND CHS",32
"CLEVELAND EEC",1
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",3
"CLINTON MS",0
"CLOVER AVE EL",0
"COCHRAN MS",2
"COEUR D ALENE AVE EL",6
"COHASSET ST EL",6
"COLDWATER CYN EL",3
"COLFAX CEL",4
"COLISEUM ST EL",0
"COLLINS EEC",1
"COLUMBUS AVE EL",0
"COLUMBUS MS",3
"COMMONWLTH AVE EL",0
"COMMUNITY EL MAG CS",6
"COMPTON AVE EL",1
"CONTRERAS LC ALC",2
"CONTRERAS LC BUS TR",5
"CONTRERAS LC GLBL ST",2
"CONTRERAS LC SOC JUS",2
"CORONA AVE EL",4
"CORTINES SCH OF VAPA",14
"COUGHLIN EL",2
"COWAN AVE EL",3
"CRENSHAW ARTS TECH",1
"CRENSHAW MAG STEMM",13
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",1
"CRESTWOOD ST STEAM MG",3
"CRUZ EEC",0
"CURTISS MS",6
"DACOTAH EEC",0
"DAHLIA HTS EL",9
"DANA MS",13
"DANUBE AVE EL",1
"DARBY AVE EL",3
"DAYTON EEC",0
"DAYTON HEIGHTS EL",1
"DBM",12
"DE LA TORRE JR EL",5
"DEARBORN EL CA",8
"DEL AMO EL",6
"DEL OLMO EL",3
"DELEVAN DRIVE EL",6
"DENA EL",0
"DENKER AVE EL",3
"DIXIE CYN CC",8
"DODSON MS",26
"DOLORES ST EEC",0
"DOLORES ST EL",7
"DOMINGUEZ EL",2
"DORRIS PLACE EL",0
"DORSEY SH",8
"DREW MS",8
"DREW MS UP PBLC SRVC",1
"DYER ST EL",3
"DYMALLY SH",4
"EAGLE ROCK EL",10
"EAGLE ROCK HS",13
"EAGLE TREE CONTN HS",0
"EARHART HS",1
"EARLY COLLEGE ACAD",3
"EAST VALLEY SH",4
"EAST VALLEY SKLS CTR",0
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",1
"EDISON MS",1
"EINSTEIN HS",0
"EL DORADO AVE EL",1
"EL ORO WAY CES",6
"EL SERENO EEC",0
"EL SERENO EL",0
"EL SERENO MS",4
"ELA OCC CTR",5
"ELEMENTARY CDS",0
"ELIZABETH LC",7
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",1
"EMELITA ST EL",1
"EMERSON CC",8
"ENADIA WAY",1
"ENCINO CEL",6
"ERWIN EL",9
"ESCALANTE EEC",0
"ESCALANTE EL",4
"ESCUTIA PC",6
"ESHELMAN AVE EL",2
"ESPERANZA EL",4
"ESTRELLA EEC",1
"ESTRELLA EL",3
"EUCLID AVE EL",6
"EVANS CAS",3
"EVERGREEN AVE EEC",2
"EVERGREEN AVE EL",2
"EVERGREEN HS",1
"FAIR AVE EEC",0
"FAIR AVE EL",4
"FAIRBURN AVE EL",9
"FAIRFAX SH",11
"FARMDALE EL",1
"FERNANGELES EL",3
"FIGUEROA ST EL",0
"FISHBURN AVE EL",4
"FLEMING MS",6
"FLETCHER DR EL",0
"FLORENCE AVE EL",1
"FLOURNOY EL",2
"FORD BLVD EL",1
"FOSHAY LC",9
"FRANKLIN AVE EL",11
"FRANKLIN HS",14
"FREMONT SH",8
"FRIEDMAN OCC CTR",2
"FRIES AVE EL",4
"FROST MS",6
"FULLBRIGHT AVE EL",2
"FULTON COLLEGE PREP",3
"GAGE MS",5
"GAL KING SCH FOR STEM",12
"GARCETTI LA",1
"GARDEN GROVE EL",1
"GARDENA EEC",2
"GARDENA EL",5
"GARDENA SH",13
"GARDNER ST EL",1
"GARFIELD SH",48
"GARVANZA EL T/L MAG",4
"GARZA PC",0
"GATES ST EEC",0
"GATES ST EL",3
"GAULT ST EL",1
"GERMAIN ACAD AA",11
"GLASSELL PARK EEC",2
"GLASSELL PK STEAM MAG",1
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",6
"GLEN ALTA EL",0
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",2
"GLENWOOD EL",2
"GOMPERS MS",10
"GOMPERS MS UP MED MAG",0
"GRAHAM EEC",0
"GRAHAM EL",4
"GRANADA EL",0
"GRAND VW BL EL",13
"GRANT EEC",2
"GRANT EL",6
"GRANT SH",8
"GRAPE ST EL",0
"GRATTS EEC",2
"GRATTS LA FOR YS",5
"GREY HS",2
"GRIDLEY ST EL",2
"GRIFFIN AVE EL",1
"GRIFFITH JOYNER EL",2
"GRIFFITH MS STEAM MG",1
"GULF AVE EL",1
