"School name","Cases among staff and students"
"Unassigned",84
"102ND ST EEC",0
"107TH ST EL",6
"109TH ST EL",2
"10TH ST EL",7
"112TH ST EEC",1
"112TH ST EL",2
"116TH ST EL",4
"118TH ST EL",3
"122ND ST EL",1
"135TH ST EL",3
"153RD ST EL",4
"156TH ST EL",3
"15TH ST EL",1
"186TH ST EL",4
"1ST ST EL",0
"20TH ST EL",0
"232ND PL EL",5
"24TH ST EEC",0
"24TH ST EL",2
"28TH ST EEC",0
"28TH ST EL",0
"2ND ST EL",0
"32ND ST USC PA MAG",5
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",2
"42ND ST EL",0
"49TH ST EL",1
"4TH ST EEC",0
"4TH ST EL",2
"4TH ST PC",0
"52ND ST EL",1
"54TH ST EL",0
"59TH ST EL",1
"61ST ST EL",1
"66TH ST EEC",0
"66TH ST EL",1
"6TH AVE EL",0
"74TH ST EL",6
"75TH ST EEC",0
"75TH ST EL",4
"7TH ST EL AI MAG",1
"92ND ST EL",4
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",2
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",1
"9TH ST EL",2
"ACAD ENRICH SCI MAG",5
"ADAMS MS",3
"ADDAMS HS",1
"AGGELER HS",1
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",5
"ALEXANDER SCS",2
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",1
"ALLESANDRO EL",1
"ALTA CALIFORNIA EL",6
"ALTA LOMA EL",1
"AMANECER PC",0
"AMBLER AVE EL",5
"AMESTOY EL",0
"ANATOLA AVE EL",1
"ANDASOL AVE EL",0
"ANGELES MESA EL",2
"ANGELOU COMMUNITY SH",2
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",1
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",6
"APPERSON ST EL",2
"ARAGON AVE EL",1
"ARLETA SH",1
"ARLINGTON HTS EL",1
"ARMINTA ST EEC",0
"ARMINTA ST EL",0
"ARROYO SECO MUS/S MAG",0
"ASCOT AVE EL",1
"ATWATER AVE EL",2
"AUDUBON MS",2
"AURORA EL",2
"AVALON GARDENS EL",4
"BACA ARTS ACAD",1
"BAKEWELL PC",0
"BALA",1
"BALBOA EL G/HG/HA MAG",4
"BALDWIN HILLS EL",0
"BANCROFT MS",1
"BANDINI ST EL",0
"BANNEKER CTC",0
"BANNING SH",2
"BARRETT EL",3
"BARTON HILL EL",5
"BASSETT ST EL",4
"BEACHY AVE EL",2
"BECKFORD CES",1
"BEETHOVEN ST EL",3
"BELL SH",2
"BELLINGHAM EL",1
"BELMONT SH",1
"BELVEDERE EL",0
"BELVEDERE MS",1
"BERENDO MS",1
"BERNSTEIN SH",2
"BERNSTEIN SH STEM",1
"BERTRAND AVE EL",1
"BETHUNE MS",5
"BLYTHE ST EL",3
"BONITA ST EL",1
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",3
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",1
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",10
"BRIDGE ST EL",0
"BRIDGES SCHOOL",5
"BRIGHT EL",2
"BROAD AVE EL",0
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",2
"BROADWAY EL",0
"BROCKTON AVE EL",2
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",3
"BRYSON AVE EL",2
"BUCHANAN ST EL",0
"BUDLONG AVE EL",2
"BURBANK BLVD EL",2
"BURBANK MS A/T/C MAG",3
"BURKE HS",1
"BURROUGHS MS",2
"BURTON ST EL",0
"BUSHNELL WAY EL",0
"BYRD MS",4
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",1
"CALABASH CA",1
"CALAHAN ST EL",3
"CALVERT CES",1
"CAMELLIA AVE EL",2
"CANFIELD AVE EL",2
"CANOGA PARK EEC",0
"CANOGA PARK EL",5
"CANOGA PRK SH",5
"CANTARA ST EL",1
"CANTERBURY AVE EL",4
"CANYON CEL",3
"CAPISTRANO AVE EL",1
"CARDENAS EL",1
"CARLSON HOSPITAL",1
"CARNEGIE MS",2
"CAROLDALE LC",2
"CARPENTER COMM CHTR",5
"CARSON ACAD ED & EMP",2
"CARSON ACAD MED ARTS",2
"CARSON SH",2
"CARSON ST EL",7
"CARSON-GORE ACADEMY",1
"CARTHAY EL ES MAG",3
"CARVER MS",2
"CASTELAR ST EEC",0
"CASTELAR ST EL",1
"CASTLE HTS EL",1
"CASTLEBAY LN CHTR",4
"CASTRO MS",1
"CATSKILL AVE EL",5
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",2
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",0
"CHANDLER EL",0
"CHAPMAN EL",3
"CHARNOCK ROAD EL",2
"CHASE ST EEC",0
"CHASE ST EL",2
"CHATSWORTH CHS",10
"CHATSWORTH UP/CD MAG",3
"CHAVEZ EL",2
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",1
"CHAVEZ LA SJ HUM AC",0
