"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","30.451288089486184"
"Bell/Cudahy/Maywood Community of Schools","20.468734008801558"
"Boyle Heights Community of Schools","19.851295748213381"
"Canoga Park/Chatsworth Community of Schools","24.786399556760852"
"Carson Community of Schools","30.988534242330338"
"Cleveland Community of Schools","26.666666666666664"
"Downtown Community of Schools","9.5161965665562782"
"Eagle Rock/Highland Park Community of Schools","16.003040577709765"
"East Los Angeles Community of Schools","25.958756117486274"
"Fairfax Community of Schools","23.552410000353287"
"Fremont Community of Schools","28.317337864107394"
"Gardena Community of Schools","28.993575023774731"
"Glassell Park/Los Feliz Community of Schools","18.438466739054721"
"H.E.E.T. (C/D) Community of Schools","48.1737759481475"
"H.E.E.T. (W) Community of Schools","20.75506942570723"
"Hamilton Community of Schools","15.19756838905775"
"Harbor City/Lomita Community of Schools","31.382180379315052"
"Historic Central Avenue Community of Schools","20.92050209205021"
"Hollywood Community of Schools","20.319372729011285"
"Huntington Park/Vernon Community of Schools","7.2577718640377409"
"Kennedy/NAHS/VAAS Community of Schools","22.191975381701976"
"Kreatwn/PcoUnion Community of Schools","31.832244073731434"
"LA Mid-City Community of Schools","27.828410023793289"
"Lincoln Heights/El Sereno Community of Schools","9.9293690878881566"
"MacArthur Park Community of Schools","31.5357931251971"
"Manual Arts/Vermont Square Community of Schools","13.643423869694805"
"Monroe Community of Schools","16.8036012770737"
"North Hollywood/Valley Village Community of Schools","29.994501008148507"
"Panorama City Community of Schools","2.990520051436945"
"Reseda Community of Schools","26.698705112802028"
"Rivera Community of Schools","16.451878256100905"
"San Fernando Valley/Sylmar Community of Schools","16.724989707698644"
"San Pedro Community of Schools","25.925205781320891"
"South Gate Community of Schools","16.539751639089388"
"South Mid-City Community of Schools","30.144997437675219"
"Sun Valley Community of Schools","22.349124145531331"
"Sunland/Tujunga Community of Schools","50.604726481453369"
"Taft Community of Schools","30.480551921018197"
"Van Nuys/Valley Glen Community of Schools","18.400731122383263"
"Venice Community of Schools","18.150673276536853"
"West LA Community of Schools","31.803026417030008"
"Westchester Community of Schools",39.032006245121
"Wilmington Community of Schools","23.515579071134628"
"District Wide","22.376910891599159"
