"School name","Cases among staff and students"
"Unassigned",841
"102ND ST EEC",2
"107TH ST EL",85
"109TH ST EL",13
"10TH ST EL",33
"112TH ST EEC",3
"112TH ST EL",23
"116TH ST EL",10
"118TH ST EL",39
"122ND ST EL",32
"135TH ST EL",52
"153RD ST EL",40
"156TH ST EL",11
"15TH ST EL",45
"186TH ST EL",31
"1ST ST EL",21
"20TH ST EL",26
"232ND PL EL",10
"24TH ST EEC",9
"24TH ST EL",51
"28TH ST EEC",5
"28TH ST EL",69
"2ND ST EL",15
"32ND ST USC PA MAG",38
"36TH ST EEC",5
"37TH ST EEC",5
"3RD ST EL",5
"42ND ST EL",18
"49TH ST EL",30
"4TH ST EEC",3
"4TH ST EL",16
"4TH ST PC",12
"52ND ST EL",48
"54TH ST EL",21
"59TH ST EL",8
"61ST ST EL",48
"66TH ST EEC",10
"66TH ST EL",68
"6TH AVE EL",19
"74TH ST EL",22
"75TH ST EEC",4
"75TH ST EL",84
"7TH ST EL AI MAG",16
"92ND ST EL",32
"93RD ST EL",61
"95TH ST EEC",3
"95TH ST EL",63
"96TH ST EL",41
"97TH ST EEC",5
"99TH ST EL",34
"9TH ST EL",9
"ACAD ENRICH SCI MAG",11
"ADAMS MS",61
"ADDAMS HS",7
"AGGELER HS",1
"ALBION ST EEC",3
"ALBION ST EL",8
"ALDAMA EL",14
"ALEXANDER SCS",34
"ALEXANDRIA AVE EEC",1
"ALEXANDRIA AVE EL",26
"ALLESANDRO EL",22
"ALTA CALIFORNIA EL",39
"ALTA LOMA EL",19
"AMANECER PC",6
"AMBLER AVE EL",25
"AMESTOY EL",46
"ANATOLA AVE EL",23
"ANDASOL AVE EL",14
"ANGELES MESA EL",13
"ANGELOU COMMUNITY SH",51
"ANGEL'S GATE HS",7
"ANN ST EL",2
"ANNALEE AVE EL",3
"ANNANDALE EL",4
"ANTON EEC",1
"ANTON EL",26
"APPERSON ST EL",16
"ARAGON AVE EL",15
"ARLETA SH",48
"ARLINGTON HTS EL",23
"ARMINTA ST EEC",11
"ARMINTA ST EL",18
"ARROYO SECO MUS/S MAG",21
"ASCOT AVE EL",55
"ATWATER AVE EL",13
"AUDUBON MS",25
"AURORA EL",17
"AVALON GARDENS EL",4
"BACA ARTS ACAD",41
"BAKEWELL PC",12
"BALA",0
"BALBOA EL G/HG/HA MAG",8
"BALDWIN HILLS EL",14
"BANCROFT MS",16
"BANDINI ST EL",5
"BANNEKER CTC",16
"BANNING SH",130
"BARRETT EL",27
"BARTON HILL EL",23
"BASSETT ST EL",38
"BEACHY AVE EL",7
"BECKFORD CES",16
"BEETHOVEN ST EL",11
"BELL SH",139
"BELLINGHAM EL",32
"BELMONT SH",37
"BELVEDERE EL",38
"BELVEDERE MS",36
"BERENDO MS",41
"BERNSTEIN SH",47
"BERNSTEIN SH STEM",40
"BERTRAND AVE EL",19
"BETHUNE MS",69
"BLYTHE ST EL",16
"BONITA ST EL",15
"BOYLE HEIGHTS HS",4
"BOYLE HTS STEM MAG",4
"BRADDOCK DR EL",8
"BRADLEY EEC",7
"BRADLEY GLBL AWR MAG",11
"BRAINARD EL",4
"BRAVO SH MEDICAL MAG",81
"BREED ST EL",9
"BRENTWOOD EL SCI MAG",22
"BRIDGE ST EL",12
"BRIDGES SCHOOL",76
"BRIGHT EL",32
"BROAD AVE EL",19
"BROADACRES AV EL",11
"BROADOUS EEC",6
"BROADOUS EL",30
"BROADWAY EL",8
"BROCKTON AVE EL",10
"BROOKLYN AVE EEC",7
"BROOKLYN AVE EL",13
"BRYSON AVE EL",33
"BUCHANAN ST EL",13
"BUDLONG AVE EL",34
"BURBANK BLVD EL",14
"BURBANK MS A/T/C MAG",44
"BURKE HS",3
"BURROUGHS MS",52
"BURTON ST EL",17
"BUSHNELL WAY EL",5
"BYRD MS",49
"CABRILLO AVE EEC",7
"CABRILLO AVE EL",12
"CAHUENGA EL",16
"CALABASH CA",14
"CALAHAN ST EL",22
"CALVERT CES",16
"CAMELLIA AVE EL",25
"CANFIELD AVE EL",18
"CANOGA PARK EEC",12
"CANOGA PARK EL",29
"CANOGA PRK SH",71
"CANTARA ST EL",12
"CANTERBURY AVE EL",40
"CANYON CEL",8
"CAPISTRANO AVE EL",19
"CARDENAS EL",29
"CARLSON HOSPITAL",6
"CARNEGIE MS",29
"CAROLDALE LC",28
"CARPENTER COMM CHTR",18
"CARSON ACAD ED & EMP",17
"CARSON ACAD MED ARTS",11
"CARSON SH",65
"CARSON ST EL",26
"CARSON-GORE ACADEMY",24
"CARTHAY EL ES MAG",15
"CARVER MS",46
"CASTELAR ST EEC",9
"CASTELAR ST EL",27
"CASTLE HTS EL",8
"CASTLEBAY LN CHTR",21
"CASTRO MS",10
"CATSKILL AVE EL",19
"CDS AGGELER",0
"CDS ALONZO",1
"CDS JOHNSON",0
"CDS JOHNSTON",4
"CDS LONDON",0
"CDS TRI-C",11
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",10
"CENTURY PARK EL",18
"CHANDLER EL",13
"CHAPMAN EL",25
"CHARNOCK ROAD EL",8
"CHASE ST EEC",5
"CHASE ST EL",33
"CHATSWORTH CHS",75
"CHATSWORTH UP/CD MAG",22
"CHAVEZ EL",6
"CHAVEZ LA ARTES MAG",18
"CHAVEZ LA ASE",29
"CHAVEZ LA SJ HUM AC",24
"CHAVEZ LA TECH PREP",16
"CHEREMOYA AVE EL",5
"CHEVIOT HILLS HS",1
"CIENEGA EL",21
"CIMARRON AVE EL",13
"CITY OF ANGELS",62
"CITY TERRACE EL",15
"CLEVELAND CHS",94
"CLEVELAND EEC",4
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",2
"CLINTON MS",25
"CLOVER AVE EL",13
"COCHRAN MS",30
"COEUR D ALENE AVE EL",10
"COHASSET ST EL",34
"COLDWATER CYN EL",43
"COLFAX CEL",21
"COLISEUM ST EL",9
"COLLINS EEC",2
"COLUMBUS AVE EL",17
"COLUMBUS MS",21
"COMMONWLTH AVE EL",36
"COMMUNITY EL MAG CS",9
"COMPTON AVE EL",22
"CONTRERAS LC ALC",34
"CONTRERAS LC BUS TR",24
"CONTRERAS LC GLBL ST",16
"CONTRERAS LC SOC JUS",44
"CORONA AVE EL",35
"CORTINES SCH OF VAPA",43
"COUGHLIN EL",26
"COWAN AVE EL",21
"CRENSHAW ARTS TECH",8
"CRENSHAW MAG STEMM",18
"CRESCENT HTS BL EEC",3
"CRESCENT HTS BL EL MG",10
"CRESTWOOD ST STEAM MG",15
"CRUZ EEC",6
"CURTISS MS",11
"DACOTAH EEC",5
"DAHLIA HTS EL",6
"DANA MS",72
"DANUBE AVE EL",13
"DARBY AVE EL",9
"DAYTON EEC",6
"DAYTON HEIGHTS EL",12
"DBM",35
"DE LA TORRE JR EL",31
"DEARBORN EL CA",26
"DEL AMO EL",13
"DEL OLMO EL",36
"DELEVAN DRIVE EL",22
"DENA EL",9
"DENKER AVE EL",26
"DIXIE CYN CC",22
"DODSON MS",54
"DOLORES ST EEC",5
"DOLORES ST EL",13
"DOMINGUEZ EL",29
