"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.0787192821454061"
"Bell/Cudahy/Maywood Community of Schools","6.0385561812170705"
"Boyle Heights Community of Schools",0
"Canoga Park/Chatsworth Community of Schools","6.68459127438019"
"Carson Community of Schools",0
"Cleveland Community of Schools","2.8975148980557677"
"Downtown Community of Schools","3.0206613234524147"
"Eagle Rock/Highland Park Community of Schools","6.241937497399193"
"East Los Angeles Community of Schools","2.3756731073804245"
"Fairfax Community of Schools","3.6580012681071064"
"Fremont Community of Schools","2.3396191100088903"
"Gardena Community of Schools","1.1734610058907742"
"Glassell Park/Los Feliz Community of Schools","2.0807973615489455"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","2.1048643414931907"
"Hamilton Community of Schools","3.934374631152378"
"Harbor City/Lomita Community of Schools","4.2257092148632278"
"Historic Central Avenue Community of Schools","2.0124976101590879"
"Hollywood Community of Schools","3.9561656842188553"
"Huntington Park/Vernon Community of Schools","1.6328396714726581"
"Kennedy/NAHS/VAAS Community of Schools","2.246888060036849"
"Kreatwn/PcoUnion Community of Schools","2.0386320778757452"
"LA Mid-City Community of Schools","2.8775736299152554"
"Lincoln Heights/El Sereno Community of Schools","5.00801282051282"
"MacArthur Park Community of Schools","1.4876303536097351"
"Manual Arts/Vermont Square Community of Schools","1.0739523594733338"
"Monroe Community of Schools","1.7890687896949637"
"North Hollywood/Valley Village Community of Schools","1.6878206859303266"
"Panorama City Community of Schools","1.5231596423621159"
"Reseda Community of Schools","1.9440313377851652"
"Rivera Community of Schools","3.1873525849429463"
"San Fernando Valley/Sylmar Community of Schools","3.900536323744515"
"San Pedro Community of Schools","5.72611969498869"
"South Gate Community of Schools","6.8254726639819809"
"South Mid-City Community of Schools","7.6623655254850283"
"Sun Valley Community of Schools","2.3307125765250629"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","6.03154498024669"
"Van Nuys/Valley Glen Community of Schools","3.7301138306403985"
"Venice Community of Schools","1.181711827753684"
"West LA Community of Schools","4.1603827552134796"
"Westchester Community of Schools","5.27732334160114"
"Wilmington Community of Schools","8.3745079976551384"
"District Wide","3.3504354976281512"
