"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","258.15106919261729"
"Bell/Cudahy/Maywood Community of Schools","461.56818685997666"
"Boyle Heights Community of Schools","268.82186649092074"
"Canoga Park/Chatsworth Community of Schools","384.97029817175155"
"Carson Community of Schools","507.00864897107067"
"Cleveland Community of Schools","439.93806880404821"
"Downtown Community of Schools","255.691191026064"
"Eagle Rock/Highland Park Community of Schools","361.04937253113081"
"East Los Angeles Community of Schools","308.9003296418386"
"Fairfax Community of Schools","320.36928588652728"
"Fremont Community of Schools","370.84039424589452"
"Gardena Community of Schools","411.56545162371822"
"Glassell Park/Los Feliz Community of Schools","387.69130840742093"
"H.E.E.T. (C/D) Community of Schools","295.49319727891151"
"H.E.E.T. (W) Community of Schools","281.16601199090348"
"Hamilton Community of Schools","292.48500236477236"
"Harbor City/Lomita Community of Schools","373.28964859747828"
"Historic Central Avenue Community of Schools","330.49484904424463"
"Hollywood Community of Schools","248.98848428260195"
"Huntington Park/Vernon Community of Schools","472.34117628189705"
"Kennedy/NAHS/VAAS Community of Schools","363.85019662611637"
"Kreatwn/PcoUnion Community of Schools","342.63722670017768"
"LA Mid-City Community of Schools","294.66331987340391"
"Lincoln Heights/El Sereno Community of Schools","307.16595702173885"
"MacArthur Park Community of Schools","411.60329282634262"
"Manual Arts/Vermont Square Community of Schools","358.022391920697"
"Monroe Community of Schools","393.42703996761048"
"North Hollywood/Valley Village Community of Schools","323.27765312058506"
"Panorama City Community of Schools","358.21602498630784"
"Reseda Community of Schools","396.04146676450119"
"Rivera Community of Schools","306.8010154023454"
"San Fernando Valley/Sylmar Community of Schools","404.43340927125195"
"San Pedro Community of Schools","327.32033750363689"
"South Gate Community of Schools","398.8100650826849"
"South Mid-City Community of Schools","281.40342473955218"
"Sun Valley Community of Schools","420.84692558626205"
"Sunland/Tujunga Community of Schools","448.64645645341176"
"Taft Community of Schools","351.98821796759938"
"Van Nuys/Valley Glen Community of Schools","379.23432528656315"
"Venice Community of Schools","319.14776541538731"
"West LA Community of Schools","240.67879579016071"
"Westchester Community of Schools","282.14221002769654"
"Wilmington Community of Schools","535.78708287228471"
"District Wide","360.58859467103019"
