"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools",0
"Bell/Cudahy/Maywood Community of Schools","3.6182853669303192"
"Boyle Heights Community of Schools","2.6543504804374369"
"Canoga Park/Chatsworth Community of Schools","2.8996223241922743"
"Carson Community of Schools","3.738492452918361"
"Cleveland Community of Schools","2.8440601803134156"
"Downtown Community of Schools","5.6048051863130652"
"Eagle Rock/Highland Park Community of Schools","7.8817733990147776"
"East Los Angeles Community of Schools","3.76058604972999"
"Fairfax Community of Schools","1.164185012282152"
"Fremont Community of Schools","3.8119634661421409"
"Gardena Community of Schools","4.6314521918347493"
"Glassell Park/Los Feliz Community of Schools","5.0991270294525579"
"H.E.E.T. (C/D) Community of Schools","10.793075162975436"
"H.E.E.T. (W) Community of Schools","2.0700933612105907"
"Hamilton Community of Schools","6.2750216488246888"
"Harbor City/Lomita Community of Schools","6.7595884762535663"
"Historic Central Avenue Community of Schools","6.9526524369046792"
"Hollywood Community of Schools","4.6247051750450909"
"Huntington Park/Vernon Community of Schools","4.0178069202706395"
"Kennedy/NAHS/VAAS Community of Schools","5.9004447460227309"
"Kreatwn/PcoUnion Community of Schools","4.9373450907977761"
"LA Mid-City Community of Schools",0
"Lincoln Heights/El Sereno Community of Schools","1.9318942867446294"
"MacArthur Park Community of Schools",0
"Manual Arts/Vermont Square Community of Schools","6.2510418403067183"
"Monroe Community of Schools","2.6461560173587837"
"North Hollywood/Valley Village Community of Schools","8.3124137587072529"
"Panorama City Community of Schools","2.9746411839071913"
"Reseda Community of Schools","13.250298131707964"
"Rivera Community of Schools","3.1211960423234184"
"San Fernando Valley/Sylmar Community of Schools","3.2073898261594715"
"San Pedro Community of Schools","3.6717122111968865"
"South Gate Community of Schools","2.6211117445464494"
"South Mid-City Community of Schools","6.0049240377109232"
"Sun Valley Community of Schools","4.6169828017390637"
"Sunland/Tujunga Community of Schools","2.5320301817997675"
"Taft Community of Schools","11.095987690850988"
"Van Nuys/Valley Glen Community of Schools","6.7221139214979315"
"Venice Community of Schools","10.052496369931868"
"West LA Community of Schools","13.297600294592991"
"Westchester Community of Schools","7.7794777377278734"
"Wilmington Community of Schools","2.339236005520597"
"District Wide","4.9505108607820532"
