"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","58.9562707109313"
"Bell/Cudahy/Maywood Community of Schools","169.81213189458751"
"Boyle Heights Community of Schools","105.16983624795743"
"Canoga Park/Chatsworth Community of Schools","158.06453941148024"
"Carson Community of Schools","185.54086560874185"
"Cleveland Community of Schools","175.76021015629431"
"Downtown Community of Schools","72.558276235786849"
"Eagle Rock/Highland Park Community of Schools","145.81227156077455"
"East Los Angeles Community of Schools","94.2535048202875"
"Fairfax Community of Schools","119.63236055352972"
"Fremont Community of Schools","128.47412272699628"
"Gardena Community of Schools","122.58445027812793"
"Glassell Park/Los Feliz Community of Schools","163.51485852410067"
"H.E.E.T. (C/D) Community of Schools","106.51442205274593"
"H.E.E.T. (W) Community of Schools","51.714864920772825"
"Hamilton Community of Schools","99.664876851586541"
"Harbor City/Lomita Community of Schools","99.4864348901616"
"Historic Central Avenue Community of Schools","122.10012210012211"
"Hollywood Community of Schools","83.692280224072121"
"Huntington Park/Vernon Community of Schools","145.18328386941525"
"Kennedy/NAHS/VAAS Community of Schools","146.40318997101366"
"Kreatwn/PcoUnion Community of Schools","121.8314010611122"
"LA Mid-City Community of Schools","91.531305072473657"
"Lincoln Heights/El Sereno Community of Schools","147.19146164253146"
"MacArthur Park Community of Schools","86.90289302534201"
"Manual Arts/Vermont Square Community of Schools","102.52904989747095"
"Monroe Community of Schools","164.64891041162227"
"North Hollywood/Valley Village Community of Schools","146.28145882509392"
"Panorama City Community of Schools","121.45449159446049"
"Reseda Community of Schools","174.15862555895504"
"Rivera Community of Schools","88.01994080074779"
"San Fernando Valley/Sylmar Community of Schools","165.8003226384657"
"San Pedro Community of Schools","125.60870158831293"
"South Gate Community of Schools","122.93402540636525"
"South Mid-City Community of Schools","112.32084824704597"
"Sun Valley Community of Schools","123.90238646770457"
"Sunland/Tujunga Community of Schools","212.9547471162378"
"Taft Community of Schools","134.12432293010059"
"Van Nuys/Valley Glen Community of Schools","127.70923844964651"
"Venice Community of Schools","133.37742504409172"
"West LA Community of Schools","107.11990287795471"
"Westchester Community of Schools","129.46995002459929"
"Wilmington Community of Schools","220.21042329336925"
"District Wide","131.10421425501153"
