"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","1674.7090547828554"
"Bell/Cudahy/Maywood Community of Schools","1310.2847798848986"
"Boyle Heights Community of Schools","1369.7228144989338"
"Canoga Park/Chatsworth Community of Schools","1205.1381081119741"
"Carson Community of Schools","1506.5843659482321"
"Cleveland Community of Schools","1369.8758579304654"
"Downtown Community of Schools","979.49906649950844"
"Eagle Rock/Highland Park Community of Schools","1119.4530097868349"
"East Los Angeles Community of Schools","1202.8921998247151"
"Fairfax Community of Schools","1081.0136346105855"
"Fremont Community of Schools","1630.9448127629946"
"Gardena Community of Schools","1339.9332335673994"
"Glassell Park/Los Feliz Community of Schools","1187.0333235925393"
"H.E.E.T. (C/D) Community of Schools","1084.4079718640094"
"H.E.E.T. (W) Community of Schools","1389.8612197833877"
"Hamilton Community of Schools","1078.9814415192059"
"Harbor City/Lomita Community of Schools","1418.1013346056484"
"Historic Central Avenue Community of Schools","1678.4059588844873"
"Hollywood Community of Schools","1059.2808551992225"
"Huntington Park/Vernon Community of Schools","1488.5605794696705"
"Kennedy/NAHS/VAAS Community of Schools","1106.3575473554556"
"Kreatwn/PcoUnion Community of Schools","1419.9157775983972"
"LA Mid-City Community of Schools","1388.4021243900465"
"Lincoln Heights/El Sereno Community of Schools","958.56392358335722"
"MacArthur Park Community of Schools","1761.3093507248784"
"Manual Arts/Vermont Square Community of Schools","1376.9363166953528"
"Monroe Community of Schools","1344.4554342783617"
"North Hollywood/Valley Village Community of Schools","1076.9956704939609"
"Panorama City Community of Schools","1235.2032938754505"
"Reseda Community of Schools","1297.6012063781659"
"Rivera Community of Schools","1542.5779432294091"
"San Fernando Valley/Sylmar Community of Schools","1350.0966625966626"
"San Pedro Community of Schools","1202.4102245399768"
"South Gate Community of Schools","1233.5674410228705"
"South Mid-City Community of Schools","1541.5489817154751"
"Sun Valley Community of Schools","1407.082826707044"
"Sunland/Tujunga Community of Schools","1322.0971892819296"
"Taft Community of Schools","914.71892516867422"
"Van Nuys/Valley Glen Community of Schools","1266.7135819845178"
"Venice Community of Schools","872.57572633246866"
"West LA Community of Schools","925.12756007749977"
"Westchester Community of Schools","988.95155682608367"
"Wilmington Community of Schools","1623.0869932921671"
"District Wide","1277.4480103283029"
