"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","441.74265450861196"
"Bell/Cudahy/Maywood Community of Schools","347.19570032844712"
"Boyle Heights Community of Schools","279.6429808786894"
"Canoga Park/Chatsworth Community of Schools","280.91473743647657"
"Carson Community of Schools","236.93200602431767"
"Cleveland Community of Schools","310.98153547133137"
"Downtown Community of Schools","271.39638660067328"
"Eagle Rock/Highland Park Community of Schools","226.18352382806344"
"East Los Angeles Community of Schools","287.87512616749353"
"Fairfax Community of Schools","200.30322145125771"
"Fremont Community of Schools","394.1352672237112"
"Gardena Community of Schools","370.42102623720621"
"Glassell Park/Los Feliz Community of Schools","285.23556867594846"
"H.E.E.T. (C/D) Community of Schools","242.02819628486719"
"H.E.E.T. (W) Community of Schools","363.12735829918449"
"Hamilton Community of Schools","209.5851909284745"
"Harbor City/Lomita Community of Schools","302.35002530397207"
"Historic Central Avenue Community of Schools","386.97415600446732"
"Hollywood Community of Schools","210.0090732075318"
"Huntington Park/Vernon Community of Schools","439.75512915829603"
"Kennedy/NAHS/VAAS Community of Schools","252.13050274822248"
"Kreatwn/PcoUnion Community of Schools","352.32111826150054"
"LA Mid-City Community of Schools","319.85889352516091"
"Lincoln Heights/El Sereno Community of Schools","238.82950355925522"
"MacArthur Park Community of Schools","337.97942381267831"
"Manual Arts/Vermont Square Community of Schools","361.13864891658403"
"Monroe Community of Schools","376.3963088878096"
"North Hollywood/Valley Village Community of Schools","288.418206399279"
"Panorama City Community of Schools","367.08162850758833"
"Reseda Community of Schools","295.30718366822879"
"Rivera Community of Schools","404.37806653367124"
"San Fernando Valley/Sylmar Community of Schools","380.78426427940991"
"San Pedro Community of Schools","242.73134777909675"
"South Gate Community of Schools","330.67030151578257"
"South Mid-City Community of Schools","434.32811648827317"
"Sun Valley Community of Schools","363.18970027371915"
"Sunland/Tujunga Community of Schools","347.327091513138"
"Taft Community of Schools","206.35725146622258"
"Van Nuys/Valley Glen Community of Schools","327.68422502980309"
"Venice Community of Schools","206.37978113159622"
"West LA Community of Schools","164.78106223499387"
"Westchester Community of Schools","186.92546027193814"
"Wilmington Community of Schools","304.00018354728064"
"District Wide","306.26977124629474"
