"School name","Cases among staff and students"
"Unassigned",91
"102ND ST EEC",0
"107TH ST EL",2
"109TH ST EL",1
"10TH ST EL",1
"112TH ST EEC",0
"112TH ST EL",2
"116TH ST EL",3
"118TH ST EL",5
"122ND ST EL",5
"135TH ST EL",2
"153RD ST EL",4
"156TH ST EL",0
"15TH ST EL",2
"186TH ST EL",4
"1ST ST EL",1
"20TH ST EL",0
"232ND PL EL",3
"24TH ST EEC",0
"24TH ST EL",0
"28TH ST EEC",0
"28TH ST EL",8
"2ND ST EL",2
"32ND ST USC PA MAG",1
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",0
"42ND ST EL",0
"49TH ST EL",0
"4TH ST EEC",0
"4TH ST EL",0
"4TH ST PC",0
"52ND ST EL",8
"54TH ST EL",0
"59TH ST EL",1
"61ST ST EL",1
"66TH ST EEC",0
"66TH ST EL",2
"6TH AVE EL",1
"74TH ST EL",5
"75TH ST EEC",0
"75TH ST EL",5
"7TH ST EL AI MAG",2
"92ND ST EL",3
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",1
"96TH ST EL",5
"97TH ST EEC",0
"99TH ST EL",5
"9TH ST EL",0
"ACAD ENRICH SCI MAG",1
"ADAMS MS",6
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",1
"ALBION ST EL",1
"ALDAMA EL",2
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",2
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",5
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",2
"AMESTOY EL",1
"ANATOLA AVE EL",1
"ANDASOL AVE EL",2
"ANGELES MESA EL",0
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",1
"ANTON EEC",0
"ANTON EL",3
"APPERSON ST EL",0
"ARAGON AVE EL",0
"ARLETA SH",4
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",4
"ARROYO SECO MUS/S MAG",1
"ASCOT AVE EL",1
"ATWATER AVE EL",5
"AUDUBON MS",0
"AURORA EL",0
"AVALON GARDENS EL",2
"BACA ARTS ACAD",2
"BAKEWELL PC",1
"BALA",1
"BALBOA EL G/HG/HA MAG",0
"BALDWIN HILLS EL",0
"BANCROFT MS",3
"BANDINI ST EL",5
"BANNEKER CTC",0
"BANNING SH",6
"BARRETT EL",1
"BARTON HILL EL",1
"BASSETT ST EL",1
"BEACHY AVE EL",2
"BECKFORD CES",4
"BEETHOVEN ST EL",1
"BELL SH",3
"BELLINGHAM EL",2
"BELMONT SH",1
"BELVEDERE EL",4
"BELVEDERE MS",1
"BERENDO MS",1
"BERNSTEIN SH",3
"BERNSTEIN SH STEM",4
"BERTRAND AVE EL",1
"BETHUNE MS",2
"BLYTHE ST EL",1
"BONITA ST EL",7
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",2
"BRADDOCK DR EL",2
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",1
"BRAVO SH MEDICAL MAG",2
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",0
"BRIDGE ST EL",1
"BRIDGES SCHOOL",5
"BRIGHT EL",1
"BROAD AVE EL",4
"BROADACRES AV EL",0
"BROADOUS EEC",0
"BROADOUS EL",0
"BROADWAY EL",0
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AVE EL",2
"BUCHANAN ST EL",2
"BUDLONG AVE EL",0
"BURBANK BLVD EL",1
"BURBANK MS A/T/C MAG",4
"BURKE HS",0
"BURROUGHS MS",4
"BURTON ST EL",1
"BUSHNELL WAY EL",0
"BYRD MS",6
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",2
"CALABASH CA",0
"CALAHAN ST EL",2
"CALVERT CES",0
"CAMELLIA AVE EL",1
"CANFIELD AVE EL",0
"CANOGA PARK EEC",0
"CANOGA PARK EL",1
"CANOGA PRK SH",5
"CANTARA ST EL",5
"CANTERBURY AVE EL",3
"CANYON CEL",1
"CAPISTRANO AVE EL",3
"CARDENAS EL",0
"CARLSON HOSPITAL",0
"CARNEGIE MS",3
"CAROLDALE LC",7
"CARPENTER COMM CHTR",1
"CARSON ACAD ED & EMP",3
"CARSON ACAD MED ARTS",3
"CARSON SH",1
"CARSON ST EL",2
"CARSON-GORE ACADEMY",0
"CARTHAY EL ES MAG",1
"CARVER MS",5
"CASTELAR ST EEC",0
"CASTELAR ST EL",2
"CASTLE HTS EL",1
"CASTLEBAY LN CHTR",3
"CASTRO MS",0
"CATSKILL AVE EL",3
"CDS AGGELER",0
"CDS ALONZO",1
"CDS JOHNSON",1
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",2
"CENTURY PARK EL",0
"CHANDLER EL",0
"CHAPMAN EL",1
"CHARNOCK ROAD EL",0
"CHASE ST EEC",0
"CHASE ST EL",0
"CHATSWORTH CHS",7
"CHATSWORTH UP/CD MAG",1
"CHAVEZ EL",0
