"School name","Cases among staff and students"
"Unassigned",1885
"102ND ST EEC",6
"107TH ST EL",35
"109TH ST EL",15
"10TH ST EL",31
"112TH ST EEC",2
"112TH ST EL",9
"116TH ST EL",21
"118TH ST EL",14
"122ND ST EL",35
"135TH ST EL",20
"153RD ST EL",28
"156TH ST EL",23
"15TH ST EL",16
"186TH ST EL",33
"1ST ST EL",15
"20TH ST EL",30
"232ND PL EL",22
"24TH ST EEC",6
"24TH ST EL",34
"28TH ST EEC",10
"28TH ST EL",37
"2ND ST EL",5
"32ND ST USC PA MAG",46
"36TH ST EEC",3
"37TH ST EEC",7
"3RD ST EL",15
"42ND ST EL",12
"49TH ST EL",27
"4TH ST EEC",2
"4TH ST EL",11
"4TH ST PC",8
"52ND ST EL",20
"54TH ST EL",15
"59TH ST EL",10
"61ST ST EL",30
"66TH ST EEC",7
"66TH ST EL",49
"6TH AVE EL",20
"74TH ST EL",16
"75TH ST EEC",13
"75TH ST EL",50
"7TH ST EL AI MAG",8
"92ND ST EL",31
"93RD ST EL",46
"95TH ST EEC",8
"95TH ST EL",19
"96TH ST EL",24
"97TH ST EEC",6
"99TH ST EL",20
"9TH ST EL",14
"ACAD ENRICH SCI MAG",11
"ADAMS MS",38
"ADDAMS HS",3
"AGGELER HS",1
"ALBION ST EEC",7
"ALBION ST EL",7
"ALDAMA EL",20
"ALEXANDER SCS",35
"ALEXANDRIA AVE EEC",5
"ALEXANDRIA AVE EL",22
"ALLESANDRO EL",16
"ALTA CALIFORNIA EL",25
"ALTA LOMA EL",18
"AMANECER PC",4
"AMBLER AVE EL",23
"AMESTOY EL",29
"ANATOLA AVE EL",23
"ANDASOL AVE EL",34
"ANGELES MESA EL",10
"ANGELOU COMMUNITY SH",55
"ANGEL'S GATE HS",2
"ANN ST EL",0
"ANNALEE AVE EL",9
"ANNANDALE EL",11
"ANTON EEC",8
"ANTON EL",23
"APPERSON ST EL",27
"ARAGON AVE EL",11
"ARLETA SH",77
"ARLINGTON HTS EL",11
"ARMINTA ST EEC",3
"ARMINTA ST EL",15
"ARROYO SECO MUS/S MAG",19
"ASCOT AVE EL",42
"ATWATER AVE EL",21
"AUDUBON MS",21
"AURORA EL",26
"AVALON GARDENS EL",6
"BACA ARTS ACAD",19
"BAKEWELL PC",12
"BALA",4
"BALBOA EL G/HG/HA MAG",28
"BALDWIN HILLS EL",13
"BANCROFT MS",16
"BANDINI ST EL",16
"BANNEKER CTC",10
"BANNING SH",185
"BARRETT EL",37
"BARTON HILL EL",15
"BASSETT ST EL",21
"BEACHY AVE EL",33
"BECKFORD CES",24
"BEETHOVEN ST EL",20
"BELL SH",174
"BELLINGHAM EL",29
"BELMONT SH",25
"BELVEDERE EL",22
"BELVEDERE MS",28
"BERENDO MS",26
"BERNSTEIN SH",23
"BERNSTEIN SH STEM",27
"BERTRAND AVE EL",36
"BETHUNE MS",43
"BLYTHE ST EL",18
"BONITA ST EL",16
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",3
"BRADDOCK DR EL",29
"BRADLEY EEC",7
"BRADLEY GLBL AWR MAG",8
"BRAINARD EL",9
"BRAVO SH MEDICAL MAG",78
"BREED ST EL",14
"BRENTWOOD EL SCI MAG",19
"BRIDGE ST EL",13
"BRIDGES SCHOOL",74
"BRIGHT EL",22
"BROAD AVE EL",33
"BROADACRES AV EL",15
"BROADOUS EEC",5
"BROADOUS EL",23
"BROADWAY EL",17
"BROCKTON AVE EL",7
"BROOKLYN AVE EEC",7
"BROOKLYN AVE EL",25
"BRYSON AVE EL",45
"BUCHANAN ST EL",14
"BUDLONG AVE EL",20
"BURBANK BLVD EL",18
"BURBANK MS A/T/C MAG",47
"BURKE HS",2
"BURROUGHS MS",73
"BURTON ST EL",17
"BUSHNELL WAY EL",8
"BYRD MS",70
"CABRILLO AVE EEC",14
"CABRILLO AVE EL",12
"CAHUENGA EL",18
"CALABASH CA",11
"CALAHAN ST EL",22
"CALVERT CES",16
"CAMELLIA AVE EL",28
"CANFIELD AVE EL",9
"CANOGA PARK EEC",13
"CANOGA PARK EL",20
"CANOGA PRK SH",60
"CANTARA ST EL",23
"CANTERBURY AVE EL",45
"CANYON CEL",10
"CAPISTRANO AVE EL",18
"CARDENAS EL",25
"CARLSON HOSPITAL",9
"CARNEGIE MS",50
"CAROLDALE LC",35
"CARPENTER COMM CHTR",25
"CARSON ACAD ED & EMP",33
"CARSON ACAD MED ARTS",32
"CARSON SH",103
"CARSON ST EL",44
"CARSON-GORE ACADEMY",19
"CARTHAY EL ES MAG",17
"CARVER MS",30
"CASTELAR ST EEC",3
"CASTELAR ST EL",26
"CASTLE HTS EL",26
"CASTLEBAY LN CHTR",24
"CASTRO MS",6
"CATSKILL AVE EL",31
"CDS AGGELER",1
"CDS ALONZO",4
"CDS JOHNSON",1
"CDS JOHNSTON",4
"CDS LONDON",0
"CDS TRI-C",8
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",9
"CENTURY PARK EL",11
"CHANDLER EL",17
"CHAPMAN EL",25
"CHARNOCK ROAD EL",16
"CHASE ST EEC",11
"CHASE ST EL",28
"CHATSWORTH CHS",95
