"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","29.970029970029969"
"Bell/Cudahy/Maywood Community of Schools","43.5726880944438"
"Boyle Heights Community of Schools","27.318013819701111"
"Canoga Park/Chatsworth Community of Schools","133.16600432266611"
"Carson Community of Schools",68.001305625068
"Cleveland Community of Schools","68.178719149129591"
"Downtown Community of Schools","35.536602700781806"
"Eagle Rock/Highland Park Community of Schools","63.472197389594136"
"East Los Angeles Community of Schools","38.082313188943665"
"Fairfax Community of Schools","61.688311688311686"
"Fremont Community of Schools","53.77492615155689"
"Gardena Community of Schools","90.465394194578764"
"Glassell Park/Los Feliz Community of Schools","84.350939139816575"
"H.E.E.T. (C/D) Community of Schools","75.866777937940967"
"H.E.E.T. (W) Community of Schools","45.395334149133539"
"Hamilton Community of Schools","86.630432202786423"
"Harbor City/Lomita Community of Schools","71.136404054775028"
"Historic Central Avenue Community of Schools","21.189705655725074"
"Hollywood Community of Schools","49.589929429715816"
"Huntington Park/Vernon Community of Schools","42.615654150291206"
"Kennedy/NAHS/VAAS Community of Schools","90.668951238666381"
"Kreatwn/PcoUnion Community of Schools","57.870910533439123"
"LA Mid-City Community of Schools","105.09856194406707"
"Lincoln Heights/El Sereno Community of Schools","48.346069958960776"
"MacArthur Park Community of Schools","37.817043750407507"
"Manual Arts/Vermont Square Community of Schools","49.823663309268177"
"Monroe Community of Schools","73.770351181183415"
"North Hollywood/Valley Village Community of Schools","58.088407328820722"
"Panorama City Community of Schools","37.453723044123365"
"Reseda Community of Schools","61.412856962231096"
"Rivera Community of Schools","39.727105345587617"
"San Fernando Valley/Sylmar Community of Schools","68.1097681791163"
"San Pedro Community of Schools","93.313682227667954"
"South Gate Community of Schools","25.0637291161062"
"South Mid-City Community of Schools","46.26951995373048"
"Sun Valley Community of Schools","66.029878520030323"
"Sunland/Tujunga Community of Schools","92.278531524341588"
"Taft Community of Schools","95.611916264090169"
"Van Nuys/Valley Glen Community of Schools","58.6451200151648"
"Venice Community of Schools","106.34273034960174"
"West LA Community of Schools","153.79120115889114"
"Westchester Community of Schools",78.354059245779
"Wilmington Community of Schools","64.6874574424622"
"District Wide","64.185156821349224"
