"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.0781371069695362"
"Bell/Cudahy/Maywood Community of Schools",0
"Boyle Heights Community of Schools",0
"Canoga Park/Chatsworth Community of Schools","2.9686143250484252"
"Carson Community of Schools",0
"Cleveland Community of Schools","1.9305019305019306"
"Downtown Community of Schools","1.0042681395932713"
"Eagle Rock/Highland Park Community of Schools","2.0771667445604196"
"East Los Angeles Community of Schools","0.7906200833313568"
"Fairfax Community of Schools","2.4351341150113841"
"Fremont Community of Schools","0.77936248149014109"
"Gardena Community of Schools","1.1733646230566148"
"Glassell Park/Los Feliz Community of Schools",0
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","1.3092946829542924"
"Harbor City/Lomita Community of Schools","2.8135330941830206"
"Historic Central Avenue Community of Schools","2.0113642077739224"
"Hollywood Community of Schools","1.3120604597459853"
"Huntington Park/Vernon Community of Schools","0.816046743157448"
"Kennedy/NAHS/VAAS Community of Schools","0.74860945793189149"
"Kreatwn/PcoUnion Community of Schools",0
"LA Mid-City Community of Schools","2.8746783953545196"
"Lincoln Heights/El Sereno Community of Schools","2.8500178126113291"
"MacArthur Park Community of Schools",0
"Manual Arts/Vermont Square Community of Schools","1.0729038141730594"
"Monroe Community of Schools","1.7886207945053569"
"North Hollywood/Valley Village Community of Schools",0
"Panorama City Community of Schools",0
"Reseda Community of Schools",0
"Rivera Community of Schools",0
"San Fernando Valley/Sylmar Community of Schools","0.64985280833891124"
"San Pedro Community of Schools","0.95288915993291656"
"South Gate Community of Schools","2.0445159267790696"
"South Mid-City Community of Schools","4.5939696491738511"
"Sun Valley Community of Schools",0
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","3.7675284260019741"
"Van Nuys/Valley Glen Community of Schools","1.2427223074867804"
"Venice Community of Schools","1.1797600368085133"
"West LA Community of Schools",0
"Westchester Community of Schools","2.6372003481104462"
"Wilmington Community of Schools",0
"District Wide","1.1784423302141536"
