"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","29.991002699190243"
"Bell/Cudahy/Maywood Community of Schools","40.843555567657347"
"Boyle Heights Community of Schools","26.529463783262319"
"Canoga Park/Chatsworth Community of Schools","128.22299651567943"
"Carson Community of Schools","65.264684554024655"
"Cleveland Community of Schools","67.2055217509763"
"Downtown Community of Schools","34.704147145583896"
"Eagle Rock/Highland Park Community of Schools","60.828338849628771"
"East Los Angeles Community of Schools","36.0103321953145"
"Fairfax Community of Schools","58.428279287174988"
"Fremont Community of Schools","53.7971185378975"
"Gardena Community of Schools","92.706355411593876"
"Glassell Park/Los Feliz Community of Schools","80.4552590266876"
"H.E.E.T. (C/D) Community of Schools","73.891625615763559"
"H.E.E.T. (W) Community of Schools","45.395334149133539"
"Hamilton Community of Schools","89.107499287140016"
"Harbor City/Lomita Community of Schools","71.180710027582521"
"Historic Central Avenue Community of Schools","21.183992604860766"
"Hollywood Community of Schools","49.58000019069231"
"Huntington Park/Vernon Community of Schools","40.243671485386024"
"Kennedy/NAHS/VAAS Community of Schools","86.359483841498232"
"Kreatwn/PcoUnion Community of Schools","55.08870214752568"
"LA Mid-City Community of Schools","101.1174113942683"
"Lincoln Heights/El Sereno Community of Schools","47.827951314444036"
"MacArthur Park Community of Schools","37.799791449426486"
"Manual Arts/Vermont Square Community of Schools","49.793017261579323"
"Monroe Community of Schools","72.093721838389911"
"North Hollywood/Valley Village Community of Schools","54.045333548439139"
"Panorama City Community of Schools","34.565696426771133"
"Reseda Community of Schools","64.134411273203554"
"Rivera Community of Schools","39.756871440039752"
"San Fernando Valley/Sylmar Community of Schools","65.635894165216683"
"San Pedro Community of Schools","92.520664403110786"
"South Gate Community of Schools","26.288599918077384"
"South Mid-City Community of Schools","43.373284948024342"
"Sun Valley Community of Schools","66.012542383052775"
"Sunland/Tujunga Community of Schools","92.278531524341588"
"Taft Community of Schools","94.931246763707492"
"Van Nuys/Valley Glen Community of Schools","54.507536259361075"
"Venice Community of Schools","100.20040080160321"
"West LA Community of Schools","147.714880539308"
"Westchester Community of Schools","83.320708983487364"
"Wilmington Community of Schools","65.885132679025816"
"District Wide","62.657398143995586"
