"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools",0
"Bell/Cudahy/Maywood Community of Schools","0.7180915997644659"
"Boyle Heights Community of Schools","1.7452463851584246"
"Canoga Park/Chatsworth Community of Schools","5.0548450689986355"
"Carson Community of Schools","1.8627871020621054"
"Cleveland Community of Schools","8.5090290252434535"
"Downtown Community of Schools","0.92249220494086825"
"Eagle Rock/Highland Park Community of Schools","2.9268007141393744"
"East Los Angeles Community of Schools","1.4880952380952379"
"Fairfax Community of Schools",2.3073107139973
"Fremont Community of Schools","1.5204038192543941"
"Gardena Community of Schools",0
"Glassell Park/Los Feliz Community of Schools","9.1399323645005026"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","1.2476606363069247"
"Harbor City/Lomita Community of Schools",0
"Historic Central Avenue Community of Schools","1.9823373739976806"
"Hollywood Community of Schools","1.1278789109201237"
"Huntington Park/Vernon Community of Schools",0
"Kennedy/NAHS/VAAS Community of Schools","3.678661555779545"
"Kreatwn/PcoUnion Community of Schools",0
"LA Mid-City Community of Schools","1.3687567582364937"
"Lincoln Heights/El Sereno Community of Schools",0
"MacArthur Park Community of Schools",0
"Manual Arts/Vermont Square Community of Schools","2.0727966171959209"
"Monroe Community of Schools","3.5190822233561483"
"North Hollywood/Valley Village Community of Schools","4.9790465125928387"
"Panorama City Community of Schools","4.4429963567429871"
"Reseda Community of Schools","8.4748156727591173"
"Rivera Community of Schools",0
"San Fernando Valley/Sylmar Community of Schools","1.2798525609849745"
"San Pedro Community of Schools","3.6468732620369613"
"South Gate Community of Schools","1.3012446404986371"
"South Mid-City Community of Schools",0
"Sun Valley Community of Schools","1.5365939857711397"
"Sunland/Tujunga Community of Schools",7.5947444368497
"Taft Community of Schools","14.001989756439073"
"Van Nuys/Valley Glen Community of Schools","5.4834916437680121"
"Venice Community of Schools","4.4231641104464083"
"West LA Community of Schools","4.0804668054025379"
"Westchester Community of Schools","7.761163139649196"
"Wilmington Community of Schools","2.3316001772016137"
"District Wide","2.9356249555642711"
