"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","5.9457745362295862"
"Bell/Cudahy/Maywood Community of Schools","19.272688606518155"
"Boyle Heights Community of Schools","8.8601069656550031"
"Canoga Park/Chatsworth Community of Schools","6.9469530663850838"
"Carson Community of Schools","11.633317822242903"
"Cleveland Community of Schools","12.554927809165097"
"Downtown Community of Schools","11.379800853485063"
"Eagle Rock/Highland Park Community of Schools","14.36562306400783"
"East Los Angeles Community of Schools","19.800492963997243"
"Fairfax Community of Schools","8.5338795016214366"
"Fremont Community of Schools","8.7700706721528334"
"Gardena Community of Schools","12.371505049823424"
"Glassell Park/Los Feliz Community of Schools","6.9425159677867256"
"H.E.E.T. (C/D) Community of Schools","5.5392455547554418"
"H.E.E.T. (W) Community of Schools","7.5049720439791363"
"Hamilton Community of Schools","9.8040417161975029"
"Harbor City/Lomita Community of Schools","3.7544584193730053"
"Historic Central Avenue Community of Schools","14.129349484749723"
"Hollywood Community of Schools","4.8491901852390651"
"Huntington Park/Vernon Community of Schools","13.378347537990573"
"Kennedy/NAHS/VAAS Community of Schools","7.2336393162764114"
"Kreatwn/PcoUnion Community of Schools","8.48600280980982"
"LA Mid-City Community of Schools","7.3948999839777168"
"Lincoln Heights/El Sereno Community of Schools","11.456940996753868"
"MacArthur Park Community of Schools","1.3172627280511098"
"Manual Arts/Vermont Square Community of Schools","12.792883220657554"
"Monroe Community of Schools","14.756175893616653"
"North Hollywood/Valley Village Community of Schools","10.555546533720912"
"Panorama City Community of Schools","7.0932047098879272"
"Reseda Community of Schools","21.594579760480119"
"Rivera Community of Schools","9.7585143037300046"
"San Fernando Valley/Sylmar Community of Schools","13.968092019360991"
"San Pedro Community of Schools","7.8521698162592264"
"SO Los Angeles Community of Schools","11.097424287822795"
"South Gate Community of Schools",12.041736659261
"South Mid-City Community of Schools","4.4050922866834066"
"Sun Valley Community of Schools","16.227898708406791"
"Sunland/Tujunga Community of Schools","9.9517340896651234"
"Taft Community of Schools","9.605580103149153"
"Van Nuys/Valley Glen Community of Schools","7.1348304585912272"
"Venice Community of Schools","13.448785988434043"
"West LA Community of Schools","7.7157517071100656"
"Westchester Community of Schools","5.3715789756398893"
"Wilmington Community of Schools","10.154918929897208"
"District Wide","10.785025581785776"
