"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","35.965094928921616"
"Bell/Cudahy/Maywood Community of Schools","68.96683844518094"
"Boyle Heights Community of Schools","57.283392398875719"
"Canoga Park/Chatsworth Community of Schools","58.961142704985072"
"Carson Community of Schools","38.2393283178852"
"Cleveland Community of Schools","64.7134957053771"
"Downtown Community of Schools","44.084549525511029"
"Eagle Rock/Highland Park Community of Schools","86.303177987612955"
"East Los Angeles Community of Schools","49.2789708475983"
"Fairfax Community of Schools","57.24328395681647"
"Fremont Community of Schools","30.218327415577544"
"Gardena Community of Schools","44.295191396431662"
"Glassell Park/Los Feliz Community of Schools","66.708702287286059"
"H.E.E.T. (C/D) Community of Schools","17.547861793040518"
"H.E.E.T. (W) Community of Schools","16.489858736876819"
"Hamilton Community of Schools","73.530218724964058"
"Harbor City/Lomita Community of Schools","45.927199500688907"
"Historic Central Avenue Community of Schools","39.448439096989368"
"Hollywood Community of Schools","37.519331606834008"
"Huntington Park/Vernon Community of Schools","74.180674450692109"
"Kennedy/NAHS/VAAS Community of Schools","66.397210027912621"
"Kreatwn/PcoUnion Community of Schools","47.843498600134673"
"LA Mid-City Community of Schools","33.861000592567514"
"Lincoln Heights/El Sereno Community of Schools","44.59474525251774"
"MacArthur Park Community of Schools","34.158190374981025"
"Manual Arts/Vermont Square Community of Schools","48.4292476105192"
"Monroe Community of Schools","60.877791946032666"
"North Hollywood/Valley Village Community of Schools","76.184441779246157"
"Panorama City Community of Schools","52.560646900269539"
"Reseda Community of Schools","41.856766146247537"
"Rivera Community of Schools","28.364368680064104"
"San Fernando Valley/Sylmar Community of Schools","72.994798402161109"
"San Pedro Community of Schools","40.809330645358749"
"SO Los Angeles Community of Schools","29.693643512450851"
"South Gate Community of Schools",57.955357494528
"South Mid-City Community of Schools","27.614138438880705"
"Sun Valley Community of Schools","46.865928470002309"
"Sunland/Tujunga Community of Schools","45.524902121460443"
"Taft Community of Schools","63.653723742838956"
"Van Nuys/Valley Glen Community of Schools","47.036168046394266"
"Venice Community of Schools","41.476174765518216"
"West LA Community of Schools","35.446223647948109"
"Westchester Community of Schools","20.38874541253228"
"Wilmington Community of Schools","57.308414785571017"
"District Wide","50.816130694361064"
