"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","20.002400288034561"
"Bell/Cudahy/Maywood Community of Schools","6.0260324602281861"
"Boyle Heights Community of Schools","17.809583174801059"
"Canoga Park/Chatsworth Community of Schools","9.9472794190788818"
"Carson Community of Schools","8.9841609242904763"
"Cleveland Community of Schools","17.021734066761034"
"Downtown Community of Schools","12.437501554687694"
"Eagle Rock/Highland Park Community of Schools","11.658147251367591"
"East Los Angeles Community of Schools","14.440433212996391"
"Fairfax Community of Schools","4.3087661848029821"
"Fremont Community of Schools","5.0820755196422223"
"Gardena Community of Schools","11.087089084760795"
"Glassell Park/Los Feliz Community of Schools","14.78954477781174"
"H.E.E.T. (C/D) Community of Schools","9.4270253964064175"
"H.E.E.T. (W) Community of Schools","5.6316876290595079"
"Hamilton Community of Schools","6.0702448736782042"
"Harbor City/Lomita Community of Schools","16.469872801905439"
"Historic Central Avenue Community of Schools","18.10368648226315"
"Hollywood Community of Schools","7.6825567548880267"
"Huntington Park/Vernon Community of Schools","11.741682974559685"
"Kennedy/NAHS/VAAS Community of Schools","8.09180520818008"
"Kreatwn/PcoUnion Community of Schools",12.105748368052
"LA Mid-City Community of Schools","13.439053890606102"
"Lincoln Heights/El Sereno Community of Schools","15.905924682704226"
"MacArthur Park Community of Schools","9.0991810737033667"
"Manual Arts/Vermont Square Community of Schools","12.664640324214792"
"Monroe Community of Schools","11.003986829074226"
"North Hollywood/Valley Village Community of Schools","11.378506002161915"
"Panorama City Community of Schools","10.166734444896301"
"Reseda Community of Schools","10.95110332365986"
"Rivera Community of Schools","13.765677577240748"
"San Fernando Valley/Sylmar Community of Schools","10.432904152295851"
"San Pedro Community of Schools","13.93133592804465"
"SO Los Angeles Community of Schools",8.8000088000088
"South Gate Community of Schools","7.3029126449932447"
"South Mid-City Community of Schools","2.9497654936432554"
"Sun Valley Community of Schools","12.544921889412823"
"Sunland/Tujunga Community of Schools","9.941346058256288"
"Taft Community of Schools","9.58673785434058"
"Van Nuys/Valley Glen Community of Schools","13.037114294010632"
"Venice Community of Schools","8.3873267492818346"
"West LA Community of Schools","8.81955196676009"
"Westchester Community of Schools","5.2366987850858822"
"Wilmington Community of Schools","18.265257197652915"
"District Wide","11.220740492799708"
