"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","47.322493327528441"
"Bell/Cudahy/Maywood Community of Schools","79.851284966877685"
"Boyle Heights Community of Schools","71.054199838026989"
"Canoga Park/Chatsworth Community of Schools","72.921884808786132"
"Carson Community of Schools","42.3908435777872"
"Cleveland Community of Schools","89.921255872194166"
"Downtown Community of Schools","56.462216722097608"
"Eagle Rock/Highland Park Community of Schools","106.68563300142247"
"East Los Angeles Community of Schools","58.393781711067568"
"Fairfax Community of Schools","64.29576049829214"
"Fremont Community of Schools","39.150233871133914"
"Gardena Community of Schools","62.832833760802608"
"Glassell Park/Los Feliz Community of Schools","74.052403503318644"
"H.E.E.T. (C/D) Community of Schools","19.309763718709405"
"H.E.E.T. (W) Community of Schools","14.657652210557174"
"Hamilton Community of Schools","91.103671587728442"
"Harbor City/Lomita Community of Schools","58.881025000883213"
"Historic Central Avenue Community of Schools","69.052102950408042"
"Hollywood Community of Schools","41.185030614206092"
"Huntington Park/Vernon Community of Schools","94.936474148353085"
"Kennedy/NAHS/VAAS Community of Schools","78.6771913532477"
"Kreatwn/PcoUnion Community of Schools","54.055491063120868"
"LA Mid-City Community of Schools","38.724511405578752"
"Lincoln Heights/El Sereno Community of Schools","55.267996641406356"
"MacArthur Park Community of Schools","41.75629507781855"
"Manual Arts/Vermont Square Community of Schools","64.004096262160786"
"Monroe Community of Schools","68.285780103333664"
"North Hollywood/Valley Village Community of Schools","92.803573314822913"
"Panorama City Community of Schools","60.669794531629186"
"Reseda Community of Schools","50.242840395243675"
"Rivera Community of Schools","36.879171069708725"
"San Fernando Valley/Sylmar Community of Schools","90.23766416645114"
"San Pedro Community of Schools","45.722123792650166"
"SO Los Angeles Community of Schools","33.779633951602996"
"South Gate Community of Schools","65.27011135306067"
"South Mid-City Community of Schools","35.500624548024454"
"Sun Valley Community of Schools","57.341454375083046"
"Sunland/Tujunga Community of Schools","66.021627774615823"
"Taft Community of Schools","73.38663064443854"
"Van Nuys/Valley Glen Community of Schools","54.232035638194851"
"Venice Community of Schools","46.244302041355624"
"West LA Community of Schools","44.307779559935128"
"Westchester Community of Schools","22.650569661826996"
"Wilmington Community of Schools","59.426533947407513"
"District Wide","61.681479283809274"
