"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.0298206729800521"
"Bell/Cudahy/Maywood Community of Schools","6.8101798568500191"
"Boyle Heights Community of Schools","4.7855667307400873"
"Canoga Park/Chatsworth Community of Schools","4.1842463126329372"
"Carson Community of Schools","12.727504136438844"
"Cleveland Community of Schools","9.1481264637002351"
"Downtown Community of Schools","9.9505787919997335"
"Eagle Rock/Highland Park Community of Schools","16.893543998790779"
"East Los Angeles Community of Schools","0.69119964610578122"
"Fairfax Community of Schools","18.394087923740276"
"Fremont Community of Schools","14.083358658671273"
"Gardena Community of Schools","2.2497187851518561"
"Glassell Park/Los Feliz Community of Schools","17.722989671435464"
"H.E.E.T. (C/D) Community of Schools","21.00559512670193"
"H.E.E.T. (W) Community of Schools","5.988143475917683"
"Hamilton Community of Schools","21.439291074108485"
"Harbor City/Lomita Community of Schools","21.681737599959185"
"Historic Central Avenue Community of Schools","2.9087242335511645"
"Hollywood Community of Schools","7.6180318814634242"
"Huntington Park/Vernon Community of Schools","1.5676192566349485"
"Kennedy/NAHS/VAAS Community of Schools","4.2968861898077861"
"Kreatwn/PcoUnion Community of Schools","9.3769046837638879"
"LA Mid-City Community of Schools","6.4286357149285775"
"Lincoln Heights/El Sereno Community of Schools","3.2901230506020922"
"MacArthur Park Community of Schools","7.8687492623047559"
"Manual Arts/Vermont Square Community of Schools","4.9220349661363993"
"Monroe Community of Schools","5.1875740310044014"
"North Hollywood/Valley Village Community of Schools","14.64367068011715"
"Panorama City Community of Schools","11.56620931947316"
"Reseda Community of Schools","9.9881050748653877"
"Rivera Community of Schools","15.337893800423327"
"San Fernando Valley/Sylmar Community of Schools","11.843983568031218"
"San Pedro Community of Schools","6.11583389395144"
"South Gate Community of Schools","4.3200276481769482"
"South Mid-City Community of Schools","10.210332856851133"
"Sun Valley Community of Schools","8.2986299716337744"
"Sunland/Tujunga Community of Schools","2.513762851612579"
"Taft Community of Schools","14.383522236925378"
"Van Nuys/Valley Glen Community of Schools","10.726800314652809"
"Venice Community of Schools","6.1580778586310592"
"West LA Community of Schools","39.862474463102295"
"Westchester Community of Schools","17.7430801987225"
"Wilmington Community of Schools","2.2762451060730222"
"District Wide","9.6042923399495521"
