"School name","Cases among staff and students"
"Unassigned",347
"102ND ST EEC",1
"107TH ST EL",11
"109TH ST EL",4
"10TH ST EL",6
"112TH ST EEC",2
"112TH ST EL",5
"116TH ST EL",3
"118TH ST EL",1
"122ND ST EL",5
"135TH ST EL",9
"153RD ST EL",4
"156TH ST EL",3
"15TH ST EL",5
"186TH ST EL",20
"1ST ST EL",9
"20TH ST EL",4
"232ND PL EL",4
"24TH ST EEC",0
"24TH ST EL",3
"28TH ST EEC",0
"28TH ST EL",1
"2ND ST EL",0
"32ND ST USC PA MAG",3
"36TH ST EEC",0
"37TH ST EEC",1
"3RD ST EL",22
"42ND ST EL",1
"49TH ST EL",8
"4TH ST EEC",2
"4TH ST EL",4
"4TH ST PC",1
"52ND ST EL",8
"54TH ST EL",1
"59TH ST EL",1
"61ST ST EL",4
"66TH ST EEC",0
"66TH ST EL",3
"6TH AVE EL",12
"74TH ST EL",2
"75TH ST EEC",0
"75TH ST EL",9
"7TH ST EL AI MAG",12
"92ND ST EL",4
"93RD ST EL",11
"95TH ST EEC",1
"95TH ST EL",9
"96TH ST EL",1
"97TH ST EEC",0
"99TH ST EL",11
"9TH ST EL",4
"ACAD ENRICH SCI MAG",11
"ADAMS MS",16
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",2
"ALEXANDER SCS",4
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",3
"ALLESANDRO EL",2
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",3
"AMANECER PC",0
"AMBLER AVE EL",11
"AMESTOY EL",6
"ANATOLA AVE EL",1
"ANDASOL AVE EL",8
"ANGELES MESA EL",3
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",2
"ANNANDALE EL",1
"ANTON EEC",1
"ANTON EL",2
"APPERSON ST EL",2
"ARAGON AVE EL",1
"ARLETA SH",12
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",1
"ARMINTA ST EL",5
"ARMSTRONG MS",12
"ARROYO SECO MUS/S MAG",4
"ASCOT AVE EL",6
"ATWATER AVE EL",4
"AUDUBON MS",8
"AURORA EL",0
"AVALON GARDENS EL",1
"BACA ARTS ACAD",4
"BAKEWELL PC",2
"BALA",4
"BALBOA EL G/HG/HA MAG",8
"BALDWIN HILLS EL",4
"BANCROFT MS",9
"BANDINI ST EL",2
"BANNEKER CTC",11
"BANNING SH",34
"BARRETT EL",4
"BARTON HILL EL",9
"BASSETT ST EL",5
"BEACHY AVE EL",0
"BECKFORD CES",17
"BEETHOVEN ST EL",2
"BELL SH",16
"BELLINGHAM EL",8
"BELMONT SH",2
"BELVEDERE EL",1
"BELVEDERE MS",9
"BERENDO MS",10
"BERNSTEIN SH",14
"BERNSTEIN SH STEM",9
"BERTRAND AVE EL",5
"BETHUNE MS",14
"BLYTHE ST EL",1
"BONITA ST EL",4
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",4
"BRADDOCK DR EL",8
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",2
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",16
"BREED ST EL",2
"BRENTWOOD EL SCI MAG",6
"BRIDGE ST EL",6
"BRIDGES SCHOOL",9
"BRIGHT EL",2
"BROAD AVE EL",6
"BROADACRES AV EL",11
"BROADOUS EEC",0
"BROADOUS EL",2
"BROADWAY EL",6
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",2
"BRYSON AVE EL",14
"BUCHANAN ST EL",3
"BUDLONG AVE EL",4
"BURBANK BLVD EL",4
"BURBANK MS A/T/C MAG",8
"BURKE HS",0
"BURROUGHS MS",25
"BURTON ST EL",3
"BUSHNELL WAY EL",1
"BYRD MS",10
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",2
"CAHUENGA EL",4
"CALABASH CA",5
"CALAHAN ST EL",8
"CALVERT CES",2
"CAMELLIA AVE EL",3
"CANFIELD AVE EL",2
"CANOGA PARK EEC",3
"CANOGA PARK EL",3
"CANOGA PRK SH",11
"CANTARA ST EL",3
"CANTERBURY AVE EL",8
"CANYON CEL",4
"CAPISTRANO AVE EL",3
"CARDENAS EL",2
"CARLSON HOSPITAL",1
"CARNEGIE MS",11
"CAROLDALE LC",17
"CARPENTER COMM CHTR",10
"CARSON ACAD ED & EMP",7
"CARSON ACAD MED ARTS",6
