"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.0575708318758874"
"Bell/Cudahy/Maywood Community of Schools","6.9701522591037932"
"Boyle Heights Community of Schools","5.9643925763193737"
"Canoga Park/Chatsworth Community of Schools","12.086052695189752"
"Carson Community of Schools","3.8638756604812454"
"Cleveland Community of Schools","6.8511921074266917"
"Downtown Community of Schools","4.2224826086497558"
"Eagle Rock/Highland Park Community of Schools","20.366817095263109"
"East Los Angeles Community of Schools","6.5153477159634159"
"Fairfax Community of Schools","6.2750216488246888"
"Fremont Community of Schools","7.1333460148373593"
"Gardena Community of Schools","3.56311463727493"
"Glassell Park/Los Feliz Community of Schools","3.1556691596453028"
"H.E.E.T. (C/D) Community of Schools","7.1920024932275313"
"H.E.E.T. (W) Community of Schools","8.52242462980718"
"Hamilton Community of Schools","5.3852471155270143"
"Harbor City/Lomita Community of Schools","7.2230328070150094"
"Historic Central Avenue Community of Schools","4.0787192821454061"
"Hollywood Community of Schools",8.5791498062542
"Huntington Park/Vernon Community of Schools","7.4190091501112851"
"Jefferson/South Central (West) Community of Schools",0
"Kennedy/NAHS/VAAS Community of Schools","6.0427068305247342"
"Kreatwn/PcoUnion Community of Schools","3.126889162202164"
"LA Mid-City Community of Schools","2.9577048210588583"
"Lincoln Heights/El Sereno Community of Schools","9.8784194528875382"
"MacArthur Park Community of Schools","4.6372151976999421"
"Manual Arts/Vermont Square Community of Schools","6.5626127949074133"
"Monroe Community of Schools","9.9741578637167354"
"North Hollywood/Valley Village Community of Schools","15.403310000171148"
"Panorama City Community of Schools","4.6437471944027369"
"Reseda Community of Schools","4.9421276848108642"
"Rivera Community of Schools","13.765070728172242"
"San Fernando Valley/Sylmar Community of Schools","14.473874656245476"
"San Pedro Community of Schools","7.83960174823119"
"South Gate Community of Schools","9.80296049406921"
"South Mid-City Community of Schools","7.7842819778303651"
"Sun Valley Community of Schools","8.6011416060677153"
"Sunland/Tujunga Community of Schools","5.1212454869024153"
"Taft Community of Schools","10.685473099321472"
"Van Nuys/Valley Glen Community of Schools","13.861673103943646"
"Venice Community of Schools","6.08887319312688"
"West LA Community of Schools","2.0991425002886319"
"Westchester Community of Schools","13.383655879440028"
"Wilmington Community of Schools","10.945975529663594"
"District Wide","7.9598126302622152"
