"School name","Cases among staff and students"
"Unassigned",37
"102ND ST EEC",0
"107TH ST EL",3
"109TH ST EL",2
"10TH ST EL",1
"112TH ST EEC",0
"112TH ST EL",0
"116TH ST EL",2
"118TH ST EL",1
"122ND ST EL",4
"135TH ST EL",0
"153RD ST EL",1
"156TH ST EL",0
"15TH ST EL",0
"186TH ST EL",1
"1ST ST EL",1
"20TH ST EL",1
"232ND PL EL",0
"24TH ST EEC",1
"24TH ST EL",1
"28TH ST EEC",0
"28TH ST EL",1
"2ND ST EL",3
"32ND ST USC PA MAG",1
"36TH ST EEC",0
"37TH ST EEC",1
"3RD ST EL",0
"42ND ST EL",0
"49TH ST EL",1
"4TH ST EEC",0
"4TH ST EL",1
"4TH ST PC",2
"52ND ST EL",1
"54TH ST EL",0
"59TH ST EL",0
"61ST ST EL",3
"66TH ST EEC",0
"66TH ST EL",2
"6TH AVE EL",1
"74TH ST EL",1
"75TH ST EEC",0
"75TH ST EL",0
"7TH ST EL AI MAG",0
"92ND ST EL",0
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",2
"96TH ST EL",0
"97TH ST EEC",0
"99TH ST EL",1
"9TH ST EL",0
"ACAD ENRICH SCI MAG",0
"ADAMS MS",1
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",0
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",2
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",0
"AMESTOY EL",0
"ANATOLA AVE EL",0
"ANDASOL AVE EL",1
"ANGELES MESA EL",0
"ANGELOU COMMUNITY SH",5
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",2
"ANTON EEC",0
"ANTON EL",4
"APPERSON ST EL",3
"ARAGON AVE EL",6
"ARLETA SH",2
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",1
"ARMINTA ST EL",1
"ARROYO SECO MUS/S MAG",0
"ASCOT AVE EL",1
"ATWATER AVE EL",0
"AUDUBON MS",0
"AURORA EL",0
"AVALON GARDENS EL",0
"BACA ARTS ACAD",2
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",1
"BALDWIN HILLS EL",1
"BANCROFT MS",0
"BANDINI ST EL",2
"BANNEKER CTC",0
"BANNING SH",4
"BARRETT EL",1
"BARTON HILL EL",2
"BASSETT ST EL",3
"BEACHY AVE EL",0
"BECKFORD CES",1
"BEETHOVEN ST EL",1
"BELL SH",3
"BELLINGHAM EL",0
"BELMONT SH",1
"BELVEDERE EL",2
"BELVEDERE MS",0
"BERENDO MS",7
"BERNSTEIN SH",2
"BERNSTEIN SH STEM",1
"BERTRAND AVE EL",1
"BETHUNE MS",2
"BLYTHE ST EL",0
"BONITA ST EL",2
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",1
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",1
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",5
"BRIDGE ST EL",0
"BRIDGES SCHOOL",7
"BRIGHT EL",1
"BROAD AVE EL",0
"BROADACRES AV EL",2
"BROADOUS EEC",0
"BROADOUS EL",2
"BROADWAY EL",0
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AVE EL",0
"BUCHANAN ST EL",0
"BUDLONG AVE EL",3
"BURBANK BLVD EL",1
"BURBANK MS A/T/C MAG",3
"BURKE HS",0
"BURROUGHS MS",0
"BURTON ST EL",1
"BUSHNELL WAY EL",0
"BYRD MS",0
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",1
"CAHUENGA EL",0
"CALABASH CA",1
"CALAHAN ST EL",0
"CALVERT CES",1
"CAMELLIA AVE EL",1
"CANFIELD AVE EL",1
"CANOGA PARK EEC",0
"CANOGA PARK EL",3
"CANOGA PRK SH",7
"CANTARA ST EL",1
"CANTERBURY AVE EL",1
"CANYON CEL",0
"CAPISTRANO AVE EL",1
"CARDENAS EL",0
"CARLSON HOSPITAL",0
"CARNEGIE MS",0
"CAROLDALE LC",3
"CARPENTER COMM CHTR",1
"CARSON ACAD ED & EMP",2
"CARSON ACAD MED ARTS",0
"CARSON SH",1
"CARSON ST EL",3
"CARSON-GORE ACADEMY",2
"CARTHAY EL ES MAG",0
"CARVER MS",2
"CASTELAR ST EEC",0
"CASTELAR ST EL",4
"CASTLE HTS EL",0
"CASTLEBAY LN CHTR",3
"CASTRO MS",0
"CATSKILL AVE EL",4
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",1
"CHANDLER EL",0
"CHAPMAN EL",1
"CHARNOCK ROAD EL",1
"CHASE ST EEC",0
"CHASE ST EL",3
"CHATSWORTH CHS",4
"CHATSWORTH UP/CD MAG",0
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",1
"CHAVEZ LA SJ HUM AC",1
"CHAVEZ LA TECH PREP",1
"CHEREMOYA AVE EL",1
"CHEVIOT HILLS HS",0
"CIENEGA EL",1
"CIMARRON AVE EL",0
"CITY OF ANGELS",1
"CITY TERRACE EL",4
"CLEVELAND CHS",2
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",0
"CLOVER AVE EL",0
"COCHRAN MS",0
"COEUR D ALENE AVE EL",3
"COHASSET ST EL",0
"COLDWATER CYN EL",2
"COLFAX CEL",1
"COLISEUM ST EL",0
"COLLINS EEC",1
"COLUMBUS AVE EL",1
"COLUMBUS MS",5
"COMMONWLTH AVE EL",1
"COMMUNITY EL MAG CS",0
"COMPTON AVE EL",0
"CONTRERAS LC ALC",1
"CONTRERAS LC BUS TR",0
"CONTRERAS LC GLBL ST",0
"CONTRERAS LC SOC JUS",0
"CORONA AVE EL",0
"CORTINES SCH OF VAPA",0
"COUGHLIN EL",3
"COWAN AVE EL",1
"CRENSHAW ARTS TECH",1
"CRENSHAW MAG STEMM",4
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",0
"CRESTWOOD ST STEAM MG",2
"CRUZ EEC",0
"CURTISS MS",0
"DACOTAH EEC",0
"DAHLIA HTS EL",2
"DANA MS",5
"DANUBE AVE EL",0
"DARBY AVE EL",0
"DAYTON EEC",2
"DAYTON HEIGHTS EL",0
"DBM",0
"DE LA TORRE JR EL",0
"DEARBORN EL CA",4
"DEL AMO EL",0
"DEL OLMO EL",1
"DELEVAN DRIVE EL",1
"DENA EL",0
"DENKER AVE EL",2
"DIXIE CYN CC",1
"DODSON MS",2
"DOLORES ST EEC",0
"DOLORES ST EL",2
"DOMINGUEZ EL",2
"DORRIS PLACE EL",2
"DORSEY SH",2
"DREW MS",1
"DREW MS UP PBLC SRVC",0
"DYER ST EL",0
"DYMALLY SH",0
"EAGLE ROCK EL",0
"EAGLE ROCK HS",1
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",1
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",0
"EDISON MS",1
"EINSTEIN HS",0
"EL DORADO AVE EL",0
"EL ORO WAY CES",0
"EL SERENO EEC",0
"EL SERENO EL",4
"EL SERENO MS",1
"ELA OCC CTR",0
"ELEMENTARY CDS",0
"ELIZABETH LC",2
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",0
"EMELITA ST EL",0
"EMERSON CC",0
"ENADIA WAY",2
"ENCINO CEL",0
"ERWIN EL",0
"ESCALANTE EEC",0
"ESCALANTE EL",2
"ESCUTIA PC",1
"ESHELMAN AVE EL",0
"ESPERANZA EL",1
"ESTRELLA EEC",0
"ESTRELLA EL",1
"EUCLID AVE EL",4
"EVANS CAS",0
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",1
"EVERGREEN HS",1
"FAIR AVE EEC",0
"FAIR AVE EL",1
"FAIRBURN AVE EL",0
"FAIRFAX SH",4
"FARMDALE EL",0
"FERNANGELES EL",1
"FIGUEROA ST EL",0
"FISHBURN AVE EL",1
"FLEMING MS",1
"FLETCHER DR EL",0
"FLORENCE AVE EL",3
"FLOURNOY EL",0
"FORD BLVD EL",6
"FOSHAY LC",3
"FRANKLIN AVE EL",0
"FRANKLIN HS",0
"FREMONT SH",3
"FRIEDMAN OCC CTR",0
"FRIES AVE EL",7
"FROST MS",0
"FULLBRIGHT AVE EL",8
"FULTON COLLEGE PREP",2
"GAGE MS",2
"GAL KING SCH FOR STEM",0
"GARCETTI LA",0
"GARDEN GROVE EL",4
"GARDENA EEC",0
"GARDENA EL",0
"GARDENA SH",1
"GARDNER ST EL",4
"GARFIELD SH",3
"GARVANZA EL T/L MAG",0
"GARZA PC",0
"GATES ST EEC",0
"GATES ST EL",2
"GAULT ST EL",0
"GERMAIN ACAD AA",1
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",0
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",1
"GLEN ALTA EL",0
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",0
"GLENWOOD EL",0
"GOMPERS MS",2
"GOMPERS MS UP MED MAG",0
"GRAHAM EEC",0
"GRAHAM EL",0
"GRANADA EL",1
"GRAND VW BL EL",4
"GRANT EEC",0
"GRANT EL",1
"GRANT SH",6
"GRAPE ST EL",1
"GRATTS EEC",0
"GRATTS LA FOR YS",0
"GREY HS",0
"GRIDLEY ST EL",1
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",0
"GRIFFITH MS STEAM MG",3
"GULF AVE EL",0
"HADDON AVE EEC",0
"HADDON AVE EL",0
"HALE CA",4
"HALLDALE EL",3
"HAMASAKI MED/SCI MAG",4
"HAMILTON SH",1
"HAMLIN CA",0
"HANCOCK PARK EL",2
"HARBOR CITY EL",0
"HARBOR OCC CTR",0
"HARDING ST EL",0
"HARMONY EL",2
"HARRISON ST EL",3
"HART ST EL",3
"HARTE PREP MS",2
"HARVARD EL",0
"HASKELL EL STEAM MAG",0
"HAWAIIAN AVE EEC",0
"HAWAIIAN AVE EL",0
"HAWKINS SH C/DAGS",4
"HAYNES CES",1
"HAZELTINE AVE EL",1
