"School name","Cases among staff and students"
"Unassigned",158
"102ND ST EEC",1
"107TH ST EL",5
"109TH ST EL",1
"10TH ST EL",5
"112TH ST EEC",3
"112TH ST EL",2
"116TH ST EL",2
"118TH ST EL",4
"122ND ST EL",2
"135TH ST EL",1
"153RD ST EL",1
"156TH ST EL",5
"15TH ST EL",0
"186TH ST EL",0
"1ST ST EL",0
"20TH ST EL",1
"232ND PL EL",6
"24TH ST EEC",1
"24TH ST EL",0
"28TH ST EEC",0
"28TH ST EL",0
"2ND ST EL",0
"32ND ST USC PA MAG",2
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",1
"42ND ST EL",0
"49TH ST EL",2
"4TH ST EEC",0
"4TH ST EL",1
"4TH ST PC",0
"52ND ST EL",1
"54TH ST EL",0
"59TH ST EL",0
"61ST ST EL",0
"66TH ST EEC",0
"66TH ST EL",0
"6TH AVE EL",0
"74TH ST EL",7
"75TH ST EEC",0
"75TH ST EL",3
"7TH ST EL AI MAG",0
"92ND ST EL",1
"93RD ST EL",2
"95TH ST EEC",1
"95TH ST EL",1
"96TH ST EL",2
"97TH ST EEC",0
"99TH ST EL",2
"9TH ST EL",1
"ACAD ENRICH SCI MAG",6
"ADAMS MS",5
"ADDAMS HS",1
"AGGELER HS",0
"ALBION ST EEC",1
"ALBION ST EL",0
"ALDAMA EL",4
"ALEXANDER SCS",2
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",1
"ALTA CALIFORNIA EL",6
"ALTA LOMA EL",2
"AMANECER PC",1
"AMBLER AVE EL",6
"AMESTOY EL",1
"ANATOLA AVE EL",1
"ANDASOL AVE EL",1
"ANGELES MESA EL",2
"ANGELOU COMMUNITY SH",2
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",1
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",6
"APPERSON ST EL",2
"ARAGON AVE EL",0
"ARLETA SH",3
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",0
"ARROYO SECO MUS/S MAG",0
"ASCOT AVE EL",1
"ATWATER AVE EL",2
"AUDUBON MS",3
"AURORA EL",1
"AVALON GARDENS EL",2
"BACA ARTS ACAD",2
"BAKEWELL PC",0
"BALA",2
"BALBOA EL G/HG/HA MAG",2
"BALDWIN HILLS EL",3
"BANCROFT MS",2
"BANDINI ST EL",0
"BANNEKER CTC",0
"BANNING SH",1
"BARRETT EL",4
"BARTON HILL EL",4
"BASSETT ST EL",1
"BEACHY AVE EL",2
"BECKFORD CES",3
"BEETHOVEN ST EL",1
"BELL SH",2
"BELLINGHAM EL",1
"BELMONT SH",0
"BELVEDERE EL",0
"BELVEDERE MS",1
"BERENDO MS",1
"BERNSTEIN SH",1
"BERNSTEIN SH STEM",1
"BERTRAND AVE EL",2
"BETHUNE MS",2
"BLYTHE ST EL",1
"BONITA ST EL",1
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",0
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",1
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",0
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",11
"BRIDGE ST EL",0
"BRIDGES SCHOOL",6
"BRIGHT EL",2
"BROAD AVE EL",0
"BROADACRES AV EL",1
"BROADOUS EEC",1
"BROADOUS EL",2
"BROADWAY EL",2
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",0
"BRYSON AVE EL",2
"BUCHANAN ST EL",1
"BUDLONG AVE EL",3
"BURBANK BLVD EL",5
"BURBANK MS A/T/C MAG",3
"BURKE HS",1
"BURROUGHS MS",2
"BURTON ST EL",0
"BUSHNELL WAY EL",1
"BYRD MS",2
"CABRILLO AVE EEC",1
"CABRILLO AVE EL",0
"CAHUENGA EL",1
"CALABASH CA",1
"CALAHAN ST EL",2
"CALVERT CES",0
"CAMELLIA AVE EL",1
"CANFIELD AVE EL",1
"CANOGA PARK EEC",0
"CANOGA PARK EL",4
"CANOGA PRK SH",3
"CANTARA ST EL",1
"CANTERBURY AVE EL",0
"CANYON CEL",0
"CAPISTRANO AVE EL",1
"CARDENAS EL",1
"CARLSON HOSPITAL",0
"CARNEGIE MS",1
"CAROLDALE LC",2
"CARPENTER COMM CHTR",4
"CARSON ACAD ED & EMP",0
"CARSON ACAD MED ARTS",1
"CARSON SH",1
"CARSON ST EL",2
"CARSON-GORE ACADEMY",1
"CARTHAY EL ES MAG",1
"CARVER MS",1
"CASTELAR ST EEC",0
"CASTELAR ST EL",2
"CASTLE HTS EL",1
"CASTLEBAY LN CHTR",5
"CASTRO MS",1
"CATSKILL AVE EL",4
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",2
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",1
"CENTURY PARK EL",0
"CHANDLER EL",0
"CHAPMAN EL",2
"CHARNOCK ROAD EL",1
"CHASE ST EEC",0
"CHASE ST EL",2
"CHATSWORTH CHS",4
"CHATSWORTH UP/CD MAG",1
"CHAVEZ EL",3
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",0
"CHAVEZ LA SJ HUM AC",0
"CHAVEZ LA TECH PREP",0
