"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.274535590991288"
"Bell/Cudahy/Maywood Community of Schools","9.2749321770584565"
"Boyle Heights Community of Schools","7.9227531567219609"
"Canoga Park/Chatsworth Community of Schools","12.072647154250703"
"Carson Community of Schools","9.6433875291712479"
"Cleveland Community of Schools","16.621527811726978"
"Downtown Community of Schools","10.517348366129932"
"Eagle Rock/Highland Park Community of Schools","9.6221694784784138"
"East Los Angeles Community of Schools","7.3135056070209652"
"Fairfax Community of Schools","7.5069439231288939"
"Fremont Community of Schools","21.369212504946578"
"Gardena Community of Schools","8.291873963515755"
"Glassell Park/Los Feliz Community of Schools","6.31691986987145"
"H.E.E.T. (C/D) Community of Schools","26.2254434484074"
"H.E.E.T. (W) Community of Schools","8.5084659235939757"
"Hamilton Community of Schools","8.08244089715094"
"Harbor City/Lomita Community of Schools","20.171457387796266"
"Historic Central Avenue Community of Schools","13.235054569148071"
"Hollywood Community of Schools","5.6881203606268311"
"Huntington Park/Vernon Community of Schools","7.4417681641157936"
"Kennedy/NAHS/VAAS Community of Schools","12.107178800329921"
"Kreatwn/PcoUnion Community of Schools","3.1191515907673115"
"LA Mid-City Community of Schools","7.37517516041006"
"Lincoln Heights/El Sereno Community of Schools","10.607265977194377"
"MacArthur Park Community of Schools","1.5359331561890426"
"Manual Arts/Vermont Square Community of Schools","4.3720625204940431"
"Monroe Community of Schools","8.1487785886315489"
"North Hollywood/Valley Village Community of Schools","17.088174982911827"
"Panorama City Community of Schools","9.2694155633487316"
"Reseda Community of Schools","14.86031305726174"
"Rivera Community of Schools","5.6618729475710561"
"San Fernando Valley/Sylmar Community of Schools","7.8821357960628733"
"San Pedro Community of Schools","5.8780884456374789"
"South Gate Community of Schools","10.479543930248155"
"South Mid-City Community of Schools","3.1062653371851026"
"Sun Valley Community of Schools","7.03460242771946"
"Sunland/Tujunga Community of Schools","10.236986231253519"
"Taft Community of Schools","16.007683688170321"
"Van Nuys/Valley Glen Community of Schools","18.241632437396607"
"Venice Community of Schools","7.3574494175352552"
"West LA Community of Schools","30.399597467399051"
"Westchester Community of Schools","8.0271854012254842"
"Wilmington Community of Schools","13.353403904049724"
"District Wide","10.832486192792738"
