"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","198.75070982396366"
"Bell/Cudahy/Maywood Community of Schools","187.65337054323246"
"Boyle Heights Community of Schools","157.0125529108023"
"Canoga Park/Chatsworth Community of Schools","119.0768045389276"
"Carson Community of Schools","174.48340123874078"
"Cleveland Community of Schools","165.57814368503358"
"Downtown Community of Schools","145.10195546223508"
"Eagle Rock/Highland Park Community of Schools","111.66388263490448"
"East Los Angeles Community of Schools","171.57703809010246"
"Fairfax Community of Schools","119.22992780573179"
"Fremont Community of Schools","205.979372210696"
"Gardena Community of Schools","157.74660674565345"
"Glassell Park/Los Feliz Community of Schools","131.90780338794781"
"H.E.E.T. (C/D) Community of Schools","124.91325468424705"
"H.E.E.T. (W) Community of Schools","185.84356819650935"
"Hamilton Community of Schools","140.597961930398"
"Harbor City/Lomita Community of Schools","184.97822652125322"
"Historic Central Avenue Community of Schools","182.53697105764067"
"Hollywood Community of Schools","127.71012771012771"
"Huntington Park/Vernon Community of Schools","186.54073199527744"
"Kennedy/NAHS/VAAS Community of Schools","126.80899842384295"
"Kreatwn/PcoUnion Community of Schools","175.3022779820339"
"LA Mid-City Community of Schools","171.7408274785324"
"Lincoln Heights/El Sereno Community of Schools","131.03050977645742"
"MacArthur Park Community of Schools","185.49409488223128"
"Manual Arts/Vermont Square Community of Schools","172.6855616798691"
"Monroe Community of Schools","185.8655716446942"
"North Hollywood/Valley Village Community of Schools","182.86759243385336"
"Panorama City Community of Schools","184.62958689129934"
"Reseda Community of Schools","156.52585406694212"
"Rivera Community of Schools","201.77996010434251"
"San Fernando Valley/Sylmar Community of Schools","220.6675192457183"
"San Pedro Community of Schools","145.54892109670234"
"South Gate Community of Schools","158.05683798861742"
"South Mid-City Community of Schools","195.19211012944317"
"Sun Valley Community of Schools","164.94283747077563"
"Sunland/Tujunga Community of Schools","148.41647171282671"
"Taft Community of Schools","132.49515744601183"
"Van Nuys/Valley Glen Community of Schools","193.15492336399569"
"Venice Community of Schools","129.67998326709895"
"West LA Community of Schools","96.173111600881583"
"Westchester Community of Schools","125.20121624038633"
"Wilmington Community of Schools","180.49922887987663"
"District Wide","162.15451261267282"
