"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","7.9786173056209355"
"Bell/Cudahy/Maywood Community of Schools","8.6018659432276845"
"Boyle Heights Community of Schools","4.8281578163851586"
"Canoga Park/Chatsworth Community of Schools","7.6420199943032214"
"Carson Community of Schools","9.8048828316501613"
"Cleveland Community of Schools","17.918738520808137"
"Downtown Community of Schools","4.0494683048115778"
"Eagle Rock/Highland Park Community of Schools","15.233793931573382"
"East Los Angeles Community of Schools","12.249564459930314"
"Fairfax Community of Schools","3.197339813275355"
"Fremont Community of Schools","2.9056675044674636"
"Gardena Community of Schools","9.0180473672937964"
"Glassell Park/Los Feliz Community of Schools","8.8774030636904353"
"H.E.E.T. (C/D) Community of Schools","3.6728922189778337"
"H.E.E.T. (W) Community of Schools","1.8635160821437891"
"Hamilton Community of Schools","4.8936248302523895"
"Harbor City/Lomita Community of Schools","11.24957814081972"
"Historic Central Avenue Community of Schools","11.250070312939457"
"Hollywood Community of Schools","4.8413021166172854"
"Huntington Park/Vernon Community of Schools","9.4222585153661331"
"Kennedy/NAHS/VAAS Community of Schools","5.0459178524573627"
"Kreatwn/PcoUnion Community of Schools","4.7100937308652444"
"LA Mid-City Community of Schools","13.578402932935033"
"Lincoln Heights/El Sereno Community of Schools","8.23004625285994"
"MacArthur Park Community of Schools","9.2259433527078141"
"Manual Arts/Vermont Square Community of Schools","10.805394838950502"
"Monroe Community of Schools","16.438261351052049"
"North Hollywood/Valley Village Community of Schools","17.834849295523451"
"Panorama City Community of Schools","15.577206298855783"
"Reseda Community of Schools","14.386419220256078"
"Rivera Community of Schools","7.4723895207209363"
"San Fernando Valley/Sylmar Community of Schools","9.11582568110411"
"San Pedro Community of Schools","14.798436588699218"
"SO Los Angeles Community of Schools","11.078491109510884"
"South Gate Community of Schools","10.21653034609999"
"South Mid-City Community of Schools","5.9239951423239834"
"Sun Valley Community of Schools","16.274958018006021"
"Sunland/Tujunga Community of Schools","12.398641108934461"
"Taft Community of Schools","6.6386858352573226"
"Van Nuys/Valley Glen Community of Schools","9.5055904753983445"
"Venice Community of Schools","15.502113454801005"
"West LA Community of Schools","4.8171413156576364"
"Westchester Community of Schools","2.6687304849083291"
"Wilmington Community of Schools","5.6256258508759105"
"District Wide","9.4439530831141489"
