"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.7426550394850109"
"Bell/Cudahy/Maywood Community of Schools","8.2598419193331143"
"Boyle Heights Community of Schools","6.8294607761302757"
"Canoga Park/Chatsworth Community of Schools","6.3085512412074563"
"Carson Community of Schools","14.871485578789956"
"Cleveland Community of Schools","7.5337764309989783"
"Downtown Community of Schools","3.82359463779088"
"Eagle Rock/Highland Park Community of Schools","7.5911571453875286"
"East Los Angeles Community of Schools","5.7678627505014841"
"Fairfax Community of Schools","7.9697150826857941"
"Fremont Community of Schools","8.10268806676615"
"Gardena Community of Schools","6.0928551119054388"
"Glassell Park/Los Feliz Community of Schools","9.9919156318978271"
"H.E.E.T. (C/D) Community of Schools","1.7337031900138697"
"H.E.E.T. (W) Community of Schools","5.3739364084191674"
"Hamilton Community of Schools","9.7974113062126484"
"Harbor City/Lomita Community of Schools","4.6807713911252575"
"Historic Central Avenue Community of Schools","6.2562562562562567"
"Hollywood Community of Schools","7.2742482519072169"
"Huntington Park/Vernon Community of Schools","3.6722313211953845"
"Kennedy/NAHS/VAAS Community of Schools","10.281653032766343"
"Kreatwn/PcoUnion Community of Schools","5.2926388215057552"
"LA Mid-City Community of Schools","4.81203007518797"
"Lincoln Heights/El Sereno Community of Schools","8.8883776619383976"
"MacArthur Park Community of Schools","3.7584094411245164"
"Manual Arts/Vermont Square Community of Schools","3.6170943880780571"
"Monroe Community of Schools","4.8767800247090189"
"North Hollywood/Valley Village Community of Schools","8.2187686790197247"
"Panorama City Community of Schools",0
"Reseda Community of Schools","5.8109128944157131"
"Rivera Community of Schools","3.5108661306744371"
"San Fernando Valley/Sylmar Community of Schools","7.9872204472843444"
"San Pedro Community of Schools","1.6189612744463153"
"SO Los Angeles Community of Schools","3.03391921684432"
"South Gate Community of Schools","6.1489613845225053"
"South Mid-City Community of Schools","2.6078339331351379"
"Sun Valley Community of Schools","4.173651736586927"
"Sunland/Tujunga Community of Schools","6.7897881586094515"
"Taft Community of Schools","5.8163957734190719"
"Van Nuys/Valley Glen Community of Schools","6.0493073543079321"
"Venice Community of Schools","14.0524437199629"
"West LA Community of Schools","7.079144839303412"
"Westchester Community of Schools","4.5243750706933605"
"Wilmington Community of Schools","4.2346863156111709"
"District Wide","6.3902883251191094"
