"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","5.6095736724008978"
"Bell/Cudahy/Maywood Community of Schools","9.5305868299997467"
"Boyle Heights Community of Schools","5.3174518770605124"
"Canoga Park/Chatsworth Community of Schools","8.8350929893537131"
"Carson Community of Schools","12.383594214384784"
"Cleveland Community of Schools","11.7096018735363"
"Downtown Community of Schools","4.5939696491738511"
"Eagle Rock/Highland Park Community of Schools","8.44558929099278"
"East Los Angeles Community of Schools","9.6308186195826657"
"Fairfax Community of Schools","12.965253121634021"
"Fremont Community of Schools","4.0559450013857816"
"Gardena Community of Schools","8.1261173411344068"
"Glassell Park/Los Feliz Community of Schools","6.360109393881574"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","3.5799309073334884"
"Hamilton Community of Schools","10.901796616082331"
"Harbor City/Lomita Community of Schools","5.85000585000585"
"Historic Central Avenue Community of Schools","3.5772415890107139"
"Hollywood Community of Schools","5.4546446299023614"
"Huntington Park/Vernon Community of Schools","6.6246614061947948"
"Kennedy/NAHS/VAAS Community of Schools","12.861322787048648"
"Kreatwn/PcoUnion Community of Schools","4.4086268009240479"
"LA Mid-City Community of Schools","9.6313597072066663"
"Lincoln Heights/El Sereno Community of Schools","9.4181173183480631"
"MacArthur Park Community of Schools","5.0156110895161188"
"Manual Arts/Vermont Square Community of Schools","7.236937328122738"
"Monroe Community of Schools","2.4363107758025615"
"North Hollywood/Valley Village Community of Schools","16.432380753200579"
"Panorama City Community of Schools","6.7037608098143053"
"Reseda Community of Schools","3.3236117689092737"
"Rivera Community of Schools","8.4248364177595558"
"San Fernando Valley/Sylmar Community of Schools","13.119766354073972"
"San Pedro Community of Schools","4.8582602570019677"
"SO Los Angeles Community of Schools","7.08114997875655"
"South Gate Community of Schools","9.514481600671612"
"South Mid-City Community of Schools",0
"Sun Valley Community of Schools","4.8666536889234964"
"Sunland/Tujunga Community of Schools","4.5258084225294741"
"Taft Community of Schools","9.04895484571532"
"Van Nuys/Valley Glen Community of Schools","4.9526744441998671"
"Venice Community of Schools","9.40406443664952"
"West LA Community of Schools","15.036662922242764"
"Westchester Community of Schools","2.261829367592509"
"Wilmington Community of Schools","7.4211502782931351"
"District Wide","7.781305433247641"
