"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","14.033118158854899"
"Bell/Cudahy/Maywood Community of Schools","24.507301133462676"
"Boyle Heights Community of Schools","11.199462425803562"
"Canoga Park/Chatsworth Community of Schools","78.726443027832929"
"Carson Community of Schools","41.720707075287741"
"Cleveland Community of Schools","36.412959372240579"
"Downtown Community of Schools","16.555469099216925"
"Eagle Rock/Highland Park Community of Schools","63.3295276152419"
"East Los Angeles Community of Schools","21.447943764875188"
"Fairfax Community of Schools","64.939984630870313"
"Fremont Community of Schools","19.935615345993678"
"Gardena Community of Schools","44.782803403493062"
"Glassell Park/Los Feliz Community of Schools","53.081165033274026"
"H.E.E.T. (C/D) Community of Schools","41.765543426672991"
"H.E.E.T. (W) Community of Schools","11.881658679551665"
"Hamilton Community of Schools","102.15111237810164"
"Harbor City/Lomita Community of Schools","45.7671722244117"
"Historic Central Avenue Community of Schools","25.079579434744861"
"Hollywood Community of Schools","16.206682873349539"
"Huntington Park/Vernon Community of Schools","19.537355423569867"
"Kennedy/NAHS/VAAS Community of Schools","67.132787224773423"
"Kreatwn/PcoUnion Community of Schools","24.320886028586393"
"LA Mid-City Community of Schools","60.158459943425449"
"Lincoln Heights/El Sereno Community of Schools","18.66911195427166"
"MacArthur Park Community of Schools","13.052274358807022"
"Manual Arts/Vermont Square Community of Schools","35.234702266765844"
"Monroe Community of Schools","54.099543159413322"
"North Hollywood/Valley Village Community of Schools","51.011732698520653"
"Panorama City Community of Schools","36.0059337778866"
"Reseda Community of Schools","41.583424485405125"
"Rivera Community of Schools","26.793848132468785"
"San Fernando Valley/Sylmar Community of Schools","45.270756331704419"
"San Pedro Community of Schools","28.777229363238398"
"South Gate Community of Schools","24.045872125285161"
"South Mid-City Community of Schools","26.087334599052159"
"Sun Valley Community of Schools","37.56630452749102"
"Sunland/Tujunga Community of Schools","69.9912510936133"
"Taft Community of Schools","79.081504273995847"
"Van Nuys/Valley Glen Community of Schools","46.289702321606612"
"Venice Community of Schools","80.90697745870159"
"West LA Community of Schools","85.483678581368537"
"Westchester Community of Schools","70.771408351026182"
"Wilmington Community of Schools","34.070389424551124"
"District Wide","41.168770164983634"
