"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","11.759402622346785"
"Bell/Cudahy/Maywood Community of Schools","8.7932900432900443"
"Boyle Heights Community of Schools","7.9768352703748322"
"Canoga Park/Chatsworth Community of Schools","5.416898013352653"
"Carson Community of Schools","5.4668209525024372"
"Cleveland Community of Schools","6.2972292191435768"
"Downtown Community of Schools","11.25112511251125"
"Eagle Rock/Highland Park Community of Schools","8.0017070308332432"
"East Los Angeles Community of Schools","8.1780637071162783"
"Fairfax Community of Schools","4.2624837492807055"
"Fremont Community of Schools","11.008204781964157"
"Gardena Community of Schools","6.6891123547905194"
"Glassell Park/Los Feliz Community of Schools","14.672079033599061"
"H.E.E.T. (C/D) Community of Schools","5.5550411998888993"
"H.E.E.T. (W) Community of Schools","1.9518669607479553"
"Hamilton Community of Schools","4.7374280503114861"
"Harbor City/Lomita Community of Schools","9.8318749385507811"
"Historic Central Avenue Community of Schools","8.48712314815688"
"Hollywood Community of Schools","1.9358647992024238"
"Huntington Park/Vernon Community of Schools","3.9233533685912021"
"Kennedy/NAHS/VAAS Community of Schools","4.1871078947919358"
"Kreatwn/PcoUnion Community of Schools","4.7250493767659876"
"LA Mid-City Community of Schools","2.5601638504864312"
"Lincoln Heights/El Sereno Community of Schools","6.0198765378048247"
"MacArthur Park Community of Schools","9.28418902608857"
"Manual Arts/Vermont Square Community of Schools","9.7733558772075551"
"Monroe Community of Schools","7.8282652564191775"
"North Hollywood/Valley Village Community of Schools","2.4163928088150008"
"Panorama City Community of Schools","7.0366044161729322"
"Reseda Community of Schools","6.1831447474185373"
"Rivera Community of Schools","7.5049720439791363"
"San Fernando Valley/Sylmar Community of Schools","7.8872965987550208"
"San Pedro Community of Schools","11.335792328284546"
"SO Los Angeles Community of Schools","3.2974642499917564"
"South Gate Community of Schools","11.391638537313611"
"South Mid-City Community of Schools","5.7597880398001351"
"Sun Valley Community of Schools","4.4379354724182312"
"Sunland/Tujunga Community of Schools","12.366442421844084"
"Taft Community of Schools","10.920130167951601"
"Van Nuys/Valley Glen Community of Schools","6.5045265591645824"
"Venice Community of Schools","6.1878635369827979"
"West LA Community of Schools","6.7490045218330295"
"Westchester Community of Schools","13.220168689352477"
"Wilmington Community of Schools","12.427272213749081"
"District Wide","7.3429202500117494"
