"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","22.493967526890515"
"Bell/Cudahy/Maywood Community of Schools","16.442861057824061"
"Boyle Heights Community of Schools","13.039902100427309"
"Canoga Park/Chatsworth Community of Schools","21.078147230858406"
"Carson Community of Schools","12.675877804537963"
"Cleveland Community of Schools","21.71681276158888"
"Downtown Community of Schools","9.7914422794477627"
"Eagle Rock/Highland Park Community of Schools","15.331544653123801"
"East Los Angeles Community of Schools","21.35506073872083"
"Fairfax Community of Schools","16.532919586422658"
"Fremont Community of Schools","26.620846542920066"
"Gardena Community of Schools","19.261096197137316"
"Glassell Park/Los Feliz Community of Schools","9.602048436999894"
"H.E.E.T. (C/D) Community of Schools","16.398371095137882"
"H.E.E.T. (W) Community of Schools","17.952515596247924"
"Hamilton Community of Schools","9.6824167312161116"
"Harbor City/Lomita Community of Schools","24.563279342282073"
"Historic Central Avenue Community of Schools","17.364303078588794"
"Hollywood Community of Schools","10.362694300518134"
"Huntington Park/Vernon Community of Schools","29.905548309921166"
"Jefferson/South Central (West) Community of Schools","19.033344039589355"
"Kennedy/NAHS/VAAS Community of Schools","19.994001799460161"
"Kreatwn/PcoUnion Community of Schools","20.015380239552496"
"LA Mid-City Community of Schools","21.083702298123548"
"Lincoln Heights/El Sereno Community of Schools","15.619630751929025"
"MacArthur Park Community of Schools","12.656225280809997"
"Manual Arts/Vermont Square Community of Schools","21.387484944336254"
"Monroe Community of Schools","12.832028743744386"
"North Hollywood/Valley Village Community of Schools","21.705534042959592"
"Panorama City Community of Schools","15.469100471807565"
"Reseda Community of Schools","18.071744826963045"
"Rivera Community of Schools","18.716686332750132"
"San Fernando Valley/Sylmar Community of Schools","13.842746400885934"
"San Pedro Community of Schools","14.073604953908944"
"South Gate Community of Schools","18.368457120249811"
"South Mid-City Community of Schools","26.760186476246815"
"Sun Valley Community of Schools","15.605127845009871"
"Sunland/Tujunga Community of Schools","15.4273372415921"
"Taft Community of Schools","16.731734523145565"
"Van Nuys/Valley Glen Community of Schools","17.864320485909516"
"Venice Community of Schools","12.441834424067483"
"West LA Community of Schools","6.5082980800520662"
"Westchester Community of Schools","24.883187259808125"
"Wilmington Community of Schools","9.73638731348733"
"District Wide","17.381981493217555"
