"School name","Cases among staff and students"
"Unassigned",214
"102ND ST EEC",1
"107TH ST EL",2
"109TH ST EL",2
"10TH ST EL",3
"112TH ST EEC",1
"112TH ST EL",3
"116TH ST EL",2
"118TH ST EL",4
"122ND ST EL",6
"135TH ST EL",8
"153RD ST EL",8
"156TH ST EL",3
"15TH ST EL",2
"186TH ST EL",1
"1ST ST EL",3
"20TH ST EL",4
"232ND PL EL",2
"24TH ST EEC",1
"24TH ST EL",1
"28TH ST EEC",0
"28TH ST EL",4
"2ND ST EL",1
"32ND ST USC PA MAG",14
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",4
"42ND ST EL",0
"49TH ST EL",2
"4TH ST EEC",1
"4TH ST EL",3
"4TH ST PC",1
"52ND ST EL",3
"54TH ST EL",0
"59TH ST EL",1
"61ST ST EL",1
"66TH ST EEC",1
"66TH ST EL",3
"6TH AVE EL",3
"74TH ST EL",1
"75TH ST EEC",2
"75TH ST EL",10
"7TH ST EL AI MAG",1
"92ND ST EL",3
"93RD ST EL",1
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",2
"9TH ST EL",2
"ACAD ENRICH SCI MAG",1
"ADAMS MS",4
"ADDAMS HS",2
"AE VIRTUAL ACAD",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",3
"ALDAMA EL",2
"ALEXANDER SCS",4
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",3
"ALLESANDRO EL",2
"ALTA CALIFORNIA EL",0
"ALTA LOMA EL",1
"AMANECER PC",0
"AMBLER AVE EL",4
"AMESTOY EL",10
"ANATOLA AVE EL",3
"ANDASOL AVE EL",4
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",9
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",2
"ANTON EEC",0
"ANTON EL",7
"APPERSON ST EL",2
"ARAGON AVE EL",1
"ARLETA SH",19
"ARLINGTON HTS EL",2
"ARMINTA ST EEC",1
"ARMINTA ST EL",0
"ARMSTRONG MS",15
"ARROYO SECO MUS/S MAG",2
"ASCOT AVE EL",4
"ATWATER AVE EL",3
"AUDUBON MS",4
"AUGUSTUS F HAWKINS SH - COMMUNITY HEALTH ADVOCATES SCHOOL",0
"AUGUSTUS F HAWKINS SH - RESPONSIBLE INDIGENOUS SOC ENTRPRENR",0
"AURORA EL",0
"AVALON GARDENS EL",0
"BACA ARTS ACAD",4
"BAKEWELL PC",3
"BALA",0
"BALBOA EL G/HG/HA MAG",7
"BALDWIN HILLS EL",5
"BANCROFT MS",0
"BANDINI ST EL",0
"BANNEKER CTC",2
"BANNING SH",19
"BARRETT EL",0
"BARTON HILL EL",0
"BASSETT ST EL",3
"BEACHY AVE EL",5
"BECKFORD CES",8
"BEETHOVEN ST EL",3
"BELL SH",16
"BELLINGHAM EL",8
"BELMONT SH",1
"BELVEDERE EL",13
"BELVEDERE MS",8
"BERENDO MS",1
"BERNSTEIN SH",9
"BERNSTEIN SH STEM",5
"BERTRAND AVE EL",0
"BETHUNE MS",7
"BLYTHE ST EL",9
"BONITA ST EL",2
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",2
"BRADDOCK DR EL",8
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",1
"BRAINARD EL",2
"BRAVO SH MEDICAL MAG",12
"BREED ST EL",2
"BRENTWOOD EL SCI MAG",4
"BRIDGE ST EL",2
"BRIDGES SCHOOL",5
"BRIGHT EL",2
"BROAD AVE EL",0
"BROADACRES AV EL",1
"BROADOUS EEC",1
"BROADOUS EL",6
"BROADWAY EL",4
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",7
"BRYSON AVE EL",13
"BUCHANAN ST EL",11
"BUDLONG AVE EL",3
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",12
"BURKE HS",0
"BURROUGHS MS",23
"BURTON ST EL",3
"BUSHNELL WAY EL",1
"BYRD MS",8
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",1
"CAHUENGA EL",8
"CALABASH CA",2
"CALAHAN ST EL",7
"CALVERT CES",5
"CAMELLIA AVE EL",3
"CANFIELD AVE EL",1
"CANOGA PARK EEC",0
"CANOGA PARK EL",4
"CANOGA PRK SH",11
"CANTARA ST EL",7
"CANTERBURY AVE EL",8
"CANYON CEL",0
"CAPISTRANO AVE EL",1
"CARDENAS EL",5
"CARLSON HOSPITAL",2
"CARNEGIE MS",4
"CAROLDALE LC",2
"CARPENTER COMM CHTR",13
"CARSON ACAD ED & EMP",2
"CARSON ACAD MED ARTS",2
"CARSON SH",7
"CARSON ST EL",7
"CARSON-GORE ACADEMY",7
"CARTHAY EL ES MAG",2
"CARVER MS",3
"CASTELAR ST EEC",0
"CASTELAR ST EL",10
"CASTLE HTS EL",10
"CASTLEBAY LN CHTR",3
"CASTRO MS",1
"CATSKILL AVE EL",2
"CDS AGGELER",1
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",0
