"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","6.0141934966520987"
"Bell/Cudahy/Maywood Community of Schools","7.3093100675778944"
"Boyle Heights Community of Schools","11.289867344058708"
"Canoga Park/Chatsworth Community of Schools","4.8635766742862705"
"Carson Community of Schools","8.0367188755737313"
"Cleveland Community of Schools","19.640402092595568"
"Downtown Community of Schools","5.6808498551383284"
"Eagle Rock/Highland Park Community of Schools","14.351191597377321"
"East Los Angeles Community of Schools","17.023015116437424"
"Fairfax Community of Schools",0
"Fremont Community of Schools","4.3662720041916208"
"Gardena Community of Schools","10.124531740407006"
"Glassell Park/Los Feliz Community of Schools","8.9019891000089011"
"H.E.E.T. (C/D) Community of Schools","1.8473702684228999"
"H.E.E.T. (W) Community of Schools","3.7216918811291611"
"Hamilton Community of Schools","4.9074937429454772"
"Harbor City/Lomita Community of Schools","7.5095747077523844"
"Historic Central Avenue Community of Schools","10.355377735937868"
"Hollywood Community of Schools","3.8761943523848288"
"Huntington Park/Vernon Community of Schools","8.6422953936565552"
"Kennedy/NAHS/VAAS Community of Schools","4.3386457640355189"
"Kreatwn/PcoUnion Community of Schools","5.6640643437709457"
"LA Mid-City Community of Schools","8.5704490915323959"
"Lincoln Heights/El Sereno Community of Schools","11.458691417440127"
"MacArthur Park Community of Schools","5.27050886763117"
"Manual Arts/Vermont Square Community of Schools","4.926787931340284"
"Monroe Community of Schools","19.940006588871743"
"North Hollywood/Valley Village Community of Schools","10.560948860636094"
"Panorama City Community of Schools","17.003429024853343"
"Reseda Community of Schools","13.527284532902865"
"Rivera Community of Schools","8.261111194556678"
"San Fernando Valley/Sylmar Community of Schools","12.762698885390964"
"San Pedro Community of Schools","7.8603306579096763"
"SO Los Angeles Community of Schools","12.196744577992638"
"South Gate Community of Schools","10.840761262346422"
"South Mid-City Community of Schools","2.9558688776565871"
"Sun Valley Community of Schools","19.205200177278773"
"Sunland/Tujunga Community of Schools","24.853365145640719"
"Taft Community of Schools","11.846148150890313"
"Van Nuys/Valley Glen Community of Schools","7.1378012003402347"
"Venice Community of Schools","12.433171702101205"
"West LA Community of Schools","3.8578758535550328"
"Westchester Community of Schools","13.391183244951524"
"Wilmington Community of Schools","10.169376617213365"
"District Wide","9.5825120629084548"
