"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","18.004681217116449"
"Bell/Cudahy/Maywood Community of Schools","10.028816131685042"
"Boyle Heights Community of Schools","17.815640512766528"
"Canoga Park/Chatsworth Community of Schools","6.3899124581993219"
"Carson Community of Schools","9.8355671992775324"
"Cleveland Community of Schools","18.788751800588717"
"Downtown Community of Schools","14.949296967784266"
"Eagle Rock/Highland Park Community of Schools","12.543116964565694"
"East Los Angeles Community of Schools","16.495412213478126"
"Fairfax Community of Schools","16.157873193011181"
"Fremont Community of Schools","9.4419790388065348"
"Gardena Community of Schools","8.8834601077119526"
"Glassell Park/Los Feliz Community of Schools","19.705792517710581"
"H.E.E.T. (C/D) Community of Schools","11.294542853378008"
"H.E.E.T. (W) Community of Schools","9.400970180122588"
"Hamilton Community of Schools","4.86073980459826"
"Harbor City/Lomita Community of Schools","15.223210321336598"
"Historic Central Avenue Community of Schools","18.091619771283838"
"Hollywood Community of Schools","9.6096557821298827"
"Huntington Park/Vernon Community of Schools","13.291218413810357"
"Kennedy/NAHS/VAAS Community of Schools","18.401837239429987"
"Kreatwn/PcoUnion Community of Schools","12.116015508499851"
"LA Mid-City Community of Schools","14.618280159339253"
"Lincoln Heights/El Sereno Community of Schools","20.827852319565029"
"MacArthur Park Community of Schools","9.0925622840516453"
"Manual Arts/Vermont Square Community of Schools","15.59895097054723"
"Monroe Community of Schools","15.21645405898912"
"North Hollywood/Valley Village Community of Schools","10.56154946054855"
"Panorama City Community of Schools","10.168802115110839"
"Reseda Community of Schools","18.256503879507076"
"Rivera Community of Schools","17.594186268885064"
"San Fernando Valley/Sylmar Community of Schools","7.9695440807743951"
"San Pedro Community of Schools","22.664667526761743"
"SO Los Angeles Community of Schools","13.198996876237405"
"South Gate Community of Schools","15.201449610234832"
"South Mid-City Community of Schools","2.9500700641640241"
"Sun Valley Community of Schools","15.491866769945778"
"Sunland/Tujunga Community of Schools","14.906832298136646"
"Taft Community of Schools","8.1139493542033954"
"Van Nuys/Valley Glen Community of Schools","14.82412656246294"
"Venice Community of Schools","12.568077084206115"
"West LA Community of Schools","13.710838417769247"
"Westchester Community of Schools","10.513865159679327"
"Wilmington Community of Schools","5.713371574833741"
"District Wide","13.520916329400789"
