"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools",0
"Bell/Cudahy/Maywood Community of Schools","2.8686173264486521"
"Boyle Heights Community of Schools","8.7070849550279057"
"Canoga Park/Chatsworth Community of Schools","11.545760901723925"
"Carson Community of Schools","3.7233894013720694"
"Cleveland Community of Schools","15.119157862907036"
"Downtown Community of Schools","2.7617697420507059"
"Eagle Rock/Highland Park Community of Schools","10.714772749410686"
"East Los Angeles Community of Schools","8.1696312525530086"
"Fairfax Community of Schools","11.517950726206793"
"Fremont Community of Schools","4.5590280152271534"
"Gardena Community of Schools",0
"Glassell Park/Los Feliz Community of Schools","15.224562293834053"
"H.E.E.T. (C/D) Community of Schools","4.2650288955707678"
"H.E.E.T. (W) Community of Schools","2.0647079470608882"
"Hamilton Community of Schools","16.202607373432709"
"Harbor City/Lomita Community of Schools","5.36200217161088"
"Historic Central Avenue Community of Schools","6.9362558091142406"
"Hollywood Community of Schools","3.369802080291151"
"Huntington Park/Vernon Community of Schools","0.80090341905669593"
"Kennedy/NAHS/VAAS Community of Schools","7.3539144886823262"
"Kreatwn/PcoUnion Community of Schools","2.9455081001472756"
"LA Mid-City Community of Schools","2.7341079972658919"
"Lincoln Heights/El Sereno Community of Schools","6.9222878790739246"
"MacArthur Park Community of Schools","1.4031739795417233"
"Manual Arts/Vermont Square Community of Schools","5.1771088953085043"
"Monroe Community of Schools","9.6744971460233415"
"North Hollywood/Valley Village Community of Schools","15.763317929529673"
"Panorama City Community of Schools","8.879548918914919"
"Reseda Community of Schools","15.99427969290983"
"Rivera Community of Schools","2.3337585960108287"
"San Fernando Valley/Sylmar Community of Schools","7.6753333972944446"
"San Pedro Community of Schools","10.018032458425166"
"South Gate Community of Schools","2.5991747620130607"
"South Mid-City Community of Schools","4.4890691167008336"
"Sun Valley Community of Schools","6.1447236026514478"
"Sunland/Tujunga Community of Schools","15.1894888736994"
"Taft Community of Schools","25.040691123074996"
"Van Nuys/Valley Glen Community of Schools","9.1340884179758852"
"Venice Community of Schools","14.35084504399086"
"West LA Community of Schools","19.373916590190678"
"Westchester Community of Schools","10.344470880314473"
"Wilmington Community of Schools","12.815434443227627"
"District Wide","8.26937219379421"
