"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools",0
"Bell/Cudahy/Maywood Community of Schools","9.4031359458379367"
"Boyle Heights Community of Schools","15.071438619054318"
"Canoga Park/Chatsworth Community of Schools","18.826718879433692"
"Carson Community of Schools","5.85280202897137"
"Cleveland Community of Schools","22.738507167572912"
"Downtown Community of Schools","7.6074553062000758"
"Eagle Rock/Highland Park Community of Schools","7.6628352490421454"
"East Los Angeles Community of Schools","9.8641217232620644"
"Fairfax Community of Schools","16.556502247863573"
"Fremont Community of Schools","16.921428168537425"
"Gardena Community of Schools","7.2271741748976144"
"Glassell Park/Los Feliz Community of Schools","11.734084314729476"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","17.9949164361068"
"Hamilton Community of Schools","2.7639961856852637"
"Harbor City/Lomita Community of Schools","11.575581311223972"
"Historic Central Avenue Community of Schools","7.15000715000715"
"Hollywood Community of Schools","7.4119094561140839"
"Huntington Park/Vernon Community of Schools","15.74959797078864"
"Jefferson/South Central (West) Community of Schools","11.891879035806449"
"Kennedy/NAHS/VAAS Community of Schools","11.50033350967178"
"Kreatwn/PcoUnion Community of Schools","13.698774486559396"
"LA Mid-City Community of Schools","12.068185246643536"
"Lincoln Heights/El Sereno Community of Schools","7.0238420415967528"
"MacArthur Park Community of Schools","4.7418834761167137"
"Manual Arts/Vermont Square Community of Schools","10.12054695933789"
"Monroe Community of Schools","7.3321174238605433"
"North Hollywood/Valley Village Community of Schools","13.856172925038106"
"Panorama City Community of Schools","7.7420953206775875"
"Reseda Community of Schools","18.043846547109474"
"Rivera Community of Schools","14.628675454707997"
"San Fernando Valley/Sylmar Community of Schools","10.538587697516187"
"San Pedro Community of Schools","11.026021410528847"
"South Gate Community of Schools","10.627670202138289"
"South Mid-City Community of Schools","5.63372346868354"
"Sun Valley Community of Schools","10.931948619841487"
"Sunland/Tujunga Community of Schools","12.879295244964196"
"Taft Community of Schools","8.7715800805390547"
"Van Nuys/Valley Glen Community of Schools","5.7557269483135718"
"Venice Community of Schools","11.131725417439702"
"West LA Community of Schools","3.2563743527955973"
"Westchester Community of Schools","19.357336430507161"
"Wilmington Community of Schools","7.3072707343807091"
"District Wide","10.749292737236772"
