"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","44.315526549029087"
"Bell/Cudahy/Maywood Community of Schools","38.515074935470359"
"Boyle Heights Community of Schools","33.628166326474755"
"Canoga Park/Chatsworth Community of Schools","36.651314606586176"
"Carson Community of Schools","36.262759958660453"
"Cleveland Community of Schools","32.690421706440013"
"Downtown Community of Schools","25.552890361614612"
"Eagle Rock/Highland Park Community of Schools","27.144170570465388"
"East Los Angeles Community of Schools","34.111065629690273"
"Fairfax Community of Schools","36.547350317102008"
"Fremont Community of Schools","38.39253412874789"
"Gardena Community of Schools","46.09020189756734"
"Glassell Park/Los Feliz Community of Schools","46.378985385685667"
"H.E.E.T. (C/D) Community of Schools","19.185756494378573"
"H.E.E.T. (W) Community of Schools","37.962037962037968"
"Hamilton Community of Schools","26.051534672224328"
"Harbor City/Lomita Community of Schools","39.16663508067063"
"Historic Central Avenue Community of Schools","29.026171931691742"
"Hollywood Community of Schools","24.563757121127669"
"Huntington Park/Vernon Community of Schools","43.100070527388134"
"Kennedy/NAHS/VAAS Community of Schools","35.707144285428633"
"Kreatwn/PcoUnion Community of Schools","24.260520668097417"
"LA Mid-City Community of Schools","15.340364333652925"
"Lincoln Heights/El Sereno Community of Schools","18.901447850905381"
"MacArthur Park Community of Schools","24.892568913111834"
"Manual Arts/Vermont Square Community of Schools","26.580820461324908"
"Monroe Community of Schools","32.582506623680622"
"North Hollywood/Valley Village Community of Schools","24.274790629930816"
"Panorama City Community of Schools","43.033580537345976"
"Reseda Community of Schools","32.371480725480851"
"Rivera Community of Schools","34.294859581602715"
"San Fernando Valley/Sylmar Community of Schools","40.453577963380177"
"San Pedro Community of Schools","50.971041537079273"
"South Gate Community of Schools","29.489282488895441"
"South Mid-City Community of Schools","27.601034312443709"
"Sun Valley Community of Schools","30.879074531541846"
"Sunland/Tujunga Community of Schools","32.53009033355854"
"Taft Community of Schools","34.203625584311936"
"Van Nuys/Valley Glen Community of Schools","31.902260925047411"
"Venice Community of Schools","23.687652553631938"
"West LA Community of Schools","22.977022977022976"
"Westchester Community of Schools","28.04619973993524"
"Wilmington Community of Schools","24.921553745596249"
"District Wide","32.344656400392438"
