"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","30.202355783751134"
"Bell/Cudahy/Maywood Community of Schools","31.738528547793496"
"Boyle Heights Community of Schools","24.992775525824566"
"Canoga Park/Chatsworth Community of Schools","34.524902812398587"
"Carson Community of Schools","30.819434372733866"
"Cleveland Community of Schools","28.107206325028105"
"Downtown Community of Schools","23.003047903847261"
"Eagle Rock/Highland Park Community of Schools","24.314631329402467"
"East Los Angeles Community of Schools","29.92769740377225"
"Fairfax Community of Schools","37.53471961564447"
"Fremont Community of Schools","28.79588883310198"
"Gardena Community of Schools","38.239197426726946"
"Glassell Park/Los Feliz Community of Schools","38.2049548887648"
"H.E.E.T. (C/D) Community of Schools","19.08069224751474"
"H.E.E.T. (W) Community of Schools","35.878729892961793"
"Hamilton Community of Schools","21.221660241219535"
"Harbor City/Lomita Community of Schools","35.348179568752208"
"Historic Central Avenue Community of Schools","24.17046948719932"
"Hollywood Community of Schools","17.894816154309826"
"Huntington Park/Vernon Community of Schools","39.784384239143151"
"Kennedy/NAHS/VAAS Community of Schools","29.070591905612751"
"Kreatwn/PcoUnion Community of Schools","23.306111794757054"
"LA Mid-City Community of Schools","14.02685505158057"
"Lincoln Heights/El Sereno Community of Schools","15.601043656023887"
"MacArthur Park Community of Schools","20.914212514541912"
"Manual Arts/Vermont Square Community of Schools","19.651577530386252"
"Monroe Community of Schools","30.028226532940966"
"North Hollywood/Valley Village Community of Schools","21.038151879273375"
"Panorama City Community of Schools","34.2446207408253"
"Reseda Community of Schools","30.427506465845124"
"Rivera Community of Schools","26.656714826464786"
"San Fernando Valley/Sylmar Community of Schools","35.431455673384143"
"San Pedro Community of Schools","46.485602375930789"
"South Gate Community of Schools","23.219861536299366"
"South Mid-City Community of Schools","26.161649928055461"
"Sun Valley Community of Schools","21.804511278195488"
"Sunland/Tujunga Community of Schools","32.564314521179327"
"Taft Community of Schools","34.917942834339307"
"Van Nuys/Valley Glen Community of Schools","28.91844997108155"
"Venice Community of Schools","21.391899600684543"
"West LA Community of Schools","22.866687213545031"
"Westchester Community of Schools","15.232679174388789"
"Wilmington Community of Schools","23.784983746927772"
"District Wide","27.863703375755229"
