"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.0387775489816304"
"Bell/Cudahy/Maywood Community of Schools",0
"Boyle Heights Community of Schools",0
"Canoga Park/Chatsworth Community of Schools","3.70518577801491"
"Carson Community of Schools",0
"Cleveland Community of Schools","1.9284171551990126"
"Downtown Community of Schools","0.99907086409639034"
"Eagle Rock/Highland Park Community of Schools","2.0699433870483643"
"East Los Angeles Community of Schools","1.5760938091035179"
"Fairfax Community of Schools","2.427272837603311"
"Fremont Community of Schools","0.77834337396285747"
"Gardena Community of Schools","3.5177823899813556"
"Glassell Park/Los Feliz Community of Schools",0
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","1.3051081934692388"
"Harbor City/Lomita Community of Schools","2.8063479590834466"
"Historic Central Avenue Community of Schools","2.0098078623683575"
"Hollywood Community of Schools","2.5988201356584111"
"Huntington Park/Vernon Community of Schools","2.4459047401633862"
"Kennedy/NAHS/VAAS Community of Schools","0.74802148317699679"
"Kreatwn/PcoUnion Community of Schools",0
"LA Mid-City Community of Schools","2.866602645874242"
"Lincoln Heights/El Sereno Community of Schools","2.1211157068618092"
"MacArthur Park Community of Schools","2.96107664746902"
"Manual Arts/Vermont Square Community of Schools","1.0708931248661384"
"Monroe Community of Schools","1.7870545766467707"
"North Hollywood/Valley Village Community of Schools",0
"Panorama City Community of Schools",0
"Reseda Community of Schools","0.96990388252524173"
"Rivera Community of Schools",0
"San Fernando Valley/Sylmar Community of Schools","0.64938016663095077"
"San Pedro Community of Schools","0.9502903136908325"
"South Gate Community of Schools","3.3981242354220469"
"South Mid-City Community of Schools","4.588559192413582"
"Sun Valley Community of Schools","0.77643971333845785"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","3.0102121447008976"
"Van Nuys/Valley Glen Community of Schools","1.2414263989323733"
"Venice Community of Schools",0
"West LA Community of Schools","1.0386588836494319"
"Westchester Community of Schools",0
"Wilmington Community of Schools",0
"District Wide","1.3875630606254521"
