"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","15.995201439568131"
"Bell/Cudahy/Maywood Community of Schools","30.644348501150866"
"Boyle Heights Community of Schools","16.823687752355315"
"Canoga Park/Chatsworth Community of Schools","125.34382507572856"
"Carson Community of Schools","46.243822822686681"
"Cleveland Community of Schools","41.8269274484665"
"Downtown Community of Schools","31.424436634277445"
"Eagle Rock/Highland Park Community of Schools","67.84866177442106"
"East Los Angeles Community of Schools","32.524150912060229"
"Fairfax Community of Schools","64.8515440071769"
"Fremont Community of Schools","38.335078070860916"
"Gardena Community of Schools","58.117441938440216"
"Glassell Park/Los Feliz Community of Schools","50.052997291249554"
"H.E.E.T. (C/D) Community of Schools","32.23054317944829"
"H.E.E.T. (W) Community of Schools","23.717289904340266"
"Hamilton Community of Schools","85.443713953433175"
"Harbor City/Lomita Community of Schools","36.881128308173622"
"Historic Central Avenue Community of Schools","20.244280990620151"
"Hollywood Community of Schools","37.18996443113658"
"Huntington Park/Vernon Community of Schools","26.051534672224328"
"Kennedy/NAHS/VAAS Community of Schools","77.806568587560946"
"Kreatwn/PcoUnion Community of Schools","29.909896436983587"
"LA Mid-City Community of Schools","66.588126824770782"
"Lincoln Heights/El Sereno Community of Schools","29.114160468463322"
"MacArthur Park Community of Schools","19.578411538210531"
"Manual Arts/Vermont Square Community of Schools","42.011059655704706"
"Monroe Community of Schools","45.498639333144467"
"North Hollywood/Valley Village Community of Schools","63.815178318995109"
"Panorama City Community of Schools","21.614455748004268"
"Reseda Community of Schools","42.45785831722344"
"Rivera Community of Schools","30.569120602823059"
"San Fernando Valley/Sylmar Community of Schools","50.214496491184562"
"San Pedro Community of Schools","49.700055803571431"
"South Gate Community of Schools","29.954212846078139"
"South Mid-City Community of Schools","10.122482032594393"
"Sun Valley Community of Schools","46.557731587168085"
"Sunland/Tujunga Community of Schools","54.973887403483346"
"Taft Community of Schools","101.26618643033102"
"Van Nuys/Valley Glen Community of Schools","56.957744473318861"
"Venice Community of Schools","52.189930413426111"
"West LA Community of Schools","174.60317460317461"
"Westchester Community of Schools","70.721357850070731"
"Wilmington Community of Schools","36.359091477201716"
"District Wide","49.382439173342277"
