"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","15.5300603731097"
"Bell/Cudahy/Maywood Community of Schools","3.9585408818309569"
"Boyle Heights Community of Schools","4.73847563238906"
"Canoga Park/Chatsworth Community of Schools","1.3176272169077925"
"Carson Community of Schools","5.2695368077146014"
"Cleveland Community of Schools","3.5214677477572649"
"Downtown Community of Schools","6.3295145262358377"
"Eagle Rock/Highland Park Community of Schools","10.437051532941945"
"East Los Angeles Community of Schools","6.7097432181270422"
"Fairfax Community of Schools","4.1664496640799955"
"Fremont Community of Schools","7.9574061749471925"
"Gardena Community of Schools","7.6734192756292208"
"Glassell Park/Los Feliz Community of Schools","4.7800690241967088"
"H.E.E.T. (C/D) Community of Schools","3.6852094120248386"
"H.E.E.T. (W) Community of Schools","1.9299803142007952"
"Hamilton Community of Schools","2.2939725870275853"
"Harbor City/Lomita Community of Schools","2.4386675120714041"
"Historic Central Avenue Community of Schools","5.5774522198259842"
"Hollywood Community of Schools","1.9070503652001449"
"Huntington Park/Vernon Community of Schools","3.8708378815678444"
"Kennedy/NAHS/VAAS Community of Schools","2.0169965576592084"
"Kreatwn/PcoUnion Community of Schools","3.6604225957886838"
"LA Mid-City Community of Schools","3.7956906259093843"
"Lincoln Heights/El Sereno Community of Schools","1.622946296707042"
"MacArthur Park Community of Schools","7.8716397937630376"
"Manual Arts/Vermont Square Community of Schools","3.8643982648851791"
"Monroe Community of Schools","5.1282927913297671"
"North Hollywood/Valley Village Community of Schools","3.1532312737477732"
"Panorama City Community of Schools","6.9260711168982283"
"Reseda Community of Schools","5.203003867566208"
"Rivera Community of Schools","2.2051527068249475"
"San Fernando Valley/Sylmar Community of Schools","10.740241297421148"
"San Pedro Community of Schools","5.1078175147062579"
"SO Los Angeles Community of Schools","3.2119570454277793"
"South Gate Community of Schools","7.6246781506049883"
"South Mid-City Community of Schools","4.2078687144961071"
"Sun Valley Community of Schools","2.1786967036318874"
"Sunland/Tujunga Community of Schools","4.7794293361372651"
"Taft Community of Schools","6.8565943295964891"
"Van Nuys/Valley Glen Community of Schools","2.8930162587513739"
"Venice Community of Schools","6.91897875873521"
"West LA Community of Schools","7.43418423767087"
"Westchester Community of Schools",0
"Wilmington Community of Schools","4.397295663167152"
"District Wide","4.8828756116160736"
