"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","16.317206494248186"
"Bell/Cudahy/Maywood Community of Schools","18.982824340536684"
"Boyle Heights Community of Schools","12.553351744915892"
"Canoga Park/Chatsworth Community of Schools","11.175265412553548"
"Carson Community of Schools","11.470630406729438"
"Cleveland Community of Schools","17.423963758155384"
"Downtown Community of Schools","9.1614242960972341"
"Eagle Rock/Highland Park Community of Schools","10.47800666401224"
"East Los Angeles Community of Schools","11.160714285714286"
"Fairfax Community of Schools","15.958948673565843"
"Fremont Community of Schools","15.636727545659244"
"Gardena Community of Schools","23.500105750475878"
"Glassell Park/Los Feliz Community of Schools","9.3888877297669477"
"H.E.E.T. (C/D) Community of Schools","11.586142973004288"
"H.E.E.T. (W) Community of Schools","10.547633111129864"
"Hamilton Community of Schools","11.877268228307489"
"Harbor City/Lomita Community of Schools","22.655508828568596"
"Historic Central Avenue Community of Schools","9.0728550258576366"
"Hollywood Community of Schools","9.41265060240964"
"Huntington Park/Vernon Community of Schools","22.086250899810221"
"Kennedy/NAHS/VAAS Community of Schools","14.254204990472189"
"Kreatwn/PcoUnion Community of Schools","9.2119673691644746"
"LA Mid-City Community of Schools","8.6808067363060282"
"Lincoln Heights/El Sereno Community of Schools","10.180707559175362"
"MacArthur Park Community of Schools","8.9837842693937446"
"Manual Arts/Vermont Square Community of Schools","8.6233844628170448"
"Monroe Community of Schools","20.62724769737137"
"North Hollywood/Valley Village Community of Schools","10.979915201270291"
"Panorama City Community of Schools","18.322848592194468"
"Reseda Community of Schools","15.600015600015599"
"Rivera Community of Schools","17.583401269201875"
"San Fernando Valley/Sylmar Community of Schools","20.179401387822058"
"San Pedro Community of Schools","15.3630480287289"
"South Gate Community of Schools","13.730982589114078"
"South Mid-City Community of Schools","29.189006498394605"
"Sun Valley Community of Schools","12.438584489085143"
"Sunland/Tujunga Community of Schools","15.243515154594649"
"Taft Community of Schools","18.13867013316807"
"Van Nuys/Valley Glen Community of Schools","20.549608623363039"
"Venice Community of Schools","5.9513890542052517"
"West LA Community of Schools","21.87864644107351"
"Westchester Community of Schools","10.583970576561796"
"Wilmington Community of Schools","16.806722689075631"
"District Wide","14.71771842658347"
