"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","16.089780977856439"
"Bell/Cudahy/Maywood Community of Schools","16.217640738713534"
"Boyle Heights Community of Schools","14.082303238929745"
"Canoga Park/Chatsworth Community of Schools","13.121365726992721"
"Carson Community of Schools","11.77642902436815"
"Cleveland Community of Schools",18.142893428644
"Downtown Community of Schools","13.974976571362806"
"Eagle Rock/Highland Park Community of Schools","20.15157488938538"
"East Los Angeles Community of Schools","17.057161961164255"
"Fairfax Community of Schools","16.122617883207756"
"Fremont Community of Schools","14.75035032082012"
"Gardena Community of Schools","15.685044310250177"
"Glassell Park/Los Feliz Community of Schools","17.757258279321672"
"H.E.E.T. (C/D) Community of Schools","5.7380027924946919"
"H.E.E.T. (W) Community of Schools","9.9663138591560543"
"Hamilton Community of Schools","9.46857616285951"
"Harbor City/Lomita Community of Schools","12.641106349627719"
"Historic Central Avenue Community of Schools","12.546567066226572"
"Hollywood Community of Schools","7.5510878285903065"
"Huntington Park/Vernon Community of Schools","15.64272026905479"
"Kennedy/NAHS/VAAS Community of Schools","13.545015790636828"
"Kreatwn/PcoUnion Community of Schools","22.365110427732738"
"LA Mid-City Community of Schools","20.426401123452059"
"Lincoln Heights/El Sereno Community of Schools","5.9487756338150035"
"MacArthur Park Community of Schools","18.309988098507738"
"Manual Arts/Vermont Square Community of Schools","12.772646885439183"
"Monroe Community of Schools","21.388361309309925"
"North Hollywood/Valley Village Community of Schools","19.389082330890847"
"Panorama City Community of Schools","21.486585208634743"
"Reseda Community of Schools",9.9000099000099
"Rivera Community of Schools","16.759223286178973"
"San Fernando Valley/Sylmar Community of Schools","18.6319202056964"
"San Pedro Community of Schools","14.661744920136613"
"South Gate Community of Schools","17.212444597443952"
"South Mid-City Community of Schools","15.939025980612348"
"Sun Valley Community of Schools","17.289593168355534"
"Sunland/Tujunga Community of Schools","2.5018764073054789"
"Taft Community of Schools","25.642486751381846"
"Van Nuys/Valley Glen Community of Schools","11.211886960575466"
"Venice Community of Schools","18.522139101264653"
"West LA Community of Schools","24.955828184114118"
"Westchester Community of Schools","2.5333772452055832"
"Wilmington Community of Schools","14.70887737322079"
"District Wide","15.403927722278999"
