"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","47.259872587383505"
"Bell/Cudahy/Maywood Community of Schools","68.401639082267351"
"Boyle Heights Community of Schools","57.323234253307547"
"Canoga Park/Chatsworth Community of Schools","64.064343435624849"
"Carson Community of Schools","45.726257679932822"
"Cleveland Community of Schools","59.744696606332937"
"Downtown Community of Schools","38.697893286689471"
"Eagle Rock/Highland Park Community of Schools","79.586152009550332"
"East Los Angeles Community of Schools","57.103922650141143"
"Fairfax Community of Schools","57.287583670023523"
"Fremont Community of Schools","30.934851203365714"
"Gardena Community of Schools","41.300128030396891"
"Glassell Park/Los Feliz Community of Schools","60.350582017355364"
"H.E.E.T. (C/D) Community of Schools","19.345421290515468"
"H.E.E.T. (W) Community of Schools","18.37154614932393"
"Hamilton Community of Schools","72.4717250466674"
"Harbor City/Lomita Community of Schools",44.764339313692
"Historic Central Avenue Community of Schools","50.109614782336358"
"Hollywood Community of Schools","31.147510947433997"
"Huntington Park/Vernon Community of Schools","75.7468865801766"
"Kennedy/NAHS/VAAS Community of Schools","67.0721089663801"
"Kreatwn/PcoUnion Community of Schools","48.687215622399663"
"LA Mid-City Community of Schools","37.536628484246719"
"Lincoln Heights/El Sereno Community of Schools","47.273789605077944"
"MacArthur Park Community of Schools","30.389748524830956"
"Manual Arts/Vermont Square Community of Schools","51.203277009728616"
"Monroe Community of Schools","79.872862165789712"
"North Hollywood/Valley Village Community of Schools","84.562126737487446"
"Panorama City Community of Schools","53.837249993270348"
"Reseda Community of Schools","46.0775443182199"
"Rivera Community of Schools","40.405186041071524"
"San Fernando Valley/Sylmar Community of Schools","70.72989804543964"
"San Pedro Community of Schools",46.594513291698
"SO Los Angeles Community of Schools","38.045881276285073"
"South Gate Community of Schools","58.575709104016944"
"South Mid-City Community of Schools","27.637033625057576"
"Sun Valley Community of Schools","62.306604500077007"
"Sunland/Tujunga Community of Schools","40.998542274052475"
"Taft Community of Schools","70.19048918871492"
"Van Nuys/Valley Glen Community of Schools","51.499008782519134"
"Venice Community of Schools","60.39274154737528"
"West LA Community of Schools","50.52967510305394"
"Westchester Community of Schools","24.975024975024976"
"Wilmington Community of Schools","55.21048999309869"
"District Wide","54.105461300797785"
