"School name","Cases among staff and students"
"Unassigned",412
"102ND ST EEC",0
"107TH ST EL",38
"109TH ST EL",12
"10TH ST EL",16
"112TH ST EEC",0
"112TH ST EL",22
"116TH ST EL",11
"118TH ST EL",13
"122ND ST EL",29
"135TH ST EL",24
"153RD ST EL",9
"156TH ST EL",7
"15TH ST EL",19
"186TH ST EL",10
"1ST ST EL",13
"20TH ST EL",14
"232ND PL EL",5
"24TH ST EEC",4
"24TH ST EL",19
"28TH ST EEC",2
"28TH ST EL",20
"2ND ST EL",10
"32ND ST USC PA MAG",15
"36TH ST EEC",3
"37TH ST EEC",0
"3RD ST EL",12
"42ND ST EL",6
"49TH ST EL",24
"4TH ST EEC",4
"4TH ST EL",4
"4TH ST PC",4
"52ND ST EL",26
"54TH ST EL",6
"59TH ST EL",5
"61ST ST EL",21
"66TH ST EEC",3
"66TH ST EL",28
"6TH AVE EL",8
"74TH ST EL",11
"75TH ST EEC",2
"75TH ST EL",38
"7TH ST EL AI MAG",4
"92ND ST EL",32
"93RD ST EL",26
"95TH ST EEC",4
"95TH ST EL",38
"96TH ST EL",17
"97TH ST EEC",3
"99TH ST EL",11
"9TH ST EL",2
"ACAD ENRICH SCI MAG",3
"ADAMS MS",27
"ADDAMS HS",2
"AGGELER HS",1
"ALBION ST EEC",4
"ALBION ST EL",3
"ALDAMA EL",10
"ALEXANDER SCS",21
"ALEXANDRIA AVE EEC",4
"ALEXANDRIA AVE EL",18
"ALLESANDRO EL",14
"ALTA CALIFORNIA EL",17
"ALTA LOMA EL",9
"AMANECER PC",1
"AMBLER AVE EL",18
"AMESTOY EL",26
"ANATOLA AVE EL",20
"ANDASOL AVE EL",8
"ANGELES MESA EL",4
"ANGELOU COMMUNITY SH",19
"ANGEL'S GATE HS",6
"ANN ST EL",1
"ANNALEE AVE EL",4
"ANNANDALE EL",3
"ANTON EEC",2
"ANTON EL",27
"APPERSON ST EL",8
"ARAGON AVE EL",8
"ARLETA SH",32
"ARLINGTON HTS EL",7
"ARMINTA ST EEC",2
"ARMINTA ST EL",8
"ARROYO SECO MUS/S MAG",8
"ASCOT AVE EL",21
"ATWATER AVE EL",8
"AUDUBON MS",9
