"School name","Cases among staff and students"
"Unassigned",165
"102ND STREET EARLY EDUCATION CENTER",0
"107TH STREET ELEMENTARY",0
"109TH STREET ELEMENTARY",0
"10TH STREET ELEMENTARY",1
"112TH STREET EARLY EDUCATION CENTER",0
"112TH STREET ELEMENTARY",0
"116TH STREET ELEMENTARY",1
"118TH STREET ELEMENTARY",0
"122ND STREET ELEMENTARY",0
"135TH STREET ELEMENTARY",0
"153RD STREET ELEMENTARY",1
"156TH STREET ELEMENTARY",0
"15TH STREET ELEMENTARY",0
"186TH STREET ELEMENTARY",0
"1ST STREET ELEMENTARY",0
"20TH STREET ELEMENTARY",1
"232ND PLACE ELEMENTARY",0
"24TH STREET EARLY EDUCATION CENTER",0
"24TH STREET ELEMENTARY",0
"28TH STREET EARLY EDUCATION CENTER",0
"28TH STREET ELEMENTARY",0
"2ND STREET ELEMENTARY",1
"32ND STREET USC PERFORMING ARTS MAGNET",2
"36TH STREET EARLY EDUCATION CENTER",0
"37TH STREET EDUCATION CENTER",1
"3RD STREET ELEMENTARY",0
"42ND STREET ELEMENTARY",1
"49TH STREET ELEMENTARY",0
"4TH STREET EARLY EDUCATION CENTER",0
"4TH STREET ELEMENTARY",1
"4TH STREET PRIMARY CENTER",0
"52ND STREET ELEMENTARY",1
"54TH STREET ELEMENTARY",0
"59TH STREET ELEMENTARY",0
"61ST STREET ELEMENTARY",0
"66TH STREET EARLY EDUCATION CENTER",0
"66TH STREET ELEMENTARY",1
"6TH AVENUE ELEMENTARY",1
"74TH STREET ELEMENTARY",1
"75TH STREET EARLY EDUCATION CENTER",1
"75TH STREET ELEMENTARY",0
"7TH STREET ELEMENTARY ARTS INTEGRATION MAGNET",0
"92ND STREET ELEMENTARY",1
"93RD STREET ELEMENTARY",2
"95TH STREET EARLY EDUCATION CENTER",0
"95TH STREET ELEMENTARY",1
"96TH STREET ELEMENTARY",0
"97TH STREET EARLY EDUCATION CENTER",0
"99TH STREET ELEMENTARY",0
"9TH STREET ELEMENTARY",1
"ACADEMY FOR ENRICHED SCIENCES ELEMENTARY MAGNET",0
"ADULT EDUCATION VIRTUAL ACADEMY",0
"AGGELER COMMUNITY DAY SCHOOL",0
"ALBERT EINSTEIN CONTINUATION HIGH SCHOOL",0
"ALBION STREET EARLY EDUCATION CENTER",0
"ALBION STREET ELEMENTARY",1
"ALDAMA ELEMENTARY",2
"ALEXANDER FLEMING MIDDLE SCHOOL",3
"ALEXANDER HAMILTON SENIOR HIGH",3
"ALEXANDRIA AVENUE EARLY EDUCATION CENTER",0
"ALEXANDRIA AVENUE ELEMENTARY",1
"ALFONSO B PEREZ SPECIAL EDUCATION CENTER",1
"ALFRED B NOBEL CHARTER MIDDLE SCHOOL",2
"ALLESANDRO ELEMENTARY",0
"ALTA CALIFORNIA ELEMENTARY",1
"ALTA LOMA ELEMENTARY",0
"AMANECER PRIMARY CENTER",0
"AMBLER AVENUE ELEMENTARY",1
"AMELIA EARHART CONTINUATION HIGH SCHOOL",0
"AMESTOY ELEMENTARY",0
"ANATOLA AVENUE ELEMENTARY",0
"ANDASOL AVENUE ELEMENTARY",0
"ANDRES & MARIA CARDENAS ELEMENTARY",2
"ANDREW CARNEGIE MIDDLE SCHOOL",0
"ANGELES MESA ELEMENTARY",0
"ANGEL'S GATE CONTINUATION HIGH",0
"ANN STREET ELEMENTARY",0
"ANNALEE AVENUE ELEMENTARY",0
"ANNANDALE ELEMENTARY",0
"APPERSON STREET ELEMENTARY",0
"ARAGON AVENUE ELEMENTARY",0
"ARLETA SENIOR HIGH",1
"ARLINGTON HEIGHTS ELEMENTARY",0
"ARMINTA STREET EARLY EDUCATION CENTER",0
"ARMINTA STREET ELEMENTARY",0
"ARROYO SECO MUSEUM SCIENCE MAGNET",2
"ASCOT AVENUE ELEMENTARY",1
"ATWATER AVENUE ELEMENTARY",1
"AUDUBON MIDDLE SCHOOL",0
"AUGUSTUS F HAWKINS SH - COMMUNITY HEALTH ADVOCATES SCHOOL",0
"AUGUSTUS F HAWKINS SH - RESPONSIBLE INDIGENOUS SOC ENTRPRENR",0
"AUGUSTUS F HAWKINS SH CRITICAL DESIGN/GAMING MAGNET",1
"AURORA ELEMENTARY",0
"AVALON GARDENS ELEMENTARY",0
"BALBOA ELEMENTARY GIFTED/HIGHLY GIFTED/HIGH ABILITY MAGNET",0
"BALDWIN HILLS ELEMENTARY",0
"BANDINI STREET ELEMENTARY",0
"BARACK OBAMA GLOBAL PREPARATION ACADEMY",0
"BARTON HILL ELEMENTARY",0
"BASSETT STREET ELEMENTARY",0
"BEACHY AVENUE ELEMENTARY",1
"BECKFORD CHARTER FOR ENRICHED STUDIES",0
"BEETHOVEN STREET ELEMENTARY",0
"BELL SENIOR HIGH",0
"BELLINGHAM ELEMENTARY",1
"BELMONT SENIOR HIGH",0
"BELVEDERE ELEMENTARY",0
"BELVEDERE MIDDLE SCHOOL",1
"BENJAMIN BANNEKER CAREER AND TRANSITION CENTER",0
"BENJAMIN FRANKLIN HIGH SCHOOL",3
"BERENDO MIDDLE SCHOOL",3
"BERENECE CARLSON HOME HOSPITAL SCHOOL",1
"BERTRAND AVENUE ELEMENTARY",0
"BETTY PLASENCIA ELEMENTARY",0
"BILL CRUZ EARLY EDUCATION CENTER",0
"BIRDIELEE V BRIGHT ELEMENTARY",0
"BLYTHE STREET ELEMENTARY",0
"BONITA STREET ELEMENTARY",0
"BOYLE HEIGHTS CONTINUATION HIGH",0
"BOYLE HEIGHTS HS STEM MAGNET",0
"BOYS ACADEMIC LEADERSHIP ACADEMY",0
"BRADDOCK DRIVE ELEMENTARY",0
"BRAINARD ELEMENTARY",0
"BREED STREET ELEMENTARY",0
"BRENTWOOD ELEMENTARY SCIENCE MAGNET",0
"BRET HARTE PREPARATORY MIDDLE SCHOOL",0
"BRIDGE STREET ELEMENTARY",2
"BROAD AVENUE ELEMENTARY",0
"BROADACRES AVENUE ELEMENTARY",0
"BROADWAY ELEMENTARY",0
"BROCKTON AVENUE ELEMENTARY",0
"BROOKLYN AVENUE EARLY EDUCATION CENTER",1
"BROOKLYN AVENUE ELEMENTARY",0
"BRYSON AVENUE ELEMENTARY",0
"BUCHANAN STREET ELEMENTARY",0
"BUDLONG AVENUE ELEMENTARY",0
"BURBANK BOULEVARD ELEMENTARY",0
"BURTON STREET ELEMENTARY",0
"BUSHNELL WAY ELEMENTARY",0
"CABRILLO AVENUE EARLY EDUCATION CENTER",0
"CABRILLO AVENUE ELEMENTARY",1
"CAHUENGA ELEMENTARY",0
"CAL BURKE HIGH SCHOOL",0
"CALABASH CHARTER ACADEMY",0
"CALAHAN STREET ELEMENTARY",0
"CALVERT STATE PRESCHOOL",2
"CAMELLIA AVENUE ELEMENTARY",1
"CANFIELD AVENUE ELEMENTARY",0
"CANOGA PARK EARLY EDUCATION CENTER",0
"CANOGA PARK ELEMENTARY",0
"CANOGA PARK SENIOR HIGH",1
"CANTARA STREET ELEMENTARY",0
"CANTERBURY AVENUE ELEMENTARY",1
"CANYON CHARTER ELEMENTARY",0
"CAPISTRANO STATE PRESCHOOL",0
"CARLOS SANTANA ARTS ACADEMY",0
"CARMEN LOMAS GARZA PRIMARY CENTER",0
"CAROLDALE LEARNING COMMUNITY",0
"CARPENTER COMMUNITY CHARTER",1
"CARSON SENIOR HIGH",0
"CARSON SENIOR HIGH - ACADEMY OF EDUCATION AND EMPOWERMENT",0
"CARSON SENIOR HIGH - ACADEMY OF MEDICAL ARTS",0
"CARSON STREET ELEMENTARY",0
"CARSON-GORE ACADEMY OF ENVIRONMENTAL STUDIES",0
"CARTHAY ELEMENTARY OF ENVIRONMENTAL STUDIES MAGNET",0
"CASTELAR STREET EARLY EDUCATION CENTER",1
"CASTELAR STREET ELEMENTARY",1
"CASTLE HEIGHTS ELEMENTARY",0
"CASTLEBAY LANE CHARTER",1
"CATCH PREP CHARTER HIGH INC",0
"CATSKILL AVENUE ELEMENTARY",0
"CDS WEST HOLLYWOOD",0
"CENTRAL CONTINUATION HIGH",2
"CENTURY PARK ELEMENTARY",0
"CESAR CHAVEZ ELEMENTARY SCHOOL",2
"CESAR E CHAVEZ LEARNING ACADEMY - ACADEMY OF SCI EXPLORATION",3
"CESAR E CHAVEZ LEARNING ACADEMY - ARTS/THEATRE/ENTERTAIN MAG",5
"CESAR E CHAVEZ LEARNING ACADEMY - SOCIAL JST HUMANITAS ACAD",5
"CESAR E CHAVEZ LEARNING ACADEMY - TECHNOLOGY PREPARATORY ACA",0
"CHANDLER ELEMENTARY",1
"CHAPMAN ELEMENTARY",0
"CHARLES DREW MIDDLE SCHOOL",0
"CHARLES DREW MS UNIVERSITY PATHWAYS PUBLIC SERVICE ACADEMY",0
"CHARLES H KIM ELEMENTARY SCHOOL",0
"CHARLES LEROY LOWMAN SPECIAL ED & CAREER TRANSITION CENTER",0
"CHARLES MACLAY MIDDLE SCHOOL",0
"CHARLES W BARRETT ELEMENTARY",0
"CHARLES WHITE ELEMENTARY SCHOOL",0
"CHARNOCK ROAD ELEMENTARY",0
"CHASE STREET EARLY ED CENTER",0
"CHASE STREET ELEMENTARY",1
"CHATSWORTH CHARTER HIGH SCHOOL",3
"CHATSWORTH PARK ELEMENTARY UP/CD MAGNET",0
"CHEREMOYA AVENUE ELEMENTARY",0
"CHESTER W NIMITZ MIDDLE SCHOOL",0
"CHEVIOT HILLS CONTINUATION HIGH",0
"CHRISTA MCAULIFFE EARLY EDUCATION CENTER",0
"CHRISTOPHER COLUMBUS MIDDLE SCHOOL",0
"CHRISTOPHER DENA ELEMENTARY",0
"CIENEGA ELEMENTARY",0
"CIMARRON AVENUE ELEMENTARY",1
"CITY OF ANGELS VIRTUAL ACADEMY 3",0
"CITY TERRACE ELEMENTARY",1
"CLEVELAND EARLY EDUCATION CENTER",0
"CLEVELAND INFANT CENTER",0
"CLIFFORD STREET MATH & TECHNOLOGY MAGNET",0
"CLOVER AVENUE ELEMENTARY",0
"COEUR D ALENE AVENUE ELEMENTARY",0
"COHASSET STREET ELEMENTARY",0
"COLDWATER CANYON ELEMENTARY",2
"COLFAX CHARTER ELEMENTARY",0
"COLISEUM STREET ELEMENTARY",0
"COLUMBUS AVENUE ELEMENTARY",1
"COMMONWEALTH AVENUE ELEMENTARY",3
"COMMUNITY ELEMENTARY MAGNET CHARTER SCHOOL",0
"COMPTON AVENUE ELEMENTARY",0
"CORONA AVENUE ELEMENTARY",0
"COWAN AVENUE ELEMENTARY",0
"CRENSHAW MAGNETS: SCIENCE TECH ENGINEER MATH & MEDICINE",0
"CRESCENT HEIGHTS BOULEVARD EARLY EDUCATION CENTER",0
"CRESCENT HEIGHTS BOULEVARD ELEMENTARY LANG ARTS/SOC JSTC MAG",0
"CRESTWOOD STREET ELEMENTARY STEAM MAGNET",0
"CTC - WEST",0
"DACOTAH EARLY EDUCATION CENTER",0
"DAHLIA HEIGHTS ELEMENTARY",1
"DAN M ISAACS AVALON HIGH SCHOOL",0
"DANIEL PEARL SENIOR HIGH JOURNALISM & COMMUNICATIONS MAGNET",0
"DANIEL WEBSTER MIDDLE SCHOOL",0
"DANNY J BAKEWELL SR PRIMARY CENTER",0
"DANUBE AVENUE ELEMENTARY",0
"DARBY AVENUE ELEMENTARY",2
"DAVID STARR JORDAN SENIOR HIGH",1
"DAYTON EARLY EDUCATION CENTER",0
"DAYTON HEIGHTS ELEMENTARY",0
"DEARBORN ELEMENTARY CHARTER ACADEMY",0
"DEL AMO ELEMENTARY",1
"DELEVAN DRIVE ELEMENTARY",0
"DENKER AVENUE ELEMENTARY",0
"DIANE S LEICHMAN CAREER PREPARATORY AND TRANSITION CENTER",1
"DIANE WATSON AC2T",0
"DIEGO RIVERA LEARNING COMPLEX COMMUNICATION & TECHNOLOGY",1
"DIEGO RIVERA LEARNING COMPLEX GREEN DESIGN STEAM ACADEMY",1
"DIEGO RIVERA LEARNING COMPLEX PERFORMING ARTS",0
"DIEGO RIVERA LEARNING COMPLEX PUBLIC SERVICE COMMUNITY",2
"DIXIE CANYON COMMUNITY CHARTER",0
"DOLORES HUERTA ELEMENTARY SCHOOL",0
"DOLORES STREET EARLY EDUCATION CENTER",0
"DOLORES STREET ELEMENTARY",0
"DOMINGUEZ ELEMENTARY",0
"DOROTHY V JOHNSON COMMUNITY DAY SCHOOL",0
"DORRIS PLACE ELEMENTARY",1
"DOWNTOWN BUSINESS MAGNET",1
"DR JAMES EDWARD JONES PRIMARY CENTER",0
"DR JULIAN NAVA LEARNING ACADEMY",0
"DR LAWRENCE H MOORE MATH SCIENCE TECHNOLOGY ACADEMY",0
"DR MAYA ANGELOU COMMUNITY SENIOR HIGH",1
"DR OWEN LLOYD KNOX ELEMENTARY SCHOOL",1
"DR RICHARD A VLADOVIC HARBOR TEACHER PREPARATION ACADEMY",4
"DR SAMMY LEE ELEMENTARY MEDICAL AND HEALTH SCIENCE MAGNET",0
"DR THEODORE T ALEXANDER JR SCIENCE CENTER SCHOOL",0
"DUKE ELLINGTON CONTINUATION HIGH",0
"DYER STREET ELEMENTARY",1
"E MANFRED EVANS COMMUNITY ADULT SCHOOL",0
"EAGLE ROCK ELEMENTARY",4
"EAGLE ROCK HIGH SCHOOL",1
"EAGLE TREE CONTINUATION HIGH",0
"EARLY COLLEGE ACADEMY - LA TRADE TECH COLLEGE",1
"EAST VALLEY SENIOR HIGH",1
"EAST VALLEY SKILLS CENTER",0
"EASTMAN AVENUE EARLY EDUCATION CENTER",0
"EASTMAN AVENUE ELEMENTARY",0
"EASTSIDE LEARNING CENTER AC2T",1
"EDWARD R ROYBAL LEARNING CENTER",2
"EDWIN MARKHAM MIDDLE SCHOOL",0
"EL DORADO AVENUE ELEMENTARY",0
"EL ORO WAY CHARTER FOR ENRICHED STUDIES",1
"EL SERENO EARLY EDUCATION CENTER",0
"EL SERENO ELEMENTARY",2
"EL SERENO MIDDLE SCHOOL",1
"ELEMENTARY COMMUNITY DAY SCHOOL",0
"ELIZABETH LEARNING CENTER",1
"ELLEN OCHOA LEARNING CENTER",0
"ELYSIAN HEIGHTS ELEMENTARY ARTS MAGNET",0
"EMELITA STREET ELEMENTARY",1
"EMERSON COMMUNITY CHARTER",2
"ENADIA WAY TECHNOLOGY CHARTER",1
"ENCINO CHARTER ELEMENTARY",0
