"School name","Cases among staff and students"
"Unassigned",1444
"102ND ST EEC",4
"107TH ST EL",127
"109TH ST EL",55
"10TH ST EL",32
"112TH ST EEC",3
"112TH ST EL",28
"116TH ST EL",53
"118TH ST EL",74
"122ND ST EL",55
"135TH ST EL",39
"153RD ST EL",43
"156TH ST EL",27
"15TH ST EL",67
"186TH ST EL",72
"1ST ST EL",37
"20TH ST EL",73
"232ND PL EL",33
"24TH ST EEC",2
"24TH ST EL",20
"28TH ST EEC",5
"28TH ST EL",60
"2ND ST EL",36
"32ND ST USC PA MAG",49
"36TH ST EEC",4
"37TH ST EEC",3
"3RD ST EL",35
"42ND ST EL",16
"49TH ST EL",59
"4TH ST EEC",4
"4TH ST EL",37
"4TH ST PC",19
"52ND ST EL",93
"54TH ST EL",29
"59TH ST EL",39
"61ST ST EL",81
"66TH ST EEC",2
"66TH ST EL",98
"6TH AVE EL",38
"74TH ST EL",39
"75TH ST EEC",8
"75TH ST EL",109
"7TH ST EL AI MAG",24
"92ND ST EL",92
"93RD ST EL",107
"95TH ST EEC",8
"95TH ST EL",106
"96TH ST EL",40
"97TH ST EEC",4
"99TH ST EL",103
"9TH ST EL",32
"ACAD ENRICH SCI MAG",36
"ADAMS MS",63
"ADDAMS HS",8
"AGGELER HS",6
"ALBION ST EEC",5
"ALBION ST EL",18
"ALDAMA EL",13
"ALEXANDER SCS",42
"ALEXANDRIA AVE EEC",10
"ALEXANDRIA AVE EL",60
"ALLESANDRO EL",29
"ALTA CALIFORNIA EL",63
"ALTA LOMA EL",40
"AMANECER PC",16
"AMBLER AVE EL",31
"AMESTOY EL",76
"ANATOLA AVE EL",23
"ANDASOL AVE EL",31
"ANGELES MESA EL",34
"ANGELOU COMMUNITY SH",126
"ANGEL'S GATE HS",3
"ANN ST EL",5
"ANNALEE AVE EL",16
"ANNANDALE EL",5
"ANTON EEC",9
"ANTON EL",44
"APPERSON ST EL",27
"ARAGON AVE EL",19
"ARLETA SH",100
"ARLINGTON HTS EL",45
"ARMINTA ST EEC",3
"ARMINTA ST EL",29
"ARROYO SECO MUS/S MAG",21
"ASCOT AVE EL",72
"ATWATER AVE EL",18
"AUDUBON MS",29
"AURORA EL",58
"AVALON GARDENS EL",23
"BACA ARTS ACAD",77
"BAKEWELL PC",17
"BALA",6
"BALBOA EL G/HG/HA MAG",21
"BALDWIN HILLS EL",41
"BANCROFT MS",26
"BANDINI ST EL",26
"BANNEKER CTC",15
"BANNING SH",177
"BARRETT EL",86
"BARTON HILL EL",43
"BASSETT ST EL",67
"BEACHY AVE EL",54
"BECKFORD CES",28
"BEETHOVEN ST EL",20
"BELL SH",142
"BELLINGHAM EL",51
"BELMONT SH",59
"BELVEDERE EL",66
"BELVEDERE MS",37
"BERENDO MS",64
"BERNSTEIN SH",97
"BERNSTEIN SH STEM",70
"BERTRAND AVE EL",20
"BETHUNE MS",79
"BLYTHE ST EL",31
"BONITA ST EL",42
"BOYLE HEIGHTS HS",3
"BOYLE HTS STEM MAG",5
"BRADDOCK DR EL",39
"BRADLEY EEC",5
"BRADLEY GLBL AWR MAG",14
"BRAINARD EL",9
"BRAVO SH MEDICAL MAG",97
"BREED ST EL",30
"BRENTWOOD EL SCI MAG",30
"BRIDGE ST EL",21
"BRIDGES SCHOOL",129
"BRIGHT EL",33
"BROAD AVE EL",50
"BROADACRES AV EL",36
"BROADOUS EEC",2
"BROADOUS EL",56
"BROADWAY EL",17
"BROCKTON AVE EL",24
"BROOKLYN AVE EEC",3
"BROOKLYN AVE EL",37
"BRYSON AVE EL",76
"BUCHANAN ST EL",25
"BUDLONG AVE EL",113
"BURBANK BLVD EL",46
"BURBANK MS A/T/C MAG",49
"BURKE HS",13
"BURROUGHS MS",72
"BURTON ST EL",32
"BUSHNELL WAY EL",18
"BYRD MS",63
"CABRILLO AVE EEC",8
"CABRILLO AVE EL",27
"CAHUENGA EL",31
"CALABASH CA",19
"CALAHAN ST EL",25
"CALVERT CES",14
"CAMELLIA AVE EL",42
"CANFIELD AVE EL",12
"CANOGA PARK EEC",1
"CANOGA PARK EL",52
"CANOGA PRK SH",87
"CANTARA ST EL",25
"CANTERBURY AVE EL",59
"CANYON CEL",10
"CAPISTRANO AVE EL",44
"CARDENAS EL",59
"CARLSON HOSPITAL",6
"CARNEGIE MS",46
"CAROLDALE LC",52
"CARPENTER COMM CHTR",21
"CARSON ACAD ED & EMP",34
"CARSON ACAD MED ARTS",26
"CARSON SH",93
"CARSON ST EL",45
"CARSON-GORE ACADEMY",45
"CARTHAY EL ES MAG",21
"CARVER MS",65
"CASTELAR ST EEC",10
"CASTELAR ST EL",52
"CASTLE HTS EL",29
"CASTLEBAY LN CHTR",39
"CASTRO MS",42
"CATSKILL AVE EL",22
"CDS AGGELER",0
"CDS ALONZO",4
"CDS JOHNSON",2
"CDS JOHNSTON",6
"CDS LONDON",5
"CDS TRI-C",14
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",22
"CENTURY PARK EL",30
"CHANDLER EL",24
"CHAPMAN EL",21
"CHARNOCK ROAD EL",17
"CHASE ST EEC",18
"CHASE ST EL",66
"CHATSWORTH CHS",109
"CHATSWORTH UP/CD MAG",17
"CHAVEZ EL",16
"CHAVEZ LA ARTES MAG",19
"CHAVEZ LA ASE",25
"CHAVEZ LA SJ HUM AC",25
"CHAVEZ LA TECH PREP",23
"CHEREMOYA AVE EL",33
"CHEVIOT HILLS HS",2
"CIENEGA EL",47
"CIMARRON AVE EL",37
"CITY OF ANGELS",131
"CITY TERRACE EL",34
"CLEVELAND CHS",200
"CLEVELAND EEC",3
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",8
"CLINTON MS",63
"CLOVER AVE EL",19
"COCHRAN MS",55
"COEUR D ALENE AVE EL",20
"COHASSET ST EL",67
"COLDWATER CYN EL",66
"COLFAX CEL",31
"COLISEUM ST EL",23
"COLLINS EEC",4
"COLUMBUS AVE EL",56
"COLUMBUS MS",65
"COMMONWLTH AVE EL",29
"COMMUNITY EL MAG CS",13
"COMPTON AVE EL",47
"CONTRERAS LC ALC",45
"CONTRERAS LC BUS TR",38
"CONTRERAS LC GLBL ST",45
"CONTRERAS LC SOC JUS",61
"CORONA AVE EL",65
"CORTINES SCH OF VAPA",109
"COUGHLIN EL",45
"COWAN AVE EL",20
"CRENSHAW ARTS TECH",18
"CRENSHAW MAG STEMM",32
"CRESCENT HTS BL EEC",5
"CRESCENT HTS BL EL MG",25
"CRESTWOOD ST STEAM MG",22
"CRUZ EEC",2
"CURTISS MS",25
"DACOTAH EEC",3
"DAHLIA HTS EL",19
"DANA MS",71
"DANUBE AVE EL",17
"DARBY AVE EL",19
"DAYTON EEC",7
"DAYTON HEIGHTS EL",25
"DBM",79
"DE LA TORRE JR EL",105
"DEARBORN EL CA",39
"DEL AMO EL",39
"DEL OLMO EL",59
"DELEVAN DRIVE EL",32
"DENA EL",59
"DENKER AVE EL",78
"DIXIE CYN CC",39
"DODSON MS",62
"DOLORES ST EEC",7
"DOLORES ST EL",51
"DOMINGUEZ EL",30
"DORRIS PLACE EL",16
"DORSEY SH",37
"DREW MS",66
"DREW MS UP PBLC SRVC",34
"DYER ST EL",28
"DYMALLY SH",50
"EAGLE ROCK EL",33
"EAGLE ROCK HS",68
"EAGLE TREE CONTN HS",3
"EARHART HS",8
"EARLY COLLEGE ACAD",21
"EAST VALLEY SH",53
"EASTMAN AVE EEC",5
"EASTMAN AVE EL",59
"EDISON MS",94
"EINSTEIN HS",5
"EL DORADO AVE EL",41
"EL ORO WAY CES",19
"EL SERENO EEC",6
"EL SERENO EL",18
"EL SERENO MS",82
"ELA OCC CTR",32
"ELEMENTARY CDS",0
"ELIZABETH LC",136
"ELLINGTON HS",3
"ELYSIAN HTS ARTS MAG",29
"EMELITA ST EL",10
"EMERSON CC",17
"ENADIA WAY",10
"ENCINO CEL",28
"ERWIN EL",77
"ESCALANTE EEC",7
"ESCALANTE EL",49
"ESCUTIA PC",21
"ESHELMAN AVE EL",39
"ESPERANZA EL",81
"ESTRELLA EEC",10
"ESTRELLA EL",81
"EUCLID AVE EL",81
"EVANS CAS",31
"EVERGREEN AVE EEC",9
"EVERGREEN AVE EL",67
"EVERGREEN HS",3
"FAIR AVE EEC",0
"FAIR AVE EL",72
"FAIRBURN AVE EL",15
"FAIRFAX SH",74
"FARMDALE EL",38
"FERNANGELES EL",38
"FIGUEROA ST EL",56
"FISHBURN AVE EL",47
"FLEMING MS",82
"FLETCHER DR EL",15
"FLORENCE AVE EL",68
"FLOURNOY EL",67
"FORD BLVD EL",93
"FOSHAY LC",141
"FRANKLIN AVE EL",15
"FRANKLIN HS",132
"FREMONT SH",221
"FRIEDMAN OCC CTR",21
"FRIES AVE EL",48
"FROST MS",53
"FULLBRIGHT AVE EL",40
"FULTON COLLEGE PREP",128
"GAGE MS",95
"GAL KING SCH FOR STEM",20
"GARCETTI LA",69
"GARDEN GROVE EL",24
"GARDENA EEC",11
"GARDENA EL",79
"GARDENA SH",102
"GARDNER ST EL",26
"GARFIELD SH",100
"GARVANZA EL T/L MAG",18
"GARZA PC",23
"GATES ST EEC",10
"GATES ST EL",55
"GAULT ST EL",25
"GERMAIN ACAD AA",48
"GLASSELL PARK EEC",2
"GLASSELL PK STEAM MAG",24
"GLEDHILL ST EEC",7
"GLEDHILL ST EL",33
"GLEN ALTA EL",11
"GLENFELIZ BLVD EEC",2
"GLENFELIZ BLVD EL",16
"GLENWOOD EL",19
"GOMPERS MS",36
"GOMPERS MS UP MED MAG",18
"GRAHAM EEC",2
"GRAHAM EL",77
"GRANADA EL",53
"GRAND VW BL EL",41
"GRANT EEC",2
"GRANT EL",35
"GRANT SH",184
"GRAPE ST EL",47
"GRATTS EEC",5
"GRATTS LA FOR YS",31
"GREY HS",2
"GRIDLEY ST EL",27
"GRIFFIN AVE EL",20
"GRIFFITH JOYNER EL",42
"GRIFFITH MS STEAM MG",62
"GULF AVE EL",57
"HADDON AVE EEC",7
"HADDON AVE EL",82
"HALE CA",74
"HALLDALE EL",50
"HAMASAKI MED/SCI MAG",34
"HAMILTON SH",81
"HAMLIN CA",22
"HANCOCK PARK EL",19
"HARBOR CITY EL",54
"HARBOR OCC CTR",22
"HARDING ST EL",30
"HARMONY EL",42
"HARRISON ST EL",37
"HART ST EL",108
"HARTE PREP MS",32
"HARVARD EL",21
"HASKELL EL STEAM MAG",30
"HAWAIIAN AVE EEC",12
"HAWAIIAN AVE EL",52
"HAWKINS SH C/DAGS",130
"HAYNES CES",21
"HAZELTINE AVE EL",46
"HELIOTROPE AVE EL",58
"HENRY MS",48
"HERRICK AVE EL",29
"HESBY OAKS LEAD CHTR",8
"HIGHLAND PARK HS",6
"HILLCREST DR EL",69
"HILLSIDE EL",16
"HOBART BLVD EEC",7
"HOBART BLVD EL",43
"HOLLENBECK MS",72
"HOLLYWOOD EL",20
"HOLLYWOOD SH",64
"HOLMES AVE EEC",2
"HOLMES AVE EL",39
"HOLMES MS",70
"HOOPER AVE EEC",8
"HOOPER AVE EL",99
"HOOPER AVE PC",20
"HOOVER ST EL",53
"HOPE HS",7
"HOPE ST EL",41
"HUBBARD ST EL",75
"HUERTA EL",52
"HUGHES EL",79
"HUMPHREYS AVE EL",49
"HUNTINGTON DR EL",38
"HUNTNGTN PK EL",40
"HUNTNGTN PK SH",100
"HYDE PARK EEC",6
