"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.7402053372730166"
"Bell/Cudahy/Maywood Community of Schools","9.5271969716216542"
"Boyle Heights Community of Schools","8.348449085844825"
"Canoga Park/Chatsworth Community of Schools","5.68045544629445"
"Carson Community of Schools","15.687699192496325"
"Cleveland Community of Schools","8.3615535766545417"
"Downtown Community of Schools","5.3516001284384034"
"Eagle Rock/Highland Park Community of Schools","14.339699035022607"
"East Los Angeles Community of Schools","5.7688979481952964"
"Fairfax Community of Schools","9.964228419972299"
"Fremont Community of Schools","7.4323822136336917"
"Gardena Community of Schools","6.0945880058508042"
"Glassell Park/Los Feliz Community of Schools","8.17312494891797"
"H.E.E.T. (C/D) Community of Schools","1.7320216156297632"
"H.E.E.T. (W) Community of Schools","3.5812770834079433"
"Hamilton Community of Schools","8.7074829931972779"
"Harbor City/Lomita Community of Schools","4.6800046800046795"
"Historic Central Avenue Community of Schools","6.2550822543316444"
"Hollywood Community of Schools","7.2700836059614682"
"Huntington Park/Vernon Community of Schools","3.6724201248622843"
"Kennedy/NAHS/VAAS Community of Schools","8.3553464576544609"
"Kreatwn/PcoUnion Community of Schools","5.2916585821882771"
"LA Mid-City Community of Schools","6.008965376341501"
"Lincoln Heights/El Sereno Community of Schools","10.979358805445761"
"MacArthur Park Community of Schools","3.758079871724207"
"Manual Arts/Vermont Square Community of Schools","2.7119624664394641"
"Monroe Community of Schools","7.3114261342865268"
"North Hollywood/Valley Village Community of Schools","8.2226391681679214"
"Panorama City Community of Schools","4.02150162870816"
"Reseda Community of Schools","7.471607890017931"
"Rivera Community of Schools","3.5131109299907251"
"San Fernando Valley/Sylmar Community of Schools","7.9856258734278294"
"San Pedro Community of Schools","2.4278916189181317"
"SO Los Angeles Community of Schools","2.0239022859976319"
"South Gate Community of Schools","7.8280950330737014"
"South Mid-City Community of Schools","2.6056934401667644"
"Sun Valley Community of Schools","6.9510092865484063"
"Sunland/Tujunga Community of Schools","9.0702947845804989"
"Taft Community of Schools","6.4600317833563734"
"Van Nuys/Valley Glen Community of Schools","6.05070490712168"
"Venice Community of Schools","14.044154822762765"
"West LA Community of Schools","7.0808992742078241"
"Westchester Community of Schools","2.2589681033703806"
"Wilmington Community of Schools","4.2359419675950436"
"District Wide","6.9563450268972167"
