"School name","Cases among staff and students"
"Unassigned",1381
"102ND ST EEC",3
"107TH ST EL",136
"109TH ST EL",30
"10TH ST EL",37
"112TH ST EEC",4
"112TH ST EL",41
"116TH ST EL",36
"118TH ST EL",72
"122ND ST EL",45
"135TH ST EL",61
"153RD ST EL",43
"156TH ST EL",23
"15TH ST EL",67
"186TH ST EL",66
"1ST ST EL",28
"20TH ST EL",49
"232ND PL EL",36
"24TH ST EEC",6
"24TH ST EL",54
"28TH ST EEC",8
"28TH ST EL",90
"2ND ST EL",18
"32ND ST USC PA MAG",41
"36TH ST EEC",5
"37TH ST EEC",6
"3RD ST EL",27
"42ND ST EL",21
"49TH ST EL",62
"4TH ST EEC",4
"4TH ST EL",34
"4TH ST PC",17
"52ND ST EL",91
"54TH ST EL",30
"59TH ST EL",34
"61ST ST EL",77
"66TH ST EEC",10
"66TH ST EL",117
"6TH AVE EL",39
"74TH ST EL",40
"75TH ST EEC",8
"75TH ST EL",102
"7TH ST EL AI MAG",23
"92ND ST EL",63
"93RD ST EL",133
"95TH ST EEC",7
"95TH ST EL",103
"96TH ST EL",60
"97TH ST EEC",4
"99TH ST EL",64
"9TH ST EL",20
"ACAD ENRICH SCI MAG",33
"ADAMS MS",95
"ADDAMS HS",8
"AGGELER HS",5
"ALBION ST EEC",4
"ALBION ST EL",11
"ALDAMA EL",14
"ALEXANDER SCS",66
"ALEXANDRIA AVE EEC",9
"ALEXANDRIA AVE EL",46
"ALLESANDRO EL",26
"ALTA CALIFORNIA EL",58
"ALTA LOMA EL",27
"AMANECER PC",14
"AMBLER AVE EL",26
"AMESTOY EL",68
"ANATOLA AVE EL",34
"ANDASOL AVE EL",30
"ANGELES MESA EL",24
"ANGELOU COMMUNITY SH",114
"ANGEL'S GATE HS",4
"ANN ST EL",4
"ANNALEE AVE EL",13
"ANNANDALE EL",5
"ANTON EEC",8
"ANTON EL",31
"APPERSON ST EL",25
"ARAGON AVE EL",21
"ARLETA SH",95
"ARLINGTON HTS EL",43
"ARMINTA ST EEC",2
"ARMINTA ST EL",34
"ARROYO SECO MUS/S MAG",31
"ASCOT AVE EL",67
"ATWATER AVE EL",14
"AUDUBON MS",22
"AURORA EL",47
"AVALON GARDENS EL",16
"BACA ARTS ACAD",55
"BAKEWELL PC",14
"BALA",6
"BALBOA EL G/HG/HA MAG",21
"BALDWIN HILLS EL",31
"BANCROFT MS",22
"BANDINI ST EL",16
"BANNEKER CTC",14
"BANNING SH",211
"BARRETT EL",67
"BARTON HILL EL",35
"BASSETT ST EL",64
"BEACHY AVE EL",33
"BECKFORD CES",31
"BEETHOVEN ST EL",21
"BELL SH",137
"BELLINGHAM EL",52
"BELMONT SH",76
"BELVEDERE EL",48
"BELVEDERE MS",59
"BERENDO MS",70
"BERNSTEIN SH",92
"BERNSTEIN SH STEM",68
"BERTRAND AVE EL",28
"BETHUNE MS",68
"BLYTHE ST EL",33
"BONITA ST EL",41
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",9
"BRADDOCK DR EL",30
"BRADLEY EEC",4
"BRADLEY GLBL AWR MAG",19
"BRAINARD EL",2
"BRAVO SH MEDICAL MAG",152
"BREED ST EL",20
"BRENTWOOD EL SCI MAG",30
"BRIDGE ST EL",16
"BRIDGES SCHOOL",122
"BRIGHT EL",43
"BROAD AVE EL",45
"BROADACRES AV EL",21
"BROADOUS EEC",4
"BROADOUS EL",41
"BROADWAY EL",13
"BROCKTON AVE EL",18
"BROOKLYN AVE EEC",3
"BROOKLYN AVE EL",26
"BRYSON AVE EL",59
"BUCHANAN ST EL",17
"BUDLONG AVE EL",79
"BURBANK BLVD EL",45
"BURBANK MS A/T/C MAG",48
"BURKE HS",11
"BURROUGHS MS",91
"BURTON ST EL",34
"BUSHNELL WAY EL",16
"BYRD MS",57
"CABRILLO AVE EEC",8
"CABRILLO AVE EL",24
"CAHUENGA EL",25
"CALABASH CA",20
"CALAHAN ST EL",42
"CALVERT CES",17
"CAMELLIA AVE EL",33
"CANFIELD AVE EL",9
"CANOGA PARK EEC",10
"CANOGA PARK EL",59
"CANOGA PRK SH",83
"CANTARA ST EL",22
"CANTERBURY AVE EL",61
