"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.214295928581643"
"Bell/Cudahy/Maywood Community of Schools","11.752630630489458"
"Boyle Heights Community of Schools","12.046136703574691"
"Canoga Park/Chatsworth Community of Schools","13.564533267017838"
"Carson Community of Schools","10.728671887953652"
"Cleveland Community of Schools","8.8976767177459219"
"Downtown Community of Schools","7.608612949859241"
"Eagle Rock/Highland Park Community of Schools","8.7581971251217929"
"East Los Angeles Community of Schools","14.797885546576344"
"Fairfax Community of Schools","7.6366968740454126"
"Fremont Community of Schools","13.695209093618839"
"Gardena Community of Schools","4.81486831335163"
"Glassell Park/Los Feliz Community of Schools","12.815173165027392"
"H.E.E.T. (C/D) Community of Schools","10.934339292548247"
"H.E.E.T. (W) Community of Schools","15.723270440251572"
"Hamilton Community of Schools","5.5344171566931859"
"Harbor City/Lomita Community of Schools","13.013302486986698"
"Historic Central Avenue Community of Schools","13.266253711999838"
"Hollywood Community of Schools","10.375596596804316"
"Huntington Park/Vernon Community of Schools","11.641443538998837"
"Jefferson/South Central (West) Community of Schools","8.3187754762498951"
"Kennedy/NAHS/VAAS Community of Schools","9.2180766483073313"
"Kreatwn/PcoUnion Community of Schools","11.580166333298241"
"LA Mid-City Community of Schools","9.0434992313025653"
"Lincoln Heights/El Sereno Community of Schools","16.402405686167306"
"MacArthur Park Community of Schools","1.5804529578177107"
"Manual Arts/Vermont Square Community of Schools","8.9995837692506715"
"Monroe Community of Schools","10.075197611262238"
"North Hollywood/Valley Village Community of Schools","6.9222116466210952"
"Panorama City Community of Schools","4.6432440798637984"
"Reseda Community of Schools","13.063751105394326"
"Rivera Community of Schools","14.62534735199961"
"San Fernando Valley/Sylmar Community of Schools","7.9013906447534765"
"San Pedro Community of Schools","10.037036665294938"
"South Gate Community of Schools","10.625562269336752"
"South Mid-City Community of Schools","11.24859392575928"
"Sun Valley Community of Schools","7.0299867992470109"
"Sunland/Tujunga Community of Schools","12.865376698229724"
"Taft Community of Schools","10.364677180169981"
"Van Nuys/Valley Glen Community of Schools","5.7534088947701516"
"Venice Community of Schools","12.465719272001994"
"West LA Community of Schools","4.3401835897658474"
"Westchester Community of Schools","24.9217733226262"
"Wilmington Community of Schools","8.52006475249212"
"District Wide","10.296389965952471"
