"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","388.89226468979768"
"Bell/Cudahy/Maywood Community of Schools","317.55256221332058"
"Boyle Heights Community of Schools","283.50198697201853"
"Canoga Park/Chatsworth Community of Schools","230.63088479035159"
"Carson Community of Schools","220.07647657561003"
"Cleveland Community of Schools","258.69874531108525"
"Downtown Community of Schools","230.14959723820485"
"Eagle Rock/Highland Park Community of Schools","204.55765563968234"
"East Los Angeles Community of Schools","281.79185635695524"
"Fairfax Community of Schools","198.780811025709"
"Fremont Community of Schools","352.25254258883132"
"Gardena Community of Schools","265.24595016108282"
"Glassell Park/Los Feliz Community of Schools","255.53150553150553"
"H.E.E.T. (C/D) Community of Schools","257.61784003542249"
"H.E.E.T. (W) Community of Schools","375.72606523416874"
"Hamilton Community of Schools","244.86332505000306"
"Harbor City/Lomita Community of Schools","212.02327084680024"
"Historic Central Avenue Community of Schools","327.87847942684886"
"Hollywood Community of Schools","223.04082353534844"
"Huntington Park/Vernon Community of Schools","362.41653317261176"
"Kennedy/NAHS/VAAS Community of Schools","212.69053527118041"
"Kreatwn/PcoUnion Community of Schools","300.320341697811"
"LA Mid-City Community of Schools","311.53057468846947"
"Lincoln Heights/El Sereno Community of Schools","199.92876101618964"
"MacArthur Park Community of Schools","400.26954177897579"
"Manual Arts/Vermont Square Community of Schools","335.84882756388208"
"Monroe Community of Schools","307.73231622746187"
"North Hollywood/Valley Village Community of Schools","250.39687085740471"
"Panorama City Community of Schools","328.84206850391411"
"Reseda Community of Schools","239.87206823027719"
"Rivera Community of Schools","359.62635822481656"
"San Fernando Valley/Sylmar Community of Schools","332.10866948570418"
"San Pedro Community of Schools","203.5002035002035"
"South Gate Community of Schools","315.83202789428469"
"South Mid-City Community of Schools","405.76897631544125"
"Sun Valley Community of Schools","282.8178668102239"
"Sunland/Tujunga Community of Schools","372.3645146681427"
"Taft Community of Schools","206.72507011304828"
"Van Nuys/Valley Glen Community of Schools","296.87088510617923"
"Venice Community of Schools","209.89601091033072"
"West LA Community of Schools","174.41274322008266"
"Westchester Community of Schools","202.79810037222435"
"Wilmington Community of Schools","235.88146383914258"
"District Wide","274.86537913395836"
