"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","15.169327619553263"
"Bell/Cudahy/Maywood Community of Schools","25.813279641711681"
"Boyle Heights Community of Schools","19.274804746227922"
"Canoga Park/Chatsworth Community of Schools","19.803118671785665"
"Carson Community of Schools","25.318805965110688"
"Cleveland Community of Schools","23.10911783082414"
"Downtown Community of Schools","18.635565977668382"
"Eagle Rock/Highland Park Community of Schools","29.7938267191038"
"East Los Angeles Community of Schools","27.548209366391184"
"Fairfax Community of Schools","32.437582994597115"
"Fremont Community of Schools","17.602782647880979"
"Gardena Community of Schools","23.308047633173711"
"Glassell Park/Los Feliz Community of Schools","25.995970624553195"
"H.E.E.T. (C/D) Community of Schools","12.605571662674903"
"H.E.E.T. (W) Community of Schools","13.022528975126971"
"Hamilton Community of Schools","17.80567333266562"
"Harbor City/Lomita Community of Schools","23.653802940167704"
"Historic Central Avenue Community of Schools","24.40766219795518"
"Hollywood Community of Schools","15.759710762955409"
"Huntington Park/Vernon Community of Schools","28.578949347572667"
"Kennedy/NAHS/VAAS Community of Schools","35.138406278061922"
"Kreatwn/PcoUnion Community of Schools","12.514861397910019"
"LA Mid-City Community of Schools","9.8352594049668056"
"Lincoln Heights/El Sereno Community of Schools","18.751171948246764"
"MacArthur Park Community of Schools","12.84571017508703"
"Manual Arts/Vermont Square Community of Schools","23.249974425028135"
"Monroe Community of Schools","29.195375452528317"
"North Hollywood/Valley Village Community of Schools","32.875874460032875"
"Panorama City Community of Schools","39.235317197245415"
"Reseda Community of Schools","32.902784925462541"
"Rivera Community of Schools","22.985863693828296"
"San Fernando Valley/Sylmar Community of Schools","35.478730210429582"
"San Pedro Community of Schools","28.13614584453952"
"SO Los Angeles Community of Schools","22.907122032486463"
"South Gate Community of Schools","23.39114559561844"
"South Mid-City Community of Schools","7.9586152009550331"
"Sun Valley Community of Schools","48.097666555853415"
"Sunland/Tujunga Community of Schools","34.65723989741457"
"Taft Community of Schools","33.0871648270203"
"Van Nuys/Valley Glen Community of Schools","29.096280711963608"
"Venice Community of Schools","38.237993270113186"
"West LA Community of Schools","27.626771232510471"
"Westchester Community of Schools","21.0255811237005"
"Wilmington Community of Schools","31.1025311025311"
"District Wide","25.588342405926443"
