"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","7.9964815481188278"
"Bell/Cudahy/Maywood Community of Schools","19.742933391427481"
"Boyle Heights Community of Schools","20.072098979534491"
"Canoga Park/Chatsworth Community of Schools","123.36901973904317"
"Carson Community of Schools","36.253557380317943"
"Cleveland Community of Schools","35.468732947724547"
"Downtown Community of Schools","20.651258074641905"
"Eagle Rock/Highland Park Community of Schools","47.359908497082451"
"East Los Angeles Community of Schools","22.832787883400563"
"Fairfax Community of Schools","55.157198014340871"
"Fremont Community of Schools","29.482435838849003"
"Gardena Community of Schools","56.999798824239448"
"Glassell Park/Los Feliz Community of Schools","60.8989470375609"
"H.E.E.T. (C/D) Community of Schools","28.457598178713717"
"H.E.E.T. (W) Community of Schools","21.72582014971065"
"Hamilton Community of Schools","75.95627766766755"
"Harbor City/Lomita Community of Schools","31.777102690885055"
"Historic Central Avenue Community of Schools","17.358097552508244"
"Hollywood Community of Schools","33.382294031245827"
"Huntington Park/Vernon Community of Schools","26.81874472498955"
"Kennedy/NAHS/VAAS Community of Schools","74.2597233825304"
"Kreatwn/PcoUnion Community of Schools","27.086349413907438"
"LA Mid-City Community of Schools","53.787539220080681"
"Lincoln Heights/El Sereno Community of Schools","30.756218522932606"
"MacArthur Park Community of Schools","19.56411159369253"
"Manual Arts/Vermont Square Community of Schools","33.208962512941731"
"Monroe Community of Schools","48.0942647589275"
"North Hollywood/Valley Village Community of Schools","46.830465640164391"
"Panorama City Community of Schools","17.293308930552953"
"Reseda Community of Schools","33.4179318816102"
"Rivera Community of Schools","30.551142612733717"
"San Fernando Valley/Sylmar Community of Schools","40.88358090612882"
"San Pedro Community of Schools","54.934993590917415"
"South Gate Community of Schools","20.168067226890759"
"South Mid-City Community of Schools","20.242914979757085"
"Sun Valley Community of Schools","44.251438171740581"
"Sunland/Tujunga Community of Schools","54.935450845256824"
"Taft Community of Schools","61.111510532748582"
"Van Nuys/Valley Glen Community of Schools","48.026183163561761"
"Venice Community of Schools","60.376586164551782"
"West LA Community of Schools","169.59574721307575"
"Westchester Community of Schools","70.771408351026182"
"Wilmington Community of Schools","39.77408320738207"
"District Wide","43.77338668655085"
