"School name","Cases among staff and students"
"Unassigned",250
"102ND ST EEC",1
"107TH ST EL",12
"109TH ST EL",4
"10TH ST EL",4
"112TH ST EEC",0
"112TH ST EL",14
"116TH ST EL",9
"118TH ST EL",4
"122ND ST EL",5
"135TH ST EL",10
"153RD ST EL",9
"156TH ST EL",3
"15TH ST EL",7
"186TH ST EL",1
"1ST ST EL",11
"20TH ST EL",5
"232ND PL EL",8
"24TH ST EEC",1
"24TH ST EL",11
"28TH ST EEC",3
"28TH ST EL",5
"2ND ST EL",5
"32ND ST USC PA MAG",11
"36TH ST EEC",2
"37TH ST EEC",0
"3RD ST EL",7
"42ND ST EL",4
"49TH ST EL",9
"4TH ST EEC",2
"4TH ST EL",2
"4TH ST PC",3
"52ND ST EL",13
"54TH ST EL",2
"59TH ST EL",3
"61ST ST EL",10
"66TH ST EEC",4
"66TH ST EL",14
"6TH AVE EL",3
"74TH ST EL",6
"75TH ST EEC",0
"75TH ST EL",12
"7TH ST EL AI MAG",3
"92ND ST EL",6
"93RD ST EL",12
"95TH ST EEC",5
"95TH ST EL",23
"96TH ST EL",10
"97TH ST EEC",2
"99TH ST EL",10
"9TH ST EL",4
"ACAD ENRICH SCI MAG",3
"ADAMS MS",6
"ADDAMS HS",4
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",4
"ALDAMA EL",9
"ALEXANDER SCS",15
"ALEXANDRIA AVE EEC",3
"ALEXANDRIA AVE EL",13
"ALLESANDRO EL",4
"ALTA CALIFORNIA EL",9
"ALTA LOMA EL",9
"AMANECER PC",3
"AMBLER AVE EL",4
"AMESTOY EL",12
"ANATOLA AVE EL",4
"ANDASOL AVE EL",6
"ANGELES MESA EL",4
"ANGELOU COMMUNITY SH",11
"ANGEL'S GATE HS",2
"ANN ST EL",1
"ANNALEE AVE EL",0
"ANNANDALE EL",3
"ANTON EEC",1
"ANTON EL",15
"APPERSON ST EL",10
"ARAGON AVE EL",6
"ARLETA SH",17
"ARLINGTON HTS EL",2
"ARMINTA ST EEC",0
"ARMINTA ST EL",10
"ARROYO SECO MUS/S MAG",5
"ASCOT AVE EL",5
"ATWATER AVE EL",5
"AUDUBON MS",9
"AURORA EL",4
"AVALON GARDENS EL",0
"BACA ARTS ACAD",6
"BAKEWELL PC",7
"BALA",0
"BALBOA EL G/HG/HA MAG",3
"BALDWIN HILLS EL",2
"BANCROFT MS",8
"BANDINI ST EL",4
"BANNEKER CTC",2
"BANNING SH",44
"BARRETT EL",15
"BARTON HILL EL",2
"BASSETT ST EL",9
"BEACHY AVE EL",4
"BECKFORD CES",10
