"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","28.161081385525204"
"Bell/Cudahy/Maywood Community of Schools","29.870808752146964"
"Boyle Heights Community of Schools","35.6940050296098"
"Canoga Park/Chatsworth Community of Schools","34.877232142857146"
"Carson Community of Schools","52.933312997371274"
"Cleveland Community of Schools","33.095700242403645"
"Downtown Community of Schools","10.741138560687432"
"Eagle Rock/Highland Park Community of Schools","32.802000035461624"
"East Los Angeles Community of Schools","40.570740931751757"
"Fairfax Community of Schools","30.719688142200376"
"Fremont Community of Schools","44.358797222121218"
"Gardena Community of Schools","40.847869286818288"
"Glassell Park/Los Feliz Community of Schools","28.257670983269513"
"H.E.E.T. (C/D) Community of Schools","18.89644746787604"
"H.E.E.T. (W) Community of Schools","43.727898399178677"
"Hamilton Community of Schools","33.481208671633048"
"Harbor City/Lomita Community of Schools","33.974657422204324"
"Historic Central Avenue Community of Schools","24.788345663946306"
"Hollywood Community of Schools","16.292576335512067"
"Huntington Park/Vernon Community of Schools","35.9762869343511"
"Kennedy/NAHS/VAAS Community of Schools","23.747157537203883"
"Kreatwn/PcoUnion Community of Schools","31.533745745262983"
"LA Mid-City Community of Schools","26.99817148747653"
"Lincoln Heights/El Sereno Community of Schools","28.991532284532745"
"MacArthur Park Community of Schools","40.450962993893206"
"Manual Arts/Vermont Square Community of Schools","29.14262400186513"
"Monroe Community of Schools","36.367634496815718"
"North Hollywood/Valley Village Community of Schools","50.761421319796959"
"Panorama City Community of Schools","20.304568527918782"
"Reseda Community of Schools","22.517045403370354"
"Rivera Community of Schools","23.69233591146709"
"San Fernando Valley/Sylmar Community of Schools","31.945348880069787"
"San Pedro Community of Schools","50.736110989616591"
"SO Los Angeles Community of Schools","41.598248494800217"
"South Gate Community of Schools","26.175460809856585"
"South Mid-City Community of Schools","26.408838157836822"
"Sun Valley Community of Schools","25.765227249304338"
"Sunland/Tujunga Community of Schools","24.681607266265182"
"Taft Community of Schools","33.316916302112006"
"Van Nuys/Valley Glen Community of Schools","30.070222814454933"
"Venice Community of Schools","28.058069812634443"
"West LA Community of Schools","34.494653328734046"
"Westchester Community of Schools","61.642780089382029"
"Wilmington Community of Schools","28.443999453875211"
"District Wide","32.229889422638685"
