"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.0492387431162937"
"Bell/Cudahy/Maywood Community of Schools","4.0874718986306968"
"Boyle Heights Community of Schools","11.904100565841579"
"Canoga Park/Chatsworth Community of Schools","12.538049497433182"
"Carson Community of Schools","11.850069277328084"
"Cleveland Community of Schools","5.50191191439025"
"Downtown Community of Schools","8.287338604080686"
"Eagle Rock/Highland Park Community of Schools","9.7398572668189622"
"East Los Angeles Community of Schools","6.8963139202096482"
"Fairfax Community of Schools","30.286969031574163"
"Fremont Community of Schools","4.4550044550044552"
"Gardena Community of Schools","12.395902590743642"
"Glassell Park/Los Feliz Community of Schools","7.8850361726034421"
"H.E.E.T. (C/D) Community of Schools","11.488310643919812"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","10.70982328791575"
"Harbor City/Lomita Community of Schools","7.65579543714592"
"Historic Central Avenue Community of Schools","6.7962484708440938"
"Hollywood Community of Schools","12.358706708876403"
"Huntington Park/Vernon Community of Schools","3.9220608076307615"
"Kennedy/NAHS/VAAS Community of Schools","10.03814495081309"
"Kreatwn/PcoUnion Community of Schools","10.324082329863815"
"LA Mid-City Community of Schools","7.710199308652129"
"Lincoln Heights/El Sereno Community of Schools","6.0042357153773933"
"MacArthur Park Community of Schools","6.5766109408499611"
"Manual Arts/Vermont Square Community of Schools","5.9182687091269566"
"Monroe Community of Schools","8.66904198417033"
"North Hollywood/Valley Village Community of Schools","6.5209240149329162"
"Panorama City Community of Schools","4.3456847350580876"
"Reseda Community of Schools","6.3524329818320409"
"Rivera Community of Schools","3.8361209145312261"
"San Fernando Valley/Sylmar Community of Schools","7.4938176004796038"
"San Pedro Community of Schools","6.1109753116597414"
"South Gate Community of Schools","6.172534689644956"
"South Mid-City Community of Schools","5.849407016363716"
"Sun Valley Community of Schools","4.5358673712380648"
"Sunland/Tujunga Community of Schools","7.5572461395067645"
"Taft Community of Schools","10.785469815065143"
"Van Nuys/Valley Glen Community of Schools","5.9556069061217682"
"Venice Community of Schools","18.480872297172425"
"West LA Community of Schools","11.98214660156367"
"Westchester Community of Schools","7.5826508947528053"
"Wilmington Community of Schools","7.9681274900398407"
"District Wide","8.2869670674197788"
