"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","47.197417357322209"
"Bell/Cudahy/Maywood Community of Schools","87.251698860632928"
"Boyle Heights Community of Schools","80.641480151545124"
"Canoga Park/Chatsworth Community of Schools","69.584580057059355"
"Carson Community of Schools","49.724031624484113"
"Cleveland Community of Schools","116.64205155746508"
"Downtown Community of Schools","85.584752035529249"
"Eagle Rock/Highland Park Community of Schools","110.67647829135794"
"East Los Angeles Community of Schools","74.246718617848913"
"Fairfax Community of Schools","68.14173480840148"
"Fremont Community of Schools","51.801817153217506"
"Gardena Community of Schools","61.395520173544675"
"Glassell Park/Los Feliz Community of Schools","93.847093017958514"
"H.E.E.T. (C/D) Community of Schools","26.138779493256198"
"H.E.E.T. (W) Community of Schools","14.499583136984812"
"Hamilton Community of Schools","81.125228849885431"
"Harbor City/Lomita Community of Schools","59.876021414482956"
"Historic Central Avenue Community of Schools","66.199690471717517"
"Hollywood Community of Schools","47.424485626732817"
"Huntington Park/Vernon Community of Schools","110.16880226548463"
"Kennedy/NAHS/VAAS Community of Schools","88.135767681836313"
"Kreatwn/PcoUnion Community of Schools","63.696521462189033"
"LA Mid-City Community of Schools","48.299262228769457"
"Lincoln Heights/El Sereno Community of Schools","52.931617643166796"
"MacArthur Park Community of Schools","42.831947593852355"
"Manual Arts/Vermont Square Community of Schools","80.047300677673178"
"Monroe Community of Schools","72.046699360585549"
"North Hollywood/Valley Village Community of Schools","85.002670437876574"
"Panorama City Community of Schools","69.942297604476309"
"Reseda Community of Schools","63.5403690357749"
"Rivera Community of Schools","56.4457521043682"
"San Fernando Valley/Sylmar Community of Schools","99.178481136023578"
"San Pedro Community of Schools","43.078223551596338"
"SO Los Angeles Community of Schools","33.58710255261979"
"South Gate Community of Schools","82.505009232703415"
"South Mid-City Community of Schools","36.697247706422012"
"Sun Valley Community of Schools","67.63541027500419"
"Sunland/Tujunga Community of Schools","129.4571882807177"
"Taft Community of Schools","73.147207136060274"
"Van Nuys/Valley Glen Community of Schools","67.843353557639276"
"Venice Community of Schools","44.172932330827066"
"West LA Community of Schools","43.327556325823217"
"Westchester Community of Schools","47.393364928909953"
"Wilmington Community of Schools","61.453046693720133"
"District Wide","69.5550225774072"
