"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","30.546787496181651"
"Bell/Cudahy/Maywood Community of Schools","11.873223654429825"
"Boyle Heights Community of Schools","14.845192477198712"
"Canoga Park/Chatsworth Community of Schools","13.979633880746364"
"Carson Community of Schools","23.642450492708669"
"Cleveland Community of Schools","9.5909461468373856"
"Downtown Community of Schools","8.79180994060644"
"Eagle Rock/Highland Park Community of Schools","12.231792467254474"
"East Los Angeles Community of Schools","13.985036011467729"
"Fairfax Community of Schools","9.58210063601193"
"Fremont Community of Schools","16.995766509069558"
"Gardena Community of Schools","16.341204346760357"
"Glassell Park/Los Feliz Community of Schools","13.423511797201714"
"H.E.E.T. (C/D) Community of Schools","17.913121361397224"
"H.E.E.T. (W) Community of Schools","16.720660466088411"
"Hamilton Community of Schools","19.294589797020915"
"Harbor City/Lomita Community of Schools","24.936273966529978"
"Historic Central Avenue Community of Schools","19.012928791578272"
"Hollywood Community of Schools","13.757910798709258"
"Huntington Park/Vernon Community of Schools","10.541765664658325"
"Kennedy/NAHS/VAAS Community of Schools","20.097659739177036"
"Kreatwn/PcoUnion Community of Schools","15.103306617262072"
"LA Mid-City Community of Schools","5.6593896348278836"
"Lincoln Heights/El Sereno Community of Schools","10.977400277179356"
"MacArthur Park Community of Schools","23.335521038430688"
"Manual Arts/Vermont Square Community of Schools","12.725749493621219"
"Monroe Community of Schools","18.666002986560478"
"North Hollywood/Valley Village Community of Schools","19.286888270217691"
"Panorama City Community of Schools","6.0360047684437674"
"Reseda Community of Schools","10.581298036688247"
"Rivera Community of Schools","27.636524430687597"
"San Fernando Valley/Sylmar Community of Schools","12.925323940931269"
"San Pedro Community of Schools","15.951208069434671"
"South Gate Community of Schools","11.415141849924458"
"South Mid-City Community of Schools","22.776967930029155"
"Sun Valley Community of Schools","16.239038648911983"
"Sunland/Tujunga Community of Schools","35.498757543485979"
"Taft Community of Schools","20.210337213219056"
"Van Nuys/Valley Glen Community of Schools","12.969607885521595"
"Venice Community of Schools","16.202203499675957"
"West LA Community of Schools","6.1963627350745112"
"Westchester Community of Schools","34.069764394475456"
"Wilmington Community of Schools","24.912805181863479"
"District Wide","15.807391014557467"
