"School name","Cases among staff and students"
"Unassigned",507
"102ND ST EEC",0
"107TH ST EL",31
"109TH ST EL",11
"10TH ST EL",12
"112TH ST EEC",0
"112TH ST EL",15
"116TH ST EL",10
"118TH ST EL",15
"122ND ST EL",26
"135TH ST EL",29
"153RD ST EL",13
"156TH ST EL",9
"15TH ST EL",21
"186TH ST EL",9
"1ST ST EL",20
"20TH ST EL",20
"232ND PL EL",6
"24TH ST EEC",5
"24TH ST EL",25
"28TH ST EEC",0
"28TH ST EL",16
"2ND ST EL",20
"32ND ST USC PA MAG",16
"36TH ST EEC",4
"37TH ST EEC",0
"3RD ST EL",12
"42ND ST EL",7
"49TH ST EL",21
"4TH ST EEC",2
"4TH ST EL",13
"4TH ST PC",5
"52ND ST EL",34
"54TH ST EL",10
"59TH ST EL",7
"61ST ST EL",37
"66TH ST EEC",1
"66TH ST EL",28
"6TH AVE EL",13
"74TH ST EL",10
"75TH ST EEC",3
"75TH ST EL",48
"7TH ST EL AI MAG",4
"92ND ST EL",43
"93RD ST EL",26
"95TH ST EEC",4
"95TH ST EL",45
"96TH ST EL",14
"97TH ST EEC",4
"99TH ST EL",26
"9TH ST EL",5
"ACAD ENRICH SCI MAG",4
"ADAMS MS",18
"ADDAMS HS",2
"AGGELER HS",1
"ALBION ST EEC",5
"ALBION ST EL",3
"ALDAMA EL",6
"ALEXANDER SCS",16
"ALEXANDRIA AVE EEC",2
"ALEXANDRIA AVE EL",23
"ALLESANDRO EL",16
"ALTA CALIFORNIA EL",18
"ALTA LOMA EL",16
"AMANECER PC",2
"AMBLER AVE EL",12
"AMESTOY EL",17
"ANATOLA AVE EL",20
"ANDASOL AVE EL",4
"ANGELES MESA EL",9
"ANGELOU COMMUNITY SH",39
"ANGEL'S GATE HS",5
"ANN ST EL",2
"ANNALEE AVE EL",6
"ANNANDALE EL",3
"ANTON EEC",2
"ANTON EL",15
"APPERSON ST EL",10
"ARAGON AVE EL",13
"ARLETA SH",40
"ARLINGTON HTS EL",12
"ARMINTA ST EEC",3
"ARMINTA ST EL",10
"ARROYO SECO MUS/S MAG",10
"ASCOT AVE EL",22
"ATWATER AVE EL",3
"AUDUBON MS",16
"AURORA EL",16
"AVALON GARDENS EL",6
"BACA ARTS ACAD",25
"BAKEWELL PC",3
"BALA",1
"BALBOA EL G/HG/HA MAG",7
"BALDWIN HILLS EL",10
"BANCROFT MS",16
"BANDINI ST EL",5
"BANNEKER CTC",13
"BANNING SH",81
"BARRETT EL",34
"BARTON HILL EL",2
"BASSETT ST EL",12
"BEACHY AVE EL",8
"BECKFORD CES",7
"BEETHOVEN ST EL",4
"BELL SH",77
"BELLINGHAM EL",13
"BELMONT SH",15
"BELVEDERE EL",38
"BELVEDERE MS",14
"BERENDO MS",8
"BERNSTEIN SH",22
"BERNSTEIN SH STEM",19
"BERTRAND AVE EL",8
"BETHUNE MS",35
"BLYTHE ST EL",8
"BONITA ST EL",11
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",15
"BRADLEY EEC",9
"BRADLEY GLBL AWR MAG",7
"BRAINARD EL",6
"BRAVO SH MEDICAL MAG",31
"BREED ST EL",8
"BRENTWOOD EL SCI MAG",10
"BRIDGE ST EL",9
"BRIDGES SCHOOL",26
"BRIGHT EL",15
"BROAD AVE EL",10
"BROADACRES AV EL",6
"BROADOUS EEC",0
"BROADOUS EL",16
"BROADWAY EL",2
"BROCKTON AVE EL",7
"BROOKLYN AVE EEC",5
"BROOKLYN AVE EL",10
"BRYSON AVE EL",20
"BUCHANAN ST EL",3
"BUDLONG AVE EL",29
"BURBANK BLVD EL",5
"BURBANK MS A/T/C MAG",25
"BURKE HS",0
"BURROUGHS MS",27
"BURTON ST EL",5
"BUSHNELL WAY EL",7
"BYRD MS",28
"CABRILLO AVE EEC",3
"CABRILLO AVE EL",17
"CAHUENGA EL",11
"CALABASH CA",8
"CALAHAN ST EL",13
"CALVERT CES",8
"CAMELLIA AVE EL",24
"CANFIELD AVE EL",6
"CANOGA PARK EEC",4
"CANOGA PARK EL",12
"CANOGA PRK SH",19
"CANTARA ST EL",5
"CANTERBURY AVE EL",25
"CANYON CEL",5
"CAPISTRANO AVE EL",10
"CARDENAS EL",16
"CARLSON HOSPITAL",1
"CARNEGIE MS",10
"CAROLDALE LC",22
"CARPENTER COMM CHTR",12
"CARSON ACAD ED & EMP",12
"CARSON ACAD MED ARTS",11
"CARSON SH",24
"CARSON ST EL",17
"CARSON-GORE ACADEMY",12
"CARTHAY EL ES MAG",10
"CARVER MS",18
"CASTELAR ST EEC",8
"CASTELAR ST EL",20
"CASTLE HTS EL",5
"CASTLEBAY LN CHTR",2
"CASTRO MS",8
"CATSKILL AVE EL",5
"CDS AGGELER",0
"CDS ALONZO",1
"CDS JOHNSON",0
"CDS JOHNSTON",2
"CDS LONDON",0
"CDS TRI-C",2
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",8
"CENTURY PARK EL",7
"CHANDLER EL",9
"CHAPMAN EL",6
"CHARNOCK ROAD EL",8
"CHASE ST EEC",3
"CHASE ST EL",19
"CHATSWORTH CHS",50
"CHATSWORTH UP/CD MAG",6
"CHAVEZ EL",6
"CHAVEZ LA ARTES MAG",5
"CHAVEZ LA ASE",9
"CHAVEZ LA SJ HUM AC",16
"CHAVEZ LA TECH PREP",8
"CHEREMOYA AVE EL",4
"CHEVIOT HILLS HS",0
"CIENEGA EL",9
"CIMARRON AVE EL",10
"CITY OF ANGELS",46
"CITY TERRACE EL",13
"CLEVELAND CHS",44
"CLEVELAND EEC",3
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",1
"CLINTON MS",16
"CLOVER AVE EL",8
"COCHRAN MS",12
"COEUR D ALENE AVE EL",6
"COHASSET ST EL",19
"COLDWATER CYN EL",18
"COLFAX CEL",8
"COLISEUM ST EL",3
"COLLINS EEC",1
"COLUMBUS AVE EL",17
"COLUMBUS MS",13
"COMMONWLTH AVE EL",17
"COMMUNITY EL MAG CS",2
"COMPTON AVE EL",18
"CONTRERAS LC ALC",19
"CONTRERAS LC BUS TR",10
"CONTRERAS LC GLBL ST",7
"CONTRERAS LC SOC JUS",14
"CORONA AVE EL",27
"CORTINES SCH OF VAPA",28
"COUGHLIN EL",17
"COWAN AVE EL",5
"CRENSHAW ARTS TECH",4
"CRENSHAW MAG STEMM",4
"CRESCENT HTS BL EEC",2
"CRESCENT HTS BL EL MG",6
"CRESTWOOD ST STEAM MG",6
"CRUZ EEC",2
"CURTISS MS",5
"DACOTAH EEC",4
"DAHLIA HTS EL",2
"DANA MS",30
"DANUBE AVE EL",10
"DARBY AVE EL",9
"DAYTON EEC",3
"DAYTON HEIGHTS EL",5
"DBM",19
"DE LA TORRE JR EL",26
"DEARBORN EL CA",12
"DEL AMO EL",7
"DEL OLMO EL",37
"DELEVAN DRIVE EL",17
"DENA EL",9
"DENKER AVE EL",20
"DIXIE CYN CC",6
"DODSON MS",21
"DOLORES ST EEC",3
"DOLORES ST EL",5
"DOMINGUEZ EL",14
"DORRIS PLACE EL",4
"DORSEY SH",8
"DREW MS",28
"DREW MS UP PBLC SRVC",7
"DYER ST EL",20
"DYMALLY SH",26
"EAGLE ROCK EL",8
"EAGLE ROCK HS",39
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",5
"EAST VALLEY SH",18
"EAST VALLEY SKLS CTR",0
"EASTMAN AVE EEC",0
"EASTMAN AVE EL",36
"EDISON MS",27
"EINSTEIN HS",0
"EL DORADO AVE EL",10
"EL ORO WAY CES",12
"EL SERENO EEC",4
"EL SERENO EL",11
"EL SERENO MS",24
"ELA OCC CTR",6
"ELEMENTARY CDS",0
"ELIZABETH LC",38
"ELLINGTON HS",0
