"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","39.887517201491789"
"Bell/Cudahy/Maywood Community of Schools","57.845165505226483"
"Boyle Heights Community of Schools","44.243160409611221"
"Canoga Park/Chatsworth Community of Schools","96.8924702700442"
"Carson Community of Schools","95.919789338424934"
"Cleveland Community of Schools","77.171001861182987"
"Downtown Community of Schools","70.896845090393484"
"Eagle Rock/Highland Park Community of Schools","70.593071156028557"
"East Los Angeles Community of Schools","83.044407997176492"
"Fairfax Community of Schools","77.910273335208942"
"Fremont Community of Schools","61.756986259070558"
"Gardena Community of Schools","95.8697954406109"
"Glassell Park/Los Feliz Community of Schools","81.386113371836487"
"H.E.E.T. (C/D) Community of Schools","87.22363381243126"
"H.E.E.T. (W) Community of Schools","41.419301394449811"
"Hamilton Community of Schools","70.033829900884328"
"Harbor City/Lomita Community of Schools","107.90773254116364"
"Historic Central Avenue Community of Schools","37.47513668815882"
"Hollywood Community of Schools","69.598047441080013"
"Huntington Park/Vernon Community of Schools","59.908088380195643"
"Kennedy/NAHS/VAAS Community of Schools","126.25812296257196"
"Kreatwn/PcoUnion Community of Schools","76.4340709531888"
"LA Mid-City Community of Schools","76.825567548880272"
"Lincoln Heights/El Sereno Community of Schools","41.782346958410074"
"MacArthur Park Community of Schools","61.211466079731188"
"Manual Arts/Vermont Square Community of Schools","60.4872147588804"
"Monroe Community of Schools","84.845264520110049"
"North Hollywood/Valley Village Community of Schools","118.26988060373958"
"Panorama City Community of Schools","50.393065914130212"
"Reseda Community of Schools","96.519001614663679"
"Rivera Community of Schools","51.088489839490641"
"San Fernando Valley/Sylmar Community of Schools","76.047037875134478"
"San Pedro Community of Schools","91.4968891057704"
"SO Los Angeles Community of Schools","55.476389901121493"
"South Gate Community of Schools","51.948051948051948"
"South Mid-City Community of Schools","75.020919294803349"
"Sun Valley Community of Schools","64.454720558807438"
"Sunland/Tujunga Community of Schools","52.292138748474812"
"Taft Community of Schools","137.32807028896414"
"Van Nuys/Valley Glen Community of Schools","59.1198240594036"
"Venice Community of Schools","78.689462765576948"
"West LA Community of Schools","107.00909577314073"
"Westchester Community of Schools","186.97256051341654"
"Wilmington Community of Schools","57.896648805739709"
"District Wide","75.658542983747353"
