"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","5.4902822005051064"
"Bell/Cudahy/Maywood Community of Schools","9.4465576743834543"
"Boyle Heights Community of Schools","2.2569457505473092"
"Canoga Park/Chatsworth Community of Schools","8.7515862250032814"
"Carson Community of Schools","6.5403293055805358"
"Cleveland Community of Schools","18.194148100365535"
"Downtown Community of Schools","2.2682937894116049"
"Eagle Rock/Highland Park Community of Schools","7.5466002565844095"
"East Los Angeles Community of Schools","11.446376903755048"
"Fairfax Community of Schools","7.9370591211691286"
"Fremont Community of Schools","5.3141316044691846"
"Gardena Community of Schools","7.0042726062898373"
"Glassell Park/Los Feliz Community of Schools","1.8020453214398342"
"H.E.E.T. (C/D) Community of Schools","3.3936843534182883"
"H.E.E.T. (W) Community of Schools","1.7511294785136413"
"Hamilton Community of Schools","5.39531470870696"
"Harbor City/Lomita Community of Schools","4.6397253282605666"
"Historic Central Avenue Community of Schools","7.9714445143176009"
"Hollywood Community of Schools","5.4105722581925084"
"Huntington Park/Vernon Community of Schools","7.2849129452903032"
"Kennedy/NAHS/VAAS Community of Schools","7.666751852798364"
"Kreatwn/PcoUnion Community of Schools","6.1128430833180518"
"LA Mid-City Community of Schools","8.3465487021116775"
"Lincoln Heights/El Sereno Community of Schools","7.2492660118163039"
"MacArthur Park Community of Schools","6.1762707677104567"
"Manual Arts/Vermont Square Community of Schools","8.92020873288435"
"Monroe Community of Schools","6.4234326824254877"
"North Hollywood/Valley Village Community of Schools","19.215135614514818"
"Panorama City Community of Schools","13.28285847114299"
"Reseda Community of Schools","3.2903124974294435"
"Rivera Community of Schools","4.164526562738593"
"San Fernando Valley/Sylmar Community of Schools","10.172997473705626"
"San Pedro Community of Schools","8.0414941096055639"
"SO Los Angeles Community of Schools","4.997101681025006"
"South Gate Community of Schools","7.2124853669768028"
"South Mid-City Community of Schools","1.2819198030971182"
"Sun Valley Community of Schools","4.1292169628232838"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","7.7140157237353835"
"Van Nuys/Valley Glen Community of Schools","7.0745604249089826"
"Venice Community of Schools","14.869335712427047"
"West LA Community of Schools","17.591077805337132"
"Westchester Community of Schools","11.171187273783458"
"Wilmington Community of Schools","5.2432336070301275"
"District Wide","7.5452409746826206"
